burn,hurt,3.730769231
burning,flame,4.48
burning,punishment,2.52
burst,transformation,1.952380952
business,disposition,1.583333333
business,railway,2.541666667
butter,stick,2.375
butterfly,comma,1.130434783
cab,taxi,4.476190476
cake,pie,3.545454545
calendar,circulation,1.695652174
calendar,system,1.916666667
call,meeting,2.727272727
call,statement,2.125
campaign,operation,2.826086957
candy,sweet,4.510638298
cap,covering,3.681818182
capital,seat,2.32
captain,officer,4
card,plastic,2.391304348
carriage,coach,3.708333333
cart,wagon,4.375
cartoon,wit,2.666666667
case,grip,2.12
case,luggage,3.68
case,tin,2.6
cast,fishing,2.6
cat,vision,1.431818182
category,flavor,2.428571429
cave,formation,2.347826087
ceiling,overhead,3.52
cement,glue,3
center,loss,1.304347826
century,decade,3.434782609
century,period,3.769230769
century,temperature,1.130434783
certificate,study,3.136363636
certificate,wave,1.145833333
chair,furniture,3.869565217
chair,rocker,2.826086957
chance,opportunity,4.590909091
chance,probability,4.619047619
chandler,retailer,2.130434783
change,decrease,3
change,move,3.434782609
channel,sound,3.2
character,vision,1.666666667
charge,damage,2.375
charge,tax,4.086956522
check,draft,3.952380952
cheese,food,4
chemical,salt,3.590909091
chess,duty,1.166666667
chick,hen,3.863636364
chicken,poultry,4.217391304
chief,guru,3.904761905
child,kid,4.857142857
chin,feature,2.875
choice,option,4.590909091
chuck,jaw,2.090909091
church,temple,4.347826087
circle,oval,3.347826087
citrus,orange,4.208333333
climb,mount,4.166666667
clock,timer,4.416666667
cloth,satin,3.857142857
cloud,energy,1.727272727
club,society,3.869565217
coach,trainer,4.6
coat,newspaper,1.088888889
coat,roof,2.304347826
code,software,3.52
coffee,meeting,2.602941176
coin,currency,4.571428571
collapse,shock,3.043478261
collection,packet,2.772727273
collision,smash,3.904761905
color,purple,4.090909091
color,quality,2.407407407
coloring,yellow,3.791666667
comfort,relief,3.857142857
commander,editor,2.041666667
commerce,transport,2.739130435
commitment,guarantee,3.791666667
communication,message,4.083333333
communication,statement,3.391304348
communication,tune,2.409090909
community,province,3.391304348
community,territory,2.739130435
company,distributor,3.523809524
company,establishment,3.833333333
comparison,scrutiny,2.727272727
compound,salt,3.045454545
conclusion,result,4.523809524
condition,status,4.090909091
conditions,weather,3.666666667
congress,sex,1.818181818
connection,keyboard,2.4
conservation,traveling,1.717391304
construction,window,2.761904762
continent,ground,2.791666667
control,driving,3.714285714
cook,printer,1.347826087
cooking,cuisine,4.25
copy,image,3.25
copy,work,3.125
cord,pick,1.590909091
cord,yarn,2.761904762
corridor,hall,4.041666667
corruption,house,1.255319149
cost,postage,3.086956522
cost,reward,2.80952381
couch,lounge,3.347826087
count,number,4.166666667
counter,furniture,2.3
country,playground,1.791666667
course,starter,2.666666667
court,drawer,1.272727273
court,tribunal,3.791666667
cousin,relation,4.043478261
cousin,relative,4.5
cover,feather,2.44
cover,hair,2.65
cover,sleeve,3.260869565
covering,skin,3.35
crack,hole,3.04
craft,trade,3.458333333
creation,stitch,2.68
creativity,vision,3.181818182
credit,sum,3
creek,stream,3.88
crew,society,2
crew,unit,3.590909091
crop,plant,4.083333333
crow,jay,2.217391304
crown,place,1.541666667
crush,push,2.181818182
cube,dice,3.925925926
cup,handbag,1.318181818
cup,son,1.086956522
current,flow,3.761904762
curve,rainbow,3.44
customers,mission,1.641304348
cut,meat,2.904761905
cutter,knife,4.458333333
cylinder,pen,2.227272727
dad,parent,4.545454545
daisy,flower,4.5
damage,terms,1.761904762
danger,status,1.904761905
dash,sprint,3.375
dashboard,protection,2.173913043
database,list,4.08
daughter,girl,4.04
day,shoes,1.288888889
deal,hand,3.041666667
debt,deficit,3.458333333
debt,loan,4.347826087
debt,possession,2.481481481
decision,option,2.909090909
decrease,increase,3.541666667
deep,ocean,3.636363636
deficit,trust,1.576923077
degree,quantity,2.681818182
degree,style,1.652173913
delivery,distribution,3.590909091
department,division,4.625
descent,fall,3.304347826
desert,tract,2.2
desire,feeling,4.227272727
desk,table,4.172413793
determination,discovery,2.608695652
determination,selection,2.75
development,exploitation,2.2
device,drum,2.583333333
devil,satan,4.782608696
dialogue,play,3.44
diamond,parcel,1.217391304
digit,toe,2.64
digit,unit,3.681818182
dinner,party,3.826086957
direction,government,2.173913043
direction,protocol,3.142857143
direction,traveling,3.136363636
dirt,sand,3.391304348
dirt,soil,4
discharge,spark,2.782608696
disease,illness,4.739130435
display,language,1.916666667
distance,distribution,1.739130435
diversion,skiing,1.826086957
dividend,net,2.52
dividend,profit,4.045454545
diving,swim,3.96
dock,herb,1.238095238
document,report,3.826086957
dog,fauna,2.666666667
domain,land,2.523809524
door,light,1.577777778
doubt,ego,1.772727273
drama,genre,2.714285714
draw,finish,2.375
draw,tie,2.958333333
drawer,pan,1.818181818
dressing,patch,2.523809524
dressing,sauce,2.869565217
drill,implement,2.666666667
drink,slice,2.772727273
driver,supporter,2.090909091
driver,worker,3.1
drop,serving,2.136363636
drug,liquor,3.523809524
drug,operator,1.416666667
drum,piano,3.652173913
eagle,hawk,3.833333333
ear,organ,3.909090909
ease,relaxation,4.5
ease,rest,3.916666667
editing,instrument,1.64
editor,worker,3.125
eight,movement,1.318181818
element,iron,3.318181818
element,mixture,3
element,nickel,3.782608696
elevator,lift,4.72
emission,gum,1.25
employee,server,3.318181818
endorsement,signature,3.545454545
energy,microwave,3.583333333
engineering,technology,4.16
environment,land,3.090909091
equipment,recorder,3.391304348
equipment,seat,2.136363636
establishment,religion,2.173913043
event,influence,1.76
event,phenomenon,3.173913043
evidence,format,1.476190476
evidence,record,3.681818182
examination,quiz,4.391304348
examiner,tea,1.3
executive,minister,3.095238095
executive,organization,3.2
explanation,theory,3.652173913
express,mail,3.619047619
extract,selection,3.086956522
eye,organ,4.125
fabric,lace,3.625
fabric,sail,2.380952381
faith,religion,4.227272727
fantasy,recycling,1.125
farmer,individual,2.545454545
fault,mistake,4.541666667
fauna,toy,1.304347826
feature,side,1.833333333
feedback,flow,2.666666667
feeling,hope,3.48
female,slave,2.125
female,woman,4.96
fiction,literature,3.590909091
fiction,romance,2.476190476
field,science,3
field,yard,3.8
fight,separation,2.681818182
figure,stamp,1.88
film,movie,4.912280702
find,implementation,2.045454545
find,occurrence,2.739130435
finger,toe,3.76
flag,iris,1.708333333
flame,reaction,1.954545455
flash,lightning,3.96
flat,housing,3.96
flavor,variety,3.318181818
flight,trip,3.772727273
floor,level,3.333333333
floor,porch,2.739130435
flora,plant,4.384615385
flora,violet,3.347826087
flour,garlic,2.4
flower,pink,2.739130435
flute,wind,2.826086957
flyer,justice,1.181818182
food,sausage,3.913043478
foot,recognition,1.431372549
football,rugby,3.208333333
forecast,message,2.5
forest,ground,2.681818182
form,type,3.909090909
format,packaging,2.47826087
format,style,4.086956522
foundation,support,3.913043478
fox,wolf,3.090909091
framework,grill,3.428571429
freeze,frost,4
friend,individual,2.791666667
front,school,1.48
front,surface,3
fruit,seed,3.818181818
fuel,gasoline,4.48
fuel,nutrition,2.428571429
fund,store,1.826086957
funds,interest,3.375
furniture,table,4.181818182
gamble,kitty,1.636363636
gamble,pyramid,1.380952381
game,tennis,4.166666667
garbage,rubbish,4.520833333
garden,plantation,3.55
garlic,meal,3.083333333
garment,sweater,3.7
garment,tie,3.636363636
gas,hydrogen,4.090909091
gas,neon,3.869565217
gathering,parade,3.625
gauge,meter,3.863636364
gear,mechanism,4.090909091
gem,quartz,3.227272727
gender,sex,4.434782609
gender,size,1.571428571
genre,prose,2.363636364
glass,tub,2.88
glove,wear,3.416666667
goal,objective,4.590909091
golf,hockey,2.727272727
good,sheet,1.458333333
governor,mayor,3.666666667
governor,politician,4.125
graphic,image,4.318181818
grass,universe,1.76
gray,property,1.5
grip,handle,4.047619048
grip,hold,4.391304348
growth,process,3.291666667
guarantee,warranty,4.230769231
guess,universe,1.243243243
gulf,ocean,3.227272727
hack,machine,2.458333333
hamburger,nutrition,3.041666667
hand,script,3.260869565
happening,surprise,2.708333333
head,question,1.24
head,secretary,1.909090909
health,welfare,3.5
hearing,proceedings,3.130434783
heart,space,1.583333333
heart,ticker,3.181818182
heat,temperature,4.25
height,infinite,2.434782609
helmet,scale,1.380952381
help,support,4.619047619
help,supporter,3.833333333
heritage,loss,1.681818182
highway,street,3.545454545
highway,trail,2.863636364
hit,tourist,1.44
hole,opening,3.76
holiday,vacation,4.619047619
hood,protection,2.913043478
hood,shelter,2.571428571
horn,tail,2.692307692
horse,mount,2.875
hose,pipe,4
housing,vault,2
icon,representation,3.380952381
implement,stick,2.5
impulse,motive,2.869565217
impulse,urge,4.5
information,target,1.95
ink,liquid,3.64
installation,zoo,1.44
institution,prison,2.565217391
instruction,lesson,3.8
instruction,teaching,4.523809524
instrumentation,perfume,1.208333333
instrumentation,rod,2.863636364
intensity,quiet,2.181818182
interest,lien,2.541666667
intervention,treatment,2.363636364
inventory,listing,3.380952381
investment,tomato,1.155555556
jail,nick,1.782608696
jail,prison,4.739130435
jaw,lens,1.260869565
join,union,4
joke,message,2.636363636
journey,travel,4.8
judgment,sense,3.541666667
jumper,sweater,3.347826087
jury,school,1.476190476
justice,official,3.043478261
kiss,sweet,3
kitchen,toilet,2.545454545	
knight,prince,3.375
knowledge,revolution,2.2
knowledge,taste,1.869565217
lake,stream,4.130434783
lamb,young,3.285714286
language,tongue,3.652173913
latex,rubber,3.913043478
law,personnel,1.772727273
layer,region,2.458333333
layer,snow,2.434782609
leader,politician,4.238095238
lesson,teaching,4.136363636
letter,text,3.84
level,stage,4
license,permission,4.19047619
license,security,3.130434783
lien,share,2.136363636
life,story,3
line,occupation,2.260869565
line,plane,2.833333333
line,queue,4.541666667
lineup,roll,2.958333333
link,union,3.583333333
lion,tiger,3.565217391
literature,poem,3.76
load,weight,4.043478261
location,property,3.347826087
loss,possession,2.954545455
low,shoulder,1.387755102
lyric,printer,1.244444444
magnolia,maple,2.68
male,man,4.619047619
man,soldier,3.875
manager,trainer,3.347826087
map,representation,3.434782609
map,sewing,1.347826087
map,video,1.695652174
maple,tree,3.833333333
mark,print,2.954545455
mark,slash,3.304347826
mask,roof,1.782608696
mate,relation,3.434782609
matter,text,3.269230769
matter,verse,1.913043478
mayor,water,1.113636364
meal,mixture,2.272727273
meal,rice,4
measure,money,2.565217391
measure,twist,1.590909091
meat,solid,2.5
melody,music,4.5
memory,operation,2.043478261
metal,zinc,3.956521739
meter,radar,2.954545455
microwave,radiation,3.454545455
middle,scene,1.4
minute,quantity,2.608695652
mode,scale,2.173913043
modification,surprise,1.714285714
moment,thief,1.242424242
mortal,mother,2.25
mortal,visitor,1.923076923
motion,snowboarding,2.363636364
motion,step,3.142857143
motive,reason,3.909090909
motorcycle,tank,2.043478261
mount,volcano,3.238095238
mouth,opening,3.304347826
mouth,trap,2.333333333
murphy,potato,1.173913043
museum,store,2.695652174
music,print,1.958333333
musician,performer,3.952380952
needle,sharp,3.954545455
noise,trouble,3.15
note,obligation,2.166666667
notebook,product,2.217391304
notebook,production,1.666666667
novel,story,4.363636364
oak,tree,4.576923077
objective,target,4.086956522
occasion,second,1.75
occupation,place,1.956521739
occurrence,tsunami,2.47826087
ocean,pond,3.545454545
office,outlet,2.142857143
office,situation,1.24
onion,topic,1.183673469
operation,processing,3.409090909
operative,spy,2.739130435
opinion,papers,1.72
opinion,sentiment,3.136363636
origin,root,4.333333333
outlet,shop,3.565217391
oxygen,substance,2.565217391
package,software,3.4
padding,tower,1.863636364
painting,picture,4.186046512
papers,security,2.4
papers,ticket,3.181818182
parcel,region,2
park,stadium,3.333333333
passage,quotation,3.666666667
patch,spot,3.181818182
payment,spending,3.708333333
permission,tolerance,2.04
person,technician,3.458333333
phantom,shadow,3.227272727
piazza,square,2.2
piece,sail,1.333333333
pinnacle,tower,3.083333333
place,position,4.230769231
plane,sheet,2.130434783
plane,tool,2.304347826
play,turn,2.681818182
plot,strategy,2.9
point,second,1.826086957
point,site,2.96
point,spot,4.2
polyester,textile,4.285714286
position,view,3
postage,rate,3.086956522
postage,signal,1.48
power,skill,3.16
prayer,request,3.36
problem,trouble,4.608695652
process,rule,2.5
process,tail,1.12
product,wear,2.041666667
property,texture,2
protection,roof,3.708333333
protocol,rule,4.090909091
publication,textbook,3.428571429
pumpkin,vine,2.409090909
pupil,student,4.523809524
pyramid,speculation,1.7
query,question,4.739130435
quiet,silence,4.909090909
racer,taxi,2.19047619
radio,receiver,3.807692308
rain,storm,3.958333333
ray,shark,2.545454545
recreation,skiing,3.090909091
red,wine,3.4
report,study,3.875
representative,voice,2.875
ring,water,1.333333333
rise,travel,1.608695652
rock,stone,4.476190476
roll,toast,2.826086957
root,stem,3.666666667
rub,wipe,4.227272727
rubber,stuff,2.1
rugby,soccer,3.260869565
sail,sheet,2.083333333
scandal,week,1.086956522
science,shelter,1.136363636
score,success,3.208333333
season,summer,4.045454545
season,winter,4.347826087
second,time,4.217391304
seminar,sweet,1.202898551
sex,stance,1.476190476
share,stake,3.208333333
shelter,tent,4.25
shelter,wind,2.641791045
shirt,tiger,1.038461538
side,slope,3.08
sight,vision,4.818181818
simulation,theory,2.227272727
skull,tooth,2.590909091
slash,stroke,3.25
smash,success,2.791666667
snap,touch,2.038461538
software,writing,2.347826087
song,vocal,3.857142857
soup,spaghetti,3
soup,sweet,2.454545455
speech,word,4.045454545
steel,weapon,3.380952381
step,travel,2.086956522
step,walk,4.173913043
storm,weather,4.083333333
straight,stretch,3.291666667
sun,toy,1.25
tank,tub,3.52173913
taxpayer,window,1.21875
throne,toilet,1.956521739
ticket,writing,2.375
victory,watch,1.553191489
washer,worker,2.909090909
wife,woman,3.884615385
workplace,workshop,4.04
