Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
unhappy,mad,10,4,0,8,7,10,6,8,10,5,7,2,6,6.38
sad,terrible,5,6,1,9,8,10,9,5,7,7,2,3,6,6.00
sick,crazy,0,5,3,5,8,0,0,0,0,4,2,1,3,2.38
violent,angry,7,6,3,9,8,10,7,0,7,7,0,7,6,5.92
laden,heavy,6,10,8,10,9,10,9,6,7,9,7,8,5,8.00
dirty,cheap,0,5,1,0,0,0,0,0,4,0,0,0,0,0.77
elastic,flexible,5,7,8,9,9,10,9,8,10,9,8,2,9,7.92
hard,dense,7,0,7,9,9,10,7,0,7,5,1,0,7,5.31
recent,new,8,6,9,9,9,10,9,6,9,10,9,8,8,8.46
bold,proud,1,3,0,1,0,0,0,0,0,0,4,8,0,1.31
sly,strange,1,0,0,2,0,0,0,0,0,0,0,0,2,0.38
strange,sly,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15
dumb,rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
sly,tough,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
terrific,mad,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
modest,flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
fresh,wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
huge,dumb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
large,flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
dirty,narrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
wife,husband,0,0,0,0,7,0,0,0,4,0,0,0,0,0.85
book,text,1,7,0,1,7,0,0,0,6,0,0,4,7,2.54
groom,bride,0,0,0,0,6,0,0,0,5,0,0,0,0,0.85
night,day,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
south,north,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08
plane,airport,0,1,0,0,6,0,1,0,2,4,0,0,7,1.62
uncle,aunt,0,0,0,1,6,0,0,0,3,0,0,0,0,0.77
horse,mare,9,7,7,8,8,8,8,8,7,3,5,7,8,7.15
bottom,top,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08
friend,buddy,10,9,9,8,10,10,10,10,10,10,9,10,9,9.54
student,pupil,9,9,9,10,10,10,10,10,10,10,9,10,9,9.62
world,globe,1,3,6,2,8,10,10,10,10,5,9,3,5,6.31
leg,arm,1,0,0,1,0,0,0,0,0,0,0,0,0,0.15
plane,jet,9,7,6,8,8,5,5,5,4,0,5,8,9,6.08
woman,man,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
horse,colt,9,7,6,7,8,9,9,9,9,10,5,6,6,7.69
actress,actor,8,0,7,5,8,0,0,0,5,0,0,2,5,3.08
teacher,instructor,9,10,9,9,10,10,10,10,10,10,8,10,9,9.54
movie,film,9,10,9,8,10,9,9,9,10,10,9,10,8,9.23
bird,hawk,9,5,5,7,7,7,7,7,8,8,5,7,6,6.77
word,dictionary,0,2,0,1,7,1,1,0,5,4,0,0,5,2.00
money,salary,8,3,0,5,7,1,1,1,7,7,5,9,6,4.62
dog,cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
area,region,9,9,8,10,10,9,9,9,10,10,7,9,8,9.00
navy,army,0,4,0,2,0,2,2,2,5,5,0,0,0,1.69
book,literature,1,6,1,5,8,1,1,1,0,0,5,9,8,3.54
clothes,closet,0,1,0,1,7,0,1,0,2,0,0,0,3,1.15
sunset,sunrise,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08
child,adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
cow,cattle,9,9,9,4,10,2,2,2,10,10,5,7,9,6.77
book,story,1,5,3,3,6,0,0,0,2,0,0,1,7,2.15
winter,summer,0,1,0,1,0,0,0,0,0,0,0,0,0,0.15
taxi,cab,9,10,8,10,10,10,10,10,10,10,10,9,9,9.62
tree,maple,9,4,5,5,6,7,7,7,7,8,5,7,5,6.31
bed,bedroom,1,1,0,0,5,0,0,0,0,0,0,0,3,0.77
roof,ceiling,2,3,7,0,7,9,9,9,0,0,3,4,6,4.54
disease,infection,8,3,5,8,8,9,9,9,6,5,5,10,7,7.08
arm,shoulder,3,2,0,3,6,7,7,7,0,2,0,1,7,3.46
sheep,lamb,9,7,7,8,10,8,8,8,9,10,6,8,9,8.23
lady,gentleman,0,2,0,0,7,2,6,5,0,0,0,0,0,1.69
boat,anchor,4,2,0,0,7,5,5,5,0,4,0,6,0,2.92
priest,monk,4,2,0,7,5,5,5,5,8,9,9,6,4,5.31
toe,finger,0,1,0,0,5,5,2,4,0,7,9,6,5,3.38
river,stream,6,2,6,4,3,6,5,6,0,8,0,3,8,4.38
anger,fury,10,10,10,9,6,5,5,2,8,10,9,9,10,7.92
date,calendar,5,2,2,4,5,5,5,5,0,7,10,5,0,4.23
sea,ocean,7,2,8,10,5,4,7,5,2,8,9,5,9,6.23
second,minute,4,2,0,0,5,4,5,4,0,6,0,2,3,2.69
hand,thumb,4,2,0,1,6,5,4,6,0,8,0,5,2,3.31
wood,log,8,2,1,2,5,6,5,5,0,8,10,0,7,4.54
mud,dirt,5,1,0,7,5,5,5,2,1,8,9,2,8,4.46
hallway,corridor,10,10,10,7,5,6,6,7,10,10,10,10,10,8.54
way,manner,3,10,10,7,4,5,5,5,7,8,9,8,0,6.23
mouse,cat,0,2,0,0,5,5,4,5,0,0,0,2,0,1.77
cop,sheriff,7,4,8,10,5,6,5,5,10,9,10,10,8,7.46
death,burial,7,2,2,6,5,5,5,7,0,9,9,3,3,4.85
music,melody,8,2,7,8,4,4,5,5,9,7,9,8,8,6.46
beer,alcohol,7,2,2,10,4,5,5,5,3,10,10,6,8,5.92
mouth,lip,5,2,2,8,7,5,6,6,2,8,9,6,7,5.62
storm,hurricane,7,5,0,7,4,7,5,6,10,10,10,10,8,6.85
tax,income,1,2,0,0,5,5,5,6,1,7,0,4,0,2.77
flower,violet,7,2,1,9,7,7,3,7,0,8,0,6,8,5.00
paper,cardboard,5,2,0,2,4,5,6,5,2,8,0,4,3,3.54
floor,ceiling,0,2,0,0,5,2,5,6,0,1,0,0,0,1.62
beach,seashore,8,3,0,10,5,5,5,5,8,8,9,8,10,6.46
rod,curtain,4,1,0,0,5,6,6,5,0,0,0,3,0,2.31
hound,fox,0,1,0,0,4,5,5,5,0,6,0,0,0,2.00
street,alley,0,2,7,4,2,2,5,6,2,7,10,5,2,4.15
boat,deck,0,1,0,0,5,6,4,5,2,1,0,5,0,2.23
car,horn,0,2,0,0,4,5,5,5,0,7,0,2,0,2.31
friend,guest,6,1,0,4,7,6,7,5,0,8,0,5,1,3.85
employer,employee,4,2,2,0,5,6,5,5,1,8,0,7,0,3.46
hand,wrist,4,0,0,0,5,6,7,6,1,1,0,6,0,2.77
ball,cannon,0,2,0,0,5,5,6,5,0,9,0,10,5,3.62
alcohol,brandy,7,2,3,10,5,4,2,6,3,4,9,5,7,5.15
victory,triumph,0,10,10,10,5,6,5,4,10,9,10,10,10,7.62
telephone,booth,0,2,0,0,5,7,4,5,0,0,0,0,2,1.92
door,doorway,5,2,1,5,5,5,5,5,9,6,10,7,7,5.54
motel,inn,7,2,0,10,5,7,6,4,8,8,9,0,10,5.85
clothes,cloth,5,2,0,0,4,6,5,5,8,7,0,3,3,3.69
steak,meat,7,2,8,9,5,5,6,6,8,9,10,5,9,6.85
nail,thumb,0,2,0,0,7,6,6,5,0,1,0,5,2,2.62
band,orchestra,5,3,6,9,4,4,4,6,2,8,10,4,8,5.62
book,bible,7,1,2,10,5,7,6,5,1,8,0,7,8,5.15
business,industry,5,2,8,4,7,5,5,7,3,7,9,6,6,5.69
winter,season,7,2,1,8,5,5,4,4,0,8,0,3,5,4.00
decade,century,2,1,0,0,4,5,6,6,0,10,0,0,1,2.69
alcohol,gin,7,2,0,9,6,5,7,6,0,8,9,6,7,5.54
hat,coat,0,0,0,0,7,5,5,5,0,2,0,5,0,2.23
window,door,3,1,0,0,0,2,0,2,0,5,3,2,2,1.54
arm,wrist,2,7,0,1,2,3,0,1,5,3,1,3,4,2.46
house,apartment,4,6,8,9,0,3,6,4,7,7,3,9,5,5.46
glass,crystal,6,8,0,6,1,3,7,4,7,5,3,6,6,4.77
wine,brandy,1,5,9,5,0,4,1,4,3,4,4,6,4,3.85
creator,maker,10,10,9,10,10,9,10,9,10,9,9,10,10,9.62
dinner,breakfast,4,0,0,0,0,0,0,1,2,5,0,0,4,1.23
arm,muscle,0,5,0,5,0,2,0,2,2,4,2,3,2,2.08
bubble,suds,6,9,9,7,9,2,7,2,7,3,3,4,1,5.31
bread,flour,1,2,0,1,0,2,0,2,2,5,2,4,0,1.62
death,tragedy,1,7,9,7,4,4,6,4,0,5,2,2,7,4.46
absence,presence,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08
gun,cannon,3,8,0,7,2,2,7,1,5,1,3,8,5,4.00
grass,blade,3,5,0,5,0,0,1,0,3,2,0,0,2,1.62
ball,basket,0,0,0,0,0,2,0,2,1,2,3,3,6,1.46
hose,garden,1,2,0,0,0,1,0,0,0,3,0,1,2,0.77
boy,kid,5,10,9,7,4,1,8,2,7,3,2,3,4,5.00
church,choir,2,3,0,0,0,1,0,1,3,5,2,1,1,1.46
clothes,drawer,0,0,0,0,0,1,0,1,1,3,1,3,3,1.00
tower,bell,0,0,0,0,0,2,0,3,0,4,2,1,1,1.00
father,parent,7,8,9,5,10,3,9,4,8,7,4,6,3,6.38
school,grade,0,6,0,0,0,4,2,3,0,5,4,2,2,2.15
parent,adult,2,8,9,7,4,2,0,4,3,7,2,0,7,4.23
bar,jail,0,2,0,0,0,1,2,0,0,4,1,1,2,1.00
car,highway,1,1,0,0,0,1,0,1,0,3,1,3,3,1.08
dictionary,definition,1,7,0,9,0,2,0,3,0,5,1,2,5,2.69
door,cellar,0,0,0,0,0,1,0,1,0,1,2,1,2,0.62
army,legion,5,10,8,9,6,5,8,5,6,4,5,2,8,6.23
metal,aluminum,5,10,0,8,8,3,7,3,5,4,3,4,4,4.92
chair,bench,5,9,0,5,3,3,7,3,6,5,2,8,6,4.77
cloud,fog,3,9,0,8,2,3,8,3,7,7,3,6,4,4.85
boy,son,5,9,8,9,7,2,1,2,3,4,4,10,4,5.23
water,ice,2,7,0,5,3,2,5,2,5,6,3,4,6,3.85
bed,blanket,1,2,0,0,0,2,1,3,3,4,3,3,4,2.00
attorney,lawyer,10,10,9,9,10,9,10,9,9,9,9,10,10,9.46
area,zone,10,10,9,10,7,9,8,9,9,9,9,10,10,9.15
business,company,10,10,9,10,9,5,10,5,10,9,5,4,10,8.15
clothes,fabric,3,7,8,6,1,3,1,4,3,1,4,3,2,3.54
sweater,jacket,1,2,0,8,3,4,7,5,3,1,4,10,7,4.23
money,capital,9,9,0,9,6,3,10,5,8,6,4,3,1,5.62
hand,foot,2,0,0,0,0,0,0,0,1,4,1,0,1,0.69
alcohol,cocktail,3,7,8,8,5,5,7,3,8,5,4,6,4,5.62
yard,inch,3,1,0,0,0,3,1,3,0,4,3,1,3,1.69
molecule,atom,3,8,0,7,0,2,9,1,4,7,2,3,5,3.92
lens,camera,4,1,0,5,0,2,1,4,3,7,2,1,6,2.77
meal,dinner,6,8,8,9,7,5,7,5,8,5,5,7,7,6.69
eye,tear,1,0,0,0,0,2,0,2,0,2,2,3,5,1.31
god,devil,0,0,0,0,0,0,0,0,1,1,0,0,1,0.23
loop,belt,0,2,0,0,0,2,0,1,5,3,1,6,4,1.85
rat,mouse,2,9,9,7,1,2,10,0,2,7,2,9,1,4.69
motor,engine,6,10,10,10,8,7,9,10,5,7,9,10,10,8.54
car,cab,7,0,0,10,6,3,0,2,5,7,0,7,3,3.85
cat,lion,0,2,0,8,8,0,3,8,0,0,0,9,3,3.15
size,magnitude,8,2,0,9,8,7,2,6,7,7,9,3,10,6.00
reality,fantasy,0,2,0,0,0,0,1,0,0,0,0,0,0,0.23
door,gate,5,10,10,7,8,10,10,8,4,7,10,5,0,7.23
cat,pet,5,2,1,6,5,0,3,4,2,0,0,6,1,2.69
tin,aluminum,3,2,0,0,0,1,1,6,5,4,0,0,1,1.77
bone,jaw,1,1,0,0,7,0,1,6,3,2,0,3,1,1.92
cereal,wheat,0,2,0,0,2,0,2,0,2,0,0,0,1,0.69
house,key,0,2,0,0,0,0,2,0,0,0,0,0,0,0.31
blood,flesh,0,2,0,0,4,0,2,2,1,0,0,0,0,0.85
door,corridor,0,1,0,0,0,0,1,0,1,0,0,0,0,0.23
god,spirit,0,2,0,6,9,0,2,2,3,3,0,8,1,2.77
capability,competence,8,2,8,0,9,3,2,6,3,5,9,6,1,4.77
abundance,plenty,9,8,10,10,8,8,8,8,0,0,9,10,10,7.54
sofa,chair,0,2,2,0,5,6,2,2,3,5,0,9,0,2.77
wall,brick,0,2,0,0,0,0,2,0,2,4,0,0,0,0.77
horn,drum,0,0,0,0,0,0,0,0,3,3,0,0,0,0.46
organ,liver,3,2,1,0,4,4,2,6,2,0,0,8,1,2.54
strength,might,0,2,1,10,7,0,2,8,1,0,0,8,9,3.69
phrase,word,4,2,0,0,1,0,0,0,1,0,0,1,0,0.69
band,parade,0,2,0,0,0,0,0,5,0,0,0,0,0,0.54
stomach,waist,0,2,0,0,4,0,2,0,1,2,0,7,0,1.38
cloud,storm,0,2,0,0,5,0,2,0,3,3,0,0,0,1.15
joy,pride,7,2,0,0,0,0,1,5,5,5,9,9,2,3.46
noise,rattle,7,2,0,6,8,0,2,4,0,0,0,7,0,2.77
rain,mist,0,1,1,6,9,2,1,6,3,3,0,3,2,2.85
beer,beverage,7,2,1,7,7,7,2,2,7,6,0,8,1,4.38
man,uncle,0,0,0,6,1,0,0,4,2,4,0,9,1,2.08
apple,juice,0,1,0,0,0,0,1,0,2,0,0,0,1,0.38
intelligence,logic,8,2,0,2,8,0,2,6,4,4,0,8,3,3.62
communication,language,8,2,1,8,5,9,1,8,5,3,9,10,4,5.62
mink,fur,0,0,0,0,0,0,0,0,3,2,0,0,1,0.46
mob,crowd,6,2,0,8,8,0,2,8,5,3,0,7,6,4.23
shore,coast,0,10,10,10,7,0,9,10,3,6,9,9,0,6.38
wire,cord,0,2,0,6,7,4,2,4,4,5,9,9,8,4.62
bird,turkey,0,2,0,7,3,0,2,4,3,0,0,8,1,2.31
bed,crib,0,2,1,7,4,1,1,6,2,0,9,8,0,3.15
competence,ability,10,2,6,9,8,0,3,6,4,3,9,9,9,6.00
cloud,haze,0,2,0,4,5,2,2,2,2,3,9,7,1,3.00
supper,meal,7,2,6,5,4,8,2,6,2,0,0,9,0,3.92
bar,cage,0,2,0,0,0,0,2,2,0,0,0,0,7,1.00
water,salt,0,2,0,0,0,0,1,0,0,0,0,0,0,0.23
sense,intuition,6,2,6,9,5,9,3,6,3,7,9,9,8,6.31
situation,condition,10,2,1,7,8,8,3,6,5,6,9,7,0,5.54
crime,theft,7,2,0,7,7,2,2,10,5,7,9,9,6,5.62
style,fashion,5,2,2,9,7,0,2,8,6,5,9,7,10,5.54
boundary,border,10,10,10,10,9,10,10,8,7,7,9,9,9,9.08
arm,body,3,2,0,0,3,0,2,2,1,6,0,0,1,1.54
boat,car,2,0,0,0,5,3,5,0,1,0,0,0,1,1.31
sandwich,lunch,0,0,4,0,5,2,2,4,2,3,3,1,5,2.38
bride,princess,0,0,0,0,3,2,2,3,1,2,2,2,5,1.69
heroine,hero,7,5,9,7,7,3,5,9,10,9,9,9,0,6.85
car,gauge,0,0,0,0,3,2,4,1,1,1,2,0,0,1.08
insect,bee,3,2,5,3,4,3,4,3,4,4,3,3,4,3.46
crib,cradle,10,5,6,7,3,2,5,9,9,9,9,6,8,6.77
animal,person,3,0,0,1,3,4,1,0,0,0,0,0,0,0.92
marijuana,herb,3,0,10,1,3,3,2,3,5,3,3,2,2,3.08
bed,hospital,0,0,0,0,4,4,3,2,1,1,1,2,6,1.85
cheek,tongue,0,0,0,0,4,3,6,2,0,2,1,0,3,1.62
disc,computer,0,0,0,0,4,3,4,2,1,2,1,1,3,1.62
curve,angle,6,0,0,1,3,6,2,2,1,3,2,1,4,2.38
grass,moss,1,0,0,0,5,3,3,3,4,4,3,1,6,2.54
school,law,0,0,0,0,3,2,6,5,2,2,1,0,0,1.62
foot,head,0,0,0,0,3,3,5,0,0,0,0,1,2,1.08
mother,guardian,2,1,8,8,2,2,6,6,6,6,5,1,0,4.08
orthodontist,dentist,8,3,7,4,4,3,2,4,4,3,3,3,8,4.31
alcohol,whiskey,5,1,5,9,5,5,6,6,6,5,6,4,8,5.46
mouth,tooth,2,0,0,0,4,5,2,3,2,3,3,3,1,2.15
breakfast,bacon,2,0,4,1,5,2,2,3,3,3,3,1,0,2.23
bathroom,bedroom,1,0,0,0,7,2,5,0,0,1,0,1,2,1.46
plate,bowl,2,0,0,0,3,5,4,1,2,3,3,2,2,2.08
meat,bacon,2,0,5,4,3,5,4,2,2,3,2,4,8,3.38
air,helium,2,0,0,0,3,4,3,1,1,1,1,1,6,1.77
worker,employer,0,0,0,0,2,2,3,0,0,1,1,1,4,1.08
body,chest,1,0,0,0,4,2,4,1,1,2,1,2,4,1.69
son,father,0,0,0,0,5,4,2,1,0,1,1,1,2,1.31
heart,surgery,0,0,0,0,2,3,2,1,1,1,1,2,2,1.15
woman,secretary,0,0,0,0,2,3,3,2,3,1,1,1,0,1.23
man,father,5,1,5,1,7,6,5,3,3,2,3,2,6,3.77
beach,island,0,0,0,0,2,4,4,3,2,3,2,2,4,2.00
story,topic,0,0,1,0,5,3,2,1,2,1,1,4,1,1.62
game,fun,0,0,2,0,3,3,5,2,3,2,2,4,3,2.23
weekend,week,3,0,0,0,4,2,6,2,5,4,3,5,5,3.00
couple,pair,8,8,10,10,5,3,5,7,7,7,6,6,7,6.85
woman,wife,0,1,5,0,5,3,3,2,2,2,2,8,4,2.85
sheep,cattle,2,0,0,0,3,2,5,0,0,0,0,2,4,1.38
purse,bag,9,5,8,8,3,2,4,1,1,2,2,5,8,4.46
ceiling,cathedral,0,0,8,0,3,4,3,1,0,0,1,0,2,1.69
bean,coffee,3,0,1,0,3,2,4,0,0,0,0,0,1,1.08
wood,paper,3,0,0,0,2,2,6,0,0,0,0,2,0,1.15
top,side,3,0,0,0,5,2,3,3,3,2,3,2,0,2.00
crime,fraud,5,3,7,4,3,2,2,6,5,5,5,6,8,4.69
pain,harm,2,3,1,9,3,4,3,4,4,3,4,6,5,3.92
lover,companion,2,1,8,7,5,2,3,7,0,5,4,3,0,3.62
evening,dusk,8,5,10,8,3,5,2,3,2,3,2,4,7,4.77
father,daughter,0,0,0,0,4,3,3,0,1,0,1,2,1,1.15
wine,liquor,5,1,7,2,6,7,6,5,9,8,4,8,8,5.85
cow,goat,0,0,0,0,3,7,4,0,0,0,0,0,2,1.23
belief,opinion,7,6,4,3,3,6,5,2,5,9,4,6,9,5.31
reality,illusion,0,0,3,5,4,0,0,0,0,1,0,0,1,1.08
pact,agreement,9,9,5,0,4,9,9,9,9,10,9,8,9,7.62
wealth,poverty,0,0,1,6,6,0,0,0,0,0,0,0,1,1.08
accident,emergency,5,0,3,3,3,3,2,1,2,3,2,2,5,2.62
battle,conquest,6,0,5,4,6,3,3,2,1,1,3,3,1,2.92
friend,teacher,3,0,3,6,3,1,1,1,1,1,1,0,1,1.69
illness,infection,7,5,6,6,3,4,3,3,3,6,4,3,5,4.46
game,trick,6,0,3,5,3,0,1,0,0,1,0,2,1,1.69
brother,son,5,0,2,6,6,1,2,2,2,4,2,2,5,3.00
aunt,nephew,2,0,4,2,3,1,0,2,0,2,1,0,3,1.54
worker,mechanic,7,0,4,4,4,2,3,2,3,2,3,1,2,2.85
doctor,orthodontist,3,1,7,3,4,3,2,2,2,4,2,2,5,3.08
oak,maple,8,0,3,5,3,0,1,1,1,6,1,5,4,2.92
bee,queen,3,0,1,3,3,2,3,3,3,1,2,0,1,1.92
car,bicycle,3,0,1,6,3,0,0,0,0,5,0,0,4,1.69
goal,quest,7,6,2,4,2,4,3,2,3,5,2,0,2,3.23
august,month,6,0,6,4,5,3,3,3,3,5,3,3,5,3.77
army,squad,5,2,8,5,2,3,3,3,2,6,2,5,6,4.00
cloud,weather,5,0,4,6,4,2,2,2,2,5,2,3,4,3.15
physician,doctor,10,7,9,4,3,9,8,9,9,3,8,9,4,7.08
canyon,valley,7,3,5,4,4,2,3,4,3,9,2,6,8,4.62
river,valley,6,0,5,4,2,2,1,2,2,3,3,0,2,2.46
sun,sky,5,0,1,4,4,2,2,1,1,2,2,2,4,2.31
target,arrow,3,0,2,1,2,3,2,2,2,3,3,0,1,1.85
chocolate,pie,5,0,3,3,2,3,2,2,2,3,3,0,4,2.46
circumstance,situation,8,9,2,4,3,3,2,3,2,8,3,3,9,4.54
opinion,choice,2,0,4,5,4,4,7,6,7,1,6,2,2,3.85
rhythm,melody,6,5,4,4,2,7,6,7,7,5,6,4,1,4.92
gut,nerve,5,0,3,3,3,2,1,0,1,1,1,1,1,1.69
day,dawn,5,0,2,4,3,2,3,3,3,1,2,1,1,2.31
