Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
unnötig,notwendig,0,0,2,0,0,0,0,1,0,0,0,8,0,0.85
rastlos,jung,0,0,0,7,0,1,0,3,0,0,5,2,5,1.77
blöd,intelligent,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08
schlecht,großartig,0,0,0,0,2,0,1,5,0,2,0,0,1,0.85
schwierig,einfach,3,0,0,0,5,0,0,5,0,1,0,0,1,1.15
notwendig,wichtig,10,8,8,9,10,5,8,10,9,7,9,9,8,8.46
schlecht,schrecklich,6,3,1,7,6,5,3,7,5,7,2,9,10,5.46
irre,froh,0,0,0,0,3,0,1,6,1,3,0,5,7,2.00
ehrlich,schuldig,2,0,0,0,2,0,2,2,0,2,0,5,1,1.23
leicht,hart,3,0,0,0,5,0,2,5,0,3,0,0,0,1.38
leicht,flexibel,9,0,1,4,8,0,1,8,2,2,0,3,6,3.38
gewiss,sicher,8,8,8,10,9,10,7,9,9,7,10,8,6,8.38
wesentlich,notwendig,10,7,3,9,9,7,8,9,9,6,10,10,7,8.00
anders,normal,6,0,0,0,1,0,0,1,0,2,0,0,1,0.85
gerissen,schlau,10,7,6,9,10,6,9,10,7,2,10,0,1,6.69
entscheidend,wichtig,10,7,4,8,9,5,6,10,9,4,8,10,9,7.62
harsch,grausam,8,4,4,6,7,1,5,7,2,2,0,7,8,4.69
kindisch,töricht,3,1,4,6,9,9,3,9,7,3,0,6,7,5.15
selten,rar,10,9,9,10,9,10,10,10,10,8,10,10,9,9.54
freundlich,großmütig,9,6,2,2,8,1,6,8,7,3,0,5,7,4.92
zerbrechlich,eisig,7,1,0,2,2,0,1,2,2,1,0,0,6,1.85
lang,schmal,10,5,0,3,1,0,3,1,6,4,0,3,6,3.23
dick,schwer,8,6,1,8,10,0,7,10,2,2,0,0,9,4.85
grob,kühl,2,7,0,0,5,0,3,6,4,1,0,0,2,2.31
absonderlich,fremdartig,8,8,5,9,9,0,4,9,8,3,8,9,7,6.69
illegal,unmoralisch,7,7,1,5,7,0,6,7,6,2,0,8,7,4.85
schlecht,schuldig,6,2,0,1,6,0,6,6,3,3,0,2,6,3.15
modern,antik,4,0,0,0,5,0,0,5,0,2,0,0,1,1.31
neu,antik,5,0,0,0,0,0,2,0,0,1,0,0,0,0.62
fade,lustig,0,0,0,0,1,0,1,1,0,3,0,0,5,0.85
glücklich,jung,9,2,0,1,8,0,2,8,4,2,0,0,2,2.92
leicht,dick,1,0,0,0,1,0,0,1,0,4,0,0,1,0.62
großartig,schrecklich,0,0,0,0,3,0,0,3,0,2,0,0,1,0.69
winzig,riesig,5,0,0,0,5,0,0,5,0,2,0,0,1,1.38
höflich,schicklich,4,8,0,9,3,5,4,3,7,4,1,9,7,4.92
bescheiden,beschämt,7,2,0,0,7,0,1,7,1,2,0,2,2,2.38
exotisch,rar,7,8,5,9,8,3,5,8,9,4,10,9,8,7.15
blöd,schlau,2,0,0,0,5,0,0,5,0,2,0,0,0,1.08
entzückend,wunderbar,8,7,6,8,10,5,7,10,8,2,9,10,9,7.62
auffallend,offensichtlich,10,6,4,7,2,10,6,2,9,4,4,10,9,6.38
besorgt,ängstlich,8,7,1,8,10,5,8,10,6,5,5,5,8,6.62
förmlich,schicklich,2,5,0,6,6,0,3,6,3,4,0,8,9,4.00
trostlos,fade,8,5,4,10,10,0,9,10,8,8,7,0,8,6.69
entzückend,fröhlich,8,8,1,6,7,0,6,8,5,2,1,4,7,4.85
unglücklich,irre,1,1,0,0,5,0,6,6,1,2,0,3,1,2.00
traurig,furchtbar,8,1,0,1,7,0,5,7,6,2,0,9,6,4.00
krank,verrückt,6,3,0,0,6,4,2,6,6,1,0,8,6,3.69
gewalttätig,wütend,9,2,1,6,10,0,7,10,6,4,2,8,6,5.46
belanden,schwer,9,1,1,8,4,2,4,4,4,3,0,0,8,3.69
dreckig,billig,3,1,0,1,8,0,3,8,1,2,0,5,5,2.85
elastisch,flexibel,10,7,7,9,7,10,10,8,10,6,3,9,10,8.15
hart,dicht,3,2,0,2,2,0,3,7,2,1,0,0,2,1.85
neulich,neu,5,0,0,4,0,2,1,0,3,1,0,4,8,2.15
kühn,stolz,4,10,5,5,5,6,4,7,8,7,7,7,6,6.23
verschlagen,seltsam,7,5,4,5,5,6,2,7,8,2,0,1,8,4.62
seltsam,verschlagen,8,5,0,8,2,8,3,8,8,4,2,3,7,5.08
sprachlos,rar,4,0,0,1,1,0,7,5,5,2,0,2,3,2.31
gerissen,hartnäckig,7,0,2,1,7,4,7,4,2,5,6,1,5,3.92
fantastisch,irre,7,5,0,2,1,4,6,8,8,6,1,2,7,4.38
beschweiden,anpassungsfähig,6,5,0,3,0,6,5,4,6,5,0,3,5,3.69
frisch,weit,3,0,0,0,1,0,3,1,2,6,0,1,3,1.54
riesig,sprachlos,3,0,0,0,3,0,4,2,0,3,0,1,1,1.31
umfangreich,nachgiebig,6,0,0,3,3,1,6,6,4,5,0,2,4,3.08
schmutzig,schmal,1,0,0,2,1,0,2,0,2,3,0,2,2,1.15
Ehefrau,Ehemann,10,5,8,6,5,5,8,3,7,7,8,4,10,6.62
Buch,Text,6,0,10,3,6,9,5,7,8,6,8,6,7,6.23
Bräutigam,Braut,10,5,10,3,8,5,7,1,5,6,8,5,10,6.38
Nacht,Tag,8,5,8,1,3,5,2,3,4,3,9,1,10,4.77
Süden,Norden,8,5,5,1,4,2,1,1,3,5,8,1,7,3.92
Flugzeug,Flughafen,9,0,8,3,6,8,6,6,4,5,9,4,8,5.85
Onkel,Tante,7,5,8,4,7,5,7,3,5,8,2,3,6,5.38
Pferd,Stute,5,10,10,3,7,5,8,8,5,7,2,8,8,6.62
Unterseite,Oberseite,10,5,8,4,1,1,3,2,5,6,10,1,10,5.08
Freund,Kumpel,9,10,10,5,8,8,2,9,10,8,9,9,8,8.08
Student,Schüler,9,5,10,8,9,10,9,7,8,9,9,10,9,8.62
Welt,Globus,10,5,9,2,6,7,9,10,9,6,5,8,9,7.31
Bein,Arm,6,0,9,4,4,5,7,0,6,5,3,1,9,4.54
Flugzeug,Düsenflugzeug,9,10,10,7,8,7,9,10,9,8,3,8,9,8.23
Frau,Mann,9,5,8,5,2,5,3,2,7,4,6,1,7,4.92
Pferd,Fohlen,5,10,9,2,8,7,8,9,6,7,8,8,9,7.38
Schauspielerin,Schauspieler,9,5,10,9,9,4,10,6,7,6,10,10,8,7.92
Lehrer,Ausbilder,6,10,10,4,9,10,9,10,5,9,7,9,7,8.08
Film,Streifen,2,10,3,6,5,7,7,8,8,3,7,8,7,6.23
Vogel,Habicht,10,0,10,4,5,8,8,6,8,7,5,1,7,6.08
Wort,Wörterbuch,6,5,8,2,6,9,8,7,7,8,4,7,8,6.54
Geld,Gehalt,9,10,9,4,10,8,9,9,8,7,3,8,10,8.00
Hund,Katze,6,5,7,3,3,4,4,1,5,1,7,1,4,3.92
Gegend,Region,10,10,10,3,9,9,9,10,9,5,9,9,5,8.23
Marine,Armee,8,5,8,5,7,7,8,8,7,8,9,8,10,7.54
Buch,Literatur,7,10,10,6,7,8,8,9,8,2,6,8,6,7.31
Kleider,Schrank,6,0,7,2,1,3,3,4,4,1,2,6,8,3.62
Sonnenuntergang,Sonnenaufgang,8,5,8,2,7,5,8,3,6,7,10,1,6,5.85
Kind,Erwachsener,5,5,7,5,4,3,2,2,5,5,8,1,9,4.69
Kuh,Herde,8,0,8,4,5,7,7,0,6,6,0,9,10,5.38
Buch,Geschichte,7,0,9,2,0,10,8,7,7,4,2,8,6,5.38
Winter,Sommer,10,5,8,5,5,5,2,1,5,6,8,1,8,5.31
Taxi,Taxe,7,10,10,2,7,9,7,10,10,0,0,7,9,6.77
Baum,Ahorn,8,0,10,9,6,6,9,7,9,6,7,5,10,7.08
Bett,Schlafzimmer,9,0,10,2,5,7,8,7,7,6,4,4,9,6.00
Dach,Decke,5,5,6,3,5,3,8,1,8,5,5,9,4,5.15
Krankheit,Infektion,8,5,9,7,6,7,6,9,8,5,6,9,7,7.08
Arm,Schulter,7,5,5,4,5,7,8,3,7,7,5,6,8,5.92
Schaf,Lamm,5,10,10,0,9,9,9,6,5,7,9,8,10,7.46
Dame,Herr,2,0,0,10,5,2,2,7,5,1,0,0,0,2.62
Boot,Anker,3,3,7,8,5,6,4,9,8,3,0,10,1,5.15
Priester,Mönch,7,6,8,10,9,7,8,8,8,9,5,10,2,7.46
Zeh,Finger,3,3,1,7,6,6,1,8,4,1,0,0,3,3.31
Fluss,Strom,8,8,5,0,9,8,8,8,10,9,10,2,7,7.08
Zorn,Wut,10,7,10,10,8,10,9,8,10,9,10,10,8,9.15
Datum,Kalender,7,3,4,8,8,6,2,9,9,4,0,10,3,5.62
Meer,Ozean,10,9,6,9,10,8,10,10,7,10,10,5,7,8.54
Sekunde,Minute,3,3,1,6,8,5,0,8,3,6,0,0,2,3.46
Hand,Daumen,6,5,2,9,8,2,3,8,9,6,0,6,2,5.08
Holz,Scheit,6,6,10,9,9,6,3,8,10,8,10,8,3,7.38
Schlamm,Schmutz,4,6,5,9,9,6,3,9,7,7,10,10,3,6.77
Flur,Gang,10,9,6,9,10,8,4,9,10,10,10,10,8,8.69
Weise,Art,5,0,5,0,9,9,1,3,10,9,10,8,8,5.92
Maus,Katze,2,0,1,5,4,5,3,7,3,2,0,0,0,2.46
Polizist,Sheriff,10,6,0,10,10,10,9,10,10,10,10,9,4,8.31
Tod,Beerdigung,5,3,4,10,10,5,8,9,6,7,0,10,3,6.15
Musik,Melodie,6,7,2,10,10,7,6,8,9,8,10,10,5,7.54
Bier,Alkohol,2,6,3,10,10,6,3,8,9,7,0,10,4,6.00
Mund,Lippe,8,4,7,10,8,6,8,8,9,7,3,10,3,7.00
Sturm,Orkan,10,7,10,9,9,9,7,9,8,9,10,10,8,8.85
Steuer,Einkommen,0,3,2,10,5,3,8,7,7,4,0,8,2,4.54
Blume,Veilchen,4,2,2,8,10,8,4,10,9,5,10,7,3,6.31
Papier,Pappe,6,6,10,10,9,5,2,9,9,7,7,4,6,6.92
Boden,Decke,0,0,2,9,5,4,3,7,0,4,0,0,0,2.62
Strand,Küste,3,5,8,1,10,7,9,9,10,6,10,0,7,6.54
Stange,Vorhang,0,0,5,7,2,2,3,8,4,3,0,0,2,2.77
Jagdhund,Fuchs,0,0,7,10,2,2,3,8,5,5,0,0,1,3.31
Straße,Gasse,8,7,5,8,7,7,7,6,6,9,10,5,7,7.08
Boot,Deck,4,2,4,8,6,2,7,7,7,5,0,10,3,5.00
Auto,Hupe,2,3,1,5,4,6,2,8,8,5,0,0,1,3.46
Freund,Gast,3,0,10,10,8,7,3,7,4,7,0,10,0,5.31
Arbeitgeber,Arbeitnehmer,0,0,5,3,6,2,2,8,7,4,0,0,0,2.85
Hand,Handgelenk,8,4,3,10,8,4,4,7,7,7,0,10,2,5.69
Kugel,Kanone,4,0,1,8,9,6,5,9,8,5,0,0,0,4.23
Alkohol,Branntwein,5,6,10,8,10,6,8,8,9,7,5,10,6,7.54
Sieg,Triumph,8,7,4,9,9,8,8,10,10,9,10,10,8,8.46
Telefon,Zelle,0,4,4,3,7,7,6,8,0,2,0,0,0,3.15
Tür,Eingang,10,7,3,10,10,7,6,9,6,8,0,6,7,6.85
Motel,Herberge,6,5,9,10,9,8,6,9,7,8,10,0,3,6.92
Kleidung,Stoff,3,7,3,8,8,3,5,9,8,7,4,10,4,6.08
Steak,Fleisch,7,5,1,7,10,6,7,10,9,8,5,10,4,6.85
Nagel,Daumen,2,3,6,10,7,2,3,8,8,5,0,10,5,5.31
Kapelle,Orchester,7,6,1,10,9,5,7,8,9,7,10,8,5,7.08
Buch,Bibel,4,4,10,10,7,6,3,9,7,8,5,5,2,6.15
Unternehmen,Industrie,4,7,9,10,9,7,4,7,7,8,10,2,3,6.69
Winter,Jahreszeit,7,6,10,8,9,4,3,8,9,6,10,10,3,7.15
Jahrzehnt,Jahrhundert,4,3,4,10,8,6,4,9,5,4,0,10,2,5.31
Alkohol,Gin,2,4,10,10,10,6,4,8,9,9,5,10,5,7.08
Hut,Mantel,2,0,7,1,5,5,0,7,6,6,0,0,0,3.00
Fenster,Tür,7,2,5,6,4,1,3,3,0,7,5,5,5,4.08
Arm,Gelenk,5,4,5,7,1,0,2,3,2,8,6,9,8,4.62
Haus,Wohnung,0,5,7,8,5,6,9,5,5,9,9,10,8,6.62
Glass,Kristall,1,6,9,7,7,4,8,6,6,8,7,3,9,6.23
Wein,Branntwein,9,3,9,8,1,6,7,7,7,7,9,8,2,6.38
Schöpfer,Hersteller,8,9,10,7,7,6,10,9,9,9,10,10,9,8.69
Abendessen,Frühstück,2,1,5,6,3,0,1,4,2,2,5,9,2,3.23
Arm,Muskel,7,2,6,7,7,2,6,3,1,8,7,7,10,5.62
Blase,Schaum,0,6,1,4,5,2,3,5,1,8,1,2,6,3.38
Brot,Mehl,8,2,9,9,9,4,10,3,2,6,6,7,9,6.46
Tod,Tragödie,5,7,9,6,7,7,6,7,6,7,10,9,10,7.38
Abwesenheit,Anwesenheit,5,3,5,5,9,0,4,2,0,8,5,9,9,4.92
Pistole,Kanone,1,3,8,7,4,5,2,8,9,6,10,7,8,6.00
Gras,Halm,10,8,8,7,2,7,6,5,8,0,7,8,4,6.15
Ball,Korb,0,2,4,6,5,1,6,3,0,1,2,6,8,3.38
Schlauch,Garten,4,3,5,4,5,0,7,4,0,0,4,8,9,4.08
Junge,Kind,5,8,9,9,6,7,6,2,7,7,8,10,7,7.00
Kirche,Chor,3,2,9,8,3,3,2,3,1,8,3,9,6,4.62
Kleidung,Schublade,3,0,7,3,0,0,0,3,0,6,9,10,7,3.69
Turm,Glocke,2,1,7,6,2,4,4,3,0,8,4,7,10,4.46
Vater,Elternteil,10,6,10,8,4,6,4,5,8,6,9,8,7,7.00
Schule,Note,1,3,8,8,3,1,8,3,0,8,9,10,6,5.23
Elternteil,Erwachsener,5,5,8,8,7,6,5,4,7,0,8,6,7,5.85
Stab,Gefängnis,2,0,1,2,3,0,2,2,0,1,8,5,8,2.62
Auto,Autobahn,10,2,9,7,3,1,7,2,1,8,10,10,8,6.00
Wörterbuch,Definition,10,1,7,7,8,3,5,5,5,8,9,5,8,6.23
Tür,Keller,8,1,2,3,9,0,6,1,0,6,3,8,7,4.15
Armee,Legion,9,8,8,8,1,7,8,7,8,8,9,10,4,7.31
Metall,Aluminium,3,2,10,8,3,8,4,3,7,7,8,9,7,6.08
Stuhl,Bank,1,3,5,8,3,2,5,5,5,9,7,9,8,5.38
Wolke,Nebel,9,7,9,6,1,2,5,1,4,6,9,5,9,5.62
Junge,Sohn,3,8,9,9,10,2,8,8,8,7,10,5,9,7.38
Wasser,eisig,0,7,5,5,8,1,0,2,7,5,3,4,4,3.92
Bett,Decke,6,2,9,7,6,4,8,4,0,6,6,8,6,5.54
Staatsanwalt,Rechtsanwalt,10,5,10,8,5,7,5,7,6,10,8,10,5,7.38
Gebiet,Zone,3,8,10,9,3,8,10,8,7,9,8,5,5,7.15
Unternehmen,Betrieb,10,9,10,9,4,8,9,9,8,9,9,10,9,8.69
Kleidung,Gewebe,4,3,9,5,6,6,5,2,4,7,6,7,4,5.23
Pullover,Jacke,3,4,5,6,2,2,5,4,4,5,10,5,7,4.77
Geld,Vermögen,7,6,10,8,5,6,7,7,8,9,9,10,7,7.62
Hand,Fuß,3,2,5,8,2,0,6,2,0,5,7,6,5,3.92
Alkohol,Cocktail,9,3,10,7,2,6,5,4,5,8,8,9,7,6.38
Meter,Zentimeter,6,5,8,8,3,4,9,7,3,10,5,9,9,6.62
Molekül,Atom,10,8,8,9,3,8,8,6,8,8,6,10,2,7.23
Linse,Kamera,1,2,9,9,3,8,5,4,2,7,7,7,10,5.69
Mahlzeit,Abendessen,3,6,8,9,4,7,9,8,6,1,7,8,8,6.46
Auge,Träne,6,2,9,8,5,1,7,3,3,10,5,8,5,5.54
Gott,Teufel,2,2,5,5,5,1,7,1,0,0,4,8,5,3.46
Schlaufe,Gürtel,1,1,10,8,8,6,4,1,0,5,6,6,5,4.69
Ratte,Maus,2,5,8,8,5,8,7,4,7,7,8,6,6,6.23
Motor,Antrieb,10,4,10,10,9,8,7,4,3,3,9,7,7,7.00
Auto,Taxi,7,3,9,5,9,7,1,0,2,1,6,10,4,4.92
Katze,Löwe,8,5,5,5,9,6,4,0,1,2,6,8,5,4.92
Größe,Ausmaß,1,7,10,10,9,8,4,8,1,3,3,9,10,6.38
Wirklichkeit,Fantasie,0,0,3,0,0,0,0,0,1,0,3,1,1,0.69
Türe,Tor,4,4,8,10,9,8,6,0,4,4,10,9,7,6.38
Katze,Haustier,6,5,10,10,10,6,2,0,2,1,3,10,1,5.08
Blech,Aluminium,2,1,9,5,7,6,1,0,2,1,6,8,4,4.00
Knochen,Kiefer,7,5,8,10,8,7,1,0,1,1,6,3,3,4.62
Getreide,Weizen,9,5,10,10,9,7,4,5,1,1,9,3,10,6.38
Haus,Schlüssel,0,2,8,0,5,4,0,0,1,0,3,10,0,2.54
Blut,Fleisch,0,2,6,0,3,2,0,0,1,0,3,6,1,1.85
Tür,Flur,0,1,5,0,7,2,0,0,0,0,3,10,0,2.15
Gott,Geist,0,8,1,10,4,5,0,0,4,2,7,7,0,3.69
Fähigkeit,Kompetenz,2,9,10,9,9,8,5,8,6,3,6,9,8,7.08
Überschwang,Überfluss,0,8,8,9,10,6,8,6,5,0,7,0,9,5.85
Sofa,Stuhl,0,2,5,0,5,4,1,0,1,2,3,8,4,2.69
Mauer,Ziegel,4,5,10,8,9,6,0,0,2,0,8,6,4,4.77
Horn,Trommel,0,2,5,0,7,1,0,0,1,0,1,8,0,1.92
Organ,Leber,10,3,10,10,9,8,3,0,2,1,7,10,2,5.77
Kraft,Macht,0,8,2,5,5,6,4,0,6,1,7,8,8,4.62
Begriff,Wort,0,6,8,10,9,9,0,5,7,1,7,4,6,5.54
Kapelle,Parade,0,6,0,10,0,0,0,0,1,0,3,4,1,1.92
Bauch,Taille,1,5,4,8,8,7,0,5,4,1,6,3,3,4.23
Wolke,Sturm,0,3,3,8,3,3,0,0,3,0,2,3,3,2.38
Freude,Stolz,0,5,8,0,5,6,5,0,2,0,10,5,3,3.77
Lärm,Gerassel,0,6,7,5,8,7,1,5,2,3,8,6,6,4.92
Regen,Dunst,3,3,7,5,3,5,3,0,2,1,3,6,1,3.23
Bier,Getränk,10,4,10,10,9,6,3,2,2,1,6,10,6,6.08
Mann,Onkel,5,5,5,10,9,3,1,0,1,1,3,6,3,4.00
Apfel,Saft,0,5,5,0,5,2,0,0,0,0,6,7,2,2.46
Intelligenz,Logik,0,7,7,10,9,6,4,0,6,2,6,9,5,5.46
Verständigung,Sprache,8,6,10,10,8,8,2,0,3,1,6,8,5,5.77
Nerz,Pelz,8,9,8,10,10,7,1,0,2,1,9,2,6,5.62
Menschenmenge,Gedränge,0,5,8,5,9,8,4,2,7,3,7,5,0,4.85
Ufer,Küste,7,9,10,10,7,9,6,5,6,1,9,2,7,6.77
Leitung,Kabel,7,6,8,10,8,7,5,5,1,4,10,9,8,6.77
Vogel,Truthahn,9,4,9,5,7,5,1,0,4,1,7,10,5,5.15
Bett,Krippe,3,5,7,10,2,4,4,0,2,0,6,7,6,4.31
Befähigung,Können,0,7,10,5,10,9,8,8,3,3,7,3,8,6.23
Wolke,Dunstschleier,2,4,7,8,9,2,3,0,4,4,7,3,5,4.46
Abendmahl,Mahlzeit,7,6,9,8,9,1,5,5,3,1,9,1,5,5.31
Stab,Käfig,0,2,1,0,9,3,0,0,1,0,3,6,0,1.92
Wasser,Salz,0,0,3,0,1,0,0,0,2,0,2,6,1,1.15
Sinn,Intuition,0,7,1,5,8,5,0,0,3,4,2,8,6,3.77
Lage,Umstand,0,2,8,8,9,5,4,0,6,2,3,6,9,4.77
Verbrechen,Diebstahl,10,4,10,10,9,6,1,0,5,1,7,8,6,5.92
Stil,Mode,6,8,8,10,8,6,5,8,3,1,7,8,6,6.46
Rand,Grenze,5,8,10,8,8,8,6,8,7,4,9,10,9,7.69
Arm,Körper,7,2,8,0,8,6,0,0,1,0,3,7,1,3.31
Boot,Auto,6,2,4,4,5,8,10,5,6,5,8,4,7,5.69
Sandwich,Mittagessen,0,0,3,0,0,1,0,6,0,0,5,2,8,1.92
Braut,Prinzessin,9,7,8,8,9,7,8,5,10,7,4,8,6,7.38
Heldin,Held,1,0,0,0,0,0,0,8,1,0,5,0,8,1.77
Auto,Spurweite,9,6,8,5,5,7,8,6,8,9,7,6,8,7.08
Insekt,Biene,0,4,9,2,1,8,10,7,6,3,4,7,5,5.08
Krippe,Wiege,2,0,2,0,0,5,2,4,1,1,1,0,9,2.08
Tier,Person,6,1,7,0,2,6,10,2,8,8,6,6,7,5.31
Marijuana,Kraut,3,0,2,0,0,3,2,6,6,2,0,2,5,2.38
Bett,Krankenhaus,3,0,4,0,0,6,1,9,4,2,3,5,5,3.23
Wange,Zunge,1,0,6,0,0,5,3,8,2,3,4,6,8,3.54
CD,Computer,4,2,6,2,1,8,5,6,7,5,4,8,9,5.15
Kurve,Winkel,6,3,9,4,1,7,6,10,8,7,4,7,10,6.31
Gras,Moos,3,3,10,0,0,6,3,10,6,7,7,6,6,5.15
Schule,Jura,0,2,8,4,0,6,5,1,3,7,4,4,6,3.85
Fuß,Kopf,1,0,1,0,0,3,0,10,3,2,3,5,7,2.69
Mutter,Beschützerin,0,2,6,3,8,9,4,4,9,8,6,5,7,5.46
Kieferorthopäde,Zahnarzt,5,5,10,1,0,10,10,10,5,7,8,8,5,6.46
Alkohol,Whiskey,7,7,9,8,7,8,8,8,9,8,6,8,8,7.77
Mund,Zahn,2,3,4,4,0,7,5,9,7,7,7,5,8,5.23
Frühstück,Speck,9,6,10,8,8,8,10,10,9,8,6,8,8,8.31
Bad,Schlafzimmer,1,6,8,8,1,8,0,9,10,5,7,6,4,5.62
Teller,Schale,0,3,4,1,0,4,1,10,4,7,4,1,4,3.31
Fleisch,Speck,3,2,6,1,0,6,5,7,2,7,2,8,6,4.23
Luft,Helium,1,0,6,0,0,2,5,8,3,7,3,6,7,3.69
Arbeiter,Arbeitgeber,2,0,5,0,0,6,3,7,1,5,2,2,6,3.00
Körper,Brust,4,3,1,4,8,7,5,8,8,10,5,5,5,5.62
Sohn,Vater,4,4,1,3,0,8,5,8,5,5,8,4,9,4.92
Herz,Operation,7,6,8,4,1,7,6,7,5,7,7,7,8,6.15
Frau,Sekretärin,1,0,1,0,0,3,4,10,0,2,3,5,4,2.54
Mann,Vater,2,2,4,2,0,6,3,5,3,6,7,4,7,3.92
Strand,Insel,4,5,9,0,0,7,5,3,5,8,4,8,6,4.92
Geschichte,Thema,6,0,5,6,1,6,6,7,7,5,4,8,8,5.31
Spiel,Spaß,0,2,5,0,0,6,3,7,1,2,7,8,9,3.85
Wochenende,Woche,1,2,4,1,0,7,5,7,6,7,4,7,4,4.23
Pärchen,Paar,10,7,6,8,8,8,5,10,8,10,4,8,10,7.85
Frau,Ehefrau,4,0,8,0,0,4,6,4,3,6,4,6,5,3.85
Schaf,Vieh,7,1,5,2,4,7,8,7,6,2,3,2,6,4.62
Geldbeutel,Tasche,7,7,9,0,1,7,5,8,6,7,7,9,10,6.38
Decke,Kathedrale,1,0,3,1,0,5,1,0,5,7,4,1,7,2.69
Bohne,Kaffee,4,3,5,2,2,6,5,6,7,8,8,4,8,5.23
Holz,Papier,10,7,8,6,5,7,6,1,7,9,7,8,10,7.00
Oberseite,Seite,0,0,5,1,0,4,1,7,3,2,0,3,9,2.69
Vergehen,Betrug,3,0,5,0,0,0,1,8,6,2,2,5,8,3.08
Schmerz,Schaden,4,1,4,0,0,0,1,9,2,7,6,6,5,3.46
Liebhaber,Gefährte,2,4,8,2,0,3,5,10,1,5,5,2,6,4.08
Abend,Abenddämmerung,4,2,8,4,0,6,5,10,7,7,7,7,7,5.69
Vater,Tochter,5,4,7,3,1,7,5,5,6,6,6,5,7,5.15
Wein,Likör,10,2,8,7,4,6,9,9,9,8,7,0,7,6.62
