Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
скучный,смешной,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
счастливый,молодой,0,0,1,0,0,0,1,1,0,0,0,1,2,0.46
легкий,большой,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
прекрасный,ужасный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
крошечный,огромный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
вежливый,приличный,9,0,0,5,2,8,8,3,10,7,6,7,5,5.38
скромный,пристыженный,0,0,0,0,2,3,7,0,0,0,5,2,2,1.62
экзотичный,редкий,10,10,1,0,10,6,9,7,9,7,9,10,9,7.46
тупой,умный,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
восхитительный,прекрасный,10,7,10,5,10,9,10,9,10,10,8,10,10,9.08
заметный,очевидный,0,10,6,10,5,9,8,5,7,7,6,8,7,6.77
испуганный,встревоженный,9,10,10,10,8,5,8,8,7,8,5,6,7,7.77
официальный,приличный,0,0,0,5,3,4,8,0,0,0,3,3,4,2.31
тоскливый,скучный,10,10,1,10,10,10,10,8,8,10,6,10,9,8.62
восхитительный,радостный,9,2,8,5,10,3,8,8,0,0,6,7,2,5.23
несчастный,рассерженный,4,0,0,0,0,0,5,1,0,0,0,1,1,0.92
печальный,ужасный,5,0,2,0,0,0,6,0,7,0,2,2,6,2.31
больной,сумасшедший,4,8,5,5,3,2,6,8,0,3,3,7,6,4.62
яростный,злой,8,7,2,10,9,10,10,6,9,2,8,8,8,7.46
груженный,тяжелый,10,1,8,5,7,4,10,7,10,5,8,3,5,6.38
грязный,дешевый,0,0,1,0,3,1,0,1,0,0,0,3,1,0.77
эластичный,гибкий,10,0,7,10,10,10,10,9,9,5,5,9,9,7.92
твердый,плотный,10,0,7,5,9,7,8,3,6,6,7,6,8,6.31
недавний,новый,9,8,5,0,3,9,10,7,8,6,5,9,9,6.77
дерзкий,гордый,0,0,3,0,3,0,0,0,0,0,5,0,0,0.85
скрытный,странный,0,9,7,0,1,6,8,10,0,0,0,0,0,3.15
странный,скрытный,0,7,0,0,1,8,9,10,0,0,0,0,0,2.69
немой,редкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
ловкий,выносливый,10,4,4,0,3,10,0,0,0,5,0,10,5,3.92
ужасный,рассерженный,6,8,7,0,0,10,0,0,0,0,0,0,0,2.38
скромный,покладистый,8,0,10,0,3,6,0,0,5,0,0,0,0,2.46
свежий,широкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
огромный,тупой,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
крупный,гибкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
грязный,узкий,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
жена,муж,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
книга,текст,0,5,4,0,1,10,8,10,0,6,5,10,10,5.31
жених,невеста,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
ночь,день,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
юг,север,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
самолет,аэропорт,0,5,0,0,0,7,0,0,0,0,5,0,0,1.31
дядя,тетя,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
лошадь,кобыла,10,10,10,10,10,10,10,10,10,10,10,10,10,10.00
низ,верх,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
друг,приятель,10,10,10,10,8,10,10,10,10,9,5,10,9,9.31
учащийся,ученик,10,10,10,10,10,10,10,10,10,9,10,10,9,9.85
мир,Земля,0,0,7,0,3,7,9,10,10,3,9,10,8,5.85
нога,рука,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
самолет,джет,10,0,5,10,5,8,9,0,10,10,7,0,0,5.69
женщина,мужчина,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
конь,жеребенок,6,8,5,3,3,10,8,10,0,10,8,10,0,6.23
актриса,актер,0,0,10,0,5,0,10,0,0,8,10,0,5,3.69
учитель,преподаватель,10,10,10,10,10,10,10,10,10,9,10,10,10,9.92
фильм,кинолента,10,10,10,10,10,10,10,10,10,10,10,10,9,9.92
птица,ястреб,10,9,0,0,1,10,10,0,0,10,8,10,0,5.23
слово,словарь,0,1,0,0,0,10,9,0,0,9,7,0,0,2.77
деньги,зарплата,10,9,1,10,3,10,10,10,2,7,7,10,9,7.54
собака,кошка,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
область,регион,10,9,10,10,5,10,10,10,10,9,5,10,10,9.08
флот,армия,0,0,8,0,3,8,0,10,0,6,3,10,9,4.38
книга,литература,10,9,0,0,3,10,10,0,0,9,8,10,9,6.00
одежда,шкаф,0,0,0,0,0,7,0,0,0,0,5,0,0,0.92
закат,рассвет,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
ребенок,взрослый,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
корова,скот,10,0,5,8,8,8,10,10,10,10,7,10,9,8.08
книга,история,0,0,0,0,1,8,0,0,0,0,1,0,8,1.38
зима,лето,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
такси,таксомотор,9,6,10,10,5,10,10,0,10,0,3,10,0,6.38
дерево,клен,10,8,4,0,1,10,8,0,0,10,7,10,0,5.23
кровать,спальня,0,0,0,10,0,10,0,0,4,0,0,0,8,2.46
крыша,потолок,0,0,0,0,3,8,0,0,5,8,5,0,7,2.77
болезнь,инфекция,10,10,3,10,1,10,10,10,9,9,8,10,8,8.31
рука,плечо,0,10,5,0,0,0,0,0,2,5,4,0,0,2.00
овца,ягненок,6,9,0,3,5,6,10,10,5,9,0,10,7,6.15
госпожа,господин,7,5,9,8,8,10,0,0,0,2,0,8,0,4.38
лодка,якорь,8,0,0,2,8,0,0,0,0,1,0,7,0,2.00
священник,монах,10,8,8,10,9,9,8,0,5,7,5,10,7,7.38
палец,палец,10,10,10,10,9,10,10,10,10,10,10,10,10,9.92
река,поток,9,8,9,8,9,7,10,0,0,6,5,7,3,6.23
злость,ярость,10,9,10,8,9,9,10,9,10,8,5,8,10,8.85
дата,календарь,8,0,2,9,8,9,0,0,1,5,5,9,2,4.46
море,океан,7,5,8,7,9,9,0,2,5,7,5,9,2,5.77
секунда,минута,6,0,0,1,7,9,0,0,0,4,0,8,0,2.69
кисть,палец,7,1,8,1,9,0,0,0,0,3,0,8,5,3.23
дерево,бревно,8,0,0,8,7,9,10,5,8,6,5,8,3,5.92
слякоть,грязь,10,4,9,8,9,9,10,7,4,8,5,10,9,7.85
проход,коридор,8,6,7,9,8,6,10,6,0,7,5,7,8,6.69
привычка,манера,10,7,10,9,9,9,9,0,9,6,10,8,10,8.15
мышка,кошка,7,1,0,1,3,0,0,0,0,0,0,8,0,1.54
полицейский,шериф,10,8,7,10,9,10,10,9,10,7,5,8,8,8.54
смерть,погребение,9,0,10,6,9,9,0,6,0,4,5,10,1,5.31
музыка,мелодия,9,7,10,8,9,9,10,7,10,9,10,9,7,8.77
пиво,алкоголь,9,5,8,9,8,9,0,9,0,4,5,8,8,6.31
рот,губа,8,5,5,2,8,9,0,0,0,5,5,8,1,4.31
буря,ураган,9,5,9,9,9,9,10,9,10,9,5,9,9,8.54
налог,доход,6,0,0,2,1,10,0,0,0,4,0,6,0,2.23
цветок,фиалка,8,0,5,6,9,9,0,10,5,6,10,9,5,6.31
бумага,картон,10,6,1,6,9,9,10,9,9,4,0,8,5,6.62
пол,потолок,0,0,0,1,1,10,0,0,0,0,0,5,0,1.31
пляж,побережье,7,8,7,9,9,9,7,4,7,7,0,9,3,6.62
карниз,занавеска,4,1,0,5,8,0,0,0,0,1,5,6,0,2.31
гончая,лиса,0,0,0,1,2,0,0,0,0,0,0,5,0,0.62
улица,переулок,6,4,9,9,8,9,0,6,5,7,0,8,3,5.69
судно,палуба,8,0,5,7,9,0,0,0,0,2,0,8,1,3.08
автомобиль,гудок,2,0,0,1,9,0,0,0,0,3,0,7,2,1.85
друг,гость,4,0,0,2,8,9,0,0,0,4,0,5,0,2.46
работодатель,работник,7,0,0,1,1,10,0,0,0,0,0,8,0,2.08
кисть,запястье,7,5,8,6,8,9,0,0,9,1,5,8,2,5.23
ядро,пушка,9,0,0,5,7,0,0,0,0,1,5,9,0,2.77
алкоголь,бренди,9,5,9,8,10,9,0,9,0,7,5,8,9,6.77
победа,триумф,10,10,10,8,9,10,10,10,10,9,10,9,10,9.62
телефон,будка,7,0,0,2,8,0,0,0,0,4,5,7,1,2.62
дверь,проем,8,0,8,9,8,6,8,0,0,4,0,8,5,4.92
мотель,гостиница,10,8,10,9,9,10,10,10,10,7,10,9,9,9.31
одежда,ткань,8,5,1,6,8,0,0,9,0,2,5,8,0,4.00
стейк,мясо,10,6,8,9,8,9,0,9,0,8,5,8,5,6.54
ноготь,палец,2,0,5,8,7,9,0,0,0,3,0,7,2,3.31
группа,оркестр,9,2,0,1,8,9,10,5,5,6,0,7,0,4.77
книга,Библия,8,4,8,1,10,8,0,8,0,6,5,9,1,5.23
предприятие,промышленность,8,0,10,7,9,8,0,6,0,4,5,8,3,5.23
зима,сезон,10,5,0,6,7,0,0,5,0,2,5,8,3,3.92
десятилетие,век,4,0,0,1,4,9,0,0,0,2,0,7,0,2.08
алкоголь,джин,9,5,9,8,1,9,0,9,0,6,10,9,8,6.38
шляпа,пальто,2,0,0,3,3,0,0,0,0,2,0,6,0,1.23
окно,дверь,0,0,0,0,0,1,0,0,0,0,1,0,0,0.15
рука,запястье,3,2,6,8,1,1,0,0,0,0,6,5,1,2.54
дом,квартира,9,2,10,9,5,8,10,10,7,0,6,9,5,6.92
стекло,хрусталь,9,4,10,8,7,1,10,0,3,10,4,5,3,5.69
вино,бренди,10,2,10,8,9,1,0,0,10,0,3,5,2,4.62
создатель,изготовитель,10,8,10,10,10,9,10,10,9,10,8,10,9,9.46
ужин,завтрак,0,2,0,0,0,2,0,0,0,0,0,0,0,0.31
рука,мускул,3,3,4,7,0,1,0,0,0,0,1,1,0,1.54
пузырь,пена,9,0,10,8,1,6,0,0,0,0,3,5,0,3.23
хлеб,мука,8,2,10,8,7,6,10,0,0,0,4,5,7,5.15
смерть,трагедия,5,6,10,9,6,4,0,0,1,0,7,9,5,4.77
отсутствие,пристуствие,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08
ружье,пушка,9,4,3,8,0,1,10,0,0,0,4,5,0,3.38
трава,травинка,10,9,10,9,9,9,0,10,9,10,9,5,9,8.31
мяч,корзина,0,0,2,0,0,1,0,0,0,0,2,5,0,0.77
шланг,сад,0,0,3,0,0,1,0,0,0,0,1,5,0,0.77
мальчик,ребенок,4,6,10,9,1,1,10,10,8,0,7,1,6,5.62
церковь,хор,0,1,6,7,0,1,0,0,0,0,2,2,0,1.46
одежда,ящик,0,0,3,0,0,0,0,0,0,0,1,0,0,0.31
башня,колокол,0,2,5,0,0,1,0,0,0,0,1,5,0,1.08
отец,родитель,10,7,10,9,10,9,10,10,9,10,9,10,10,9.46
школа,класс,0,2,8,9,5,6,10,0,0,0,3,5,0,3.69
родитель,взрослый,3,4,10,8,0,9,0,0,0,0,6,5,1,3.54
пруток,тюрьма,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08
автомобиль,автострада,4,0,8,0,0,3,0,0,0,0,1,0,0,1.23
словарь,толкование,8,3,10,8,10,8,0,0,0,10,4,10,3,5.69
дверь,подвал,0,0,3,0,0,2,0,0,0,0,0,0,0,0.38
армия,легион,8,6,10,9,9,2,10,10,0,10,8,7,0,6.85
металл,алюминий,9,2,7,8,1,1,10,0,3,10,3,5,1,4.62
стул,скамейка,4,4,4,9,1,9,0,0,0,0,4,1,3,3.00
облако,туман,8,3,10,8,0,1,10,0,0,0,4,5,0,3.77
мальчик,сын,4,3,10,8,1,1,0,8,3,0,2,5,2,3.62
вода,лед,0,1,2,8,0,9,0,0,0,0,5,0,1,2.00
постель,одеяло,0,7,6,8,5,1,0,0,0,10,4,3,0,3.38
представитель,адвокат,2,1,10,10,3,8,10,8,6,0,4,9,9,6.15
область,зона,10,9,8,10,1,9,10,10,7,10,3,10,8,8.08
предприятие,компания,10,7,10,10,10,9,10,10,8,10,8,10,8,9.23
одежда,ткань,2,3,10,9,1,0,10,0,0,0,2,5,0,3.23
свитер,пиджак,0,1,7,9,0,1,0,0,0,0,2,0,0,1.54
деньги,капитал,10,3,10,10,9,2,10,10,8,10,7,9,7,8.08
кисть,ступня,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
алкоголь,коктейль,5,2,10,9,5,6,0,0,7,10,4,5,6,5.31
ярд,дюйм,0,4,3,0,0,1,10,0,0,10,1,5,0,2.62
молекула,атом,10,6,6,8,1,9,0,0,0,0,2,8,0,3.85
линза,фотоаппарат,1,2,6,8,0,0,0,0,0,0,1,5,0,1.77
трапеза,ужин,9,6,10,9,9,9,10,10,7,10,7,8,2,8.15
глаз,слеза,0,1,4,8,1,2,0,0,0,0,2,5,0,1.77
Бог,дьявол,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08
петля,пояс,6,2,0,0,0,1,0,0,0,0,1,0,1,0.85
крыса,мышь,2,7,10,8,0,1,0,0,1,0,7,9,0,3.46
мотор,двигатель,9,9,8,10,9,10,10,10,10,3,8,10,10,8.92
автомобиль,такси,8,0,7,0,5,5,5,0,10,3,1,5,5,4.15
кот,лев,5,0,2,0,1,0,7,0,0,0,0,0,0,1.15
размер,величина,9,8,9,10,8,2,10,10,10,10,7,5,8,8.15
реальность,фантазия,0,0,0,0,0,0,0,0,0,3,0,0,0,0.23
дверь,ворота,9,0,9,0,0,8,9,0,0,1,0,0,5,3.15
кот,питомец,5,0,9,0,1,10,10,0,10,3,1,5,4,4.46
олово,алюминий,6,0,5,0,5,9,5,0,0,3,0,0,0,2.54
кость,челюсть,6,0,6,0,0,5,0,0,0,0,0,5,5,2.08
злак,пшеница,8,0,9,10,7,10,7,10,10,5,1,5,4,6.62
дом,ключ,0,0,3,0,0,0,5,0,0,0,0,0,0,0.62
кровь,плоть,7,0,9,0,0,0,0,0,0,0,0,0,0,1.23
дверь,коридор,3,0,1,0,0,0,5,0,0,0,0,0,0,0.69
Бог,дух,8,3,8,0,3,10,0,8,0,9,1,0,3,4.08
способность,компетенция,7,0,10,0,0,0,0,0,0,0,5,0,8,2.31
изобилие,множество,9,7,9,10,7,9,7,10,10,8,8,10,9,8.69
диван,стул,5,0,0,0,5,0,5,0,0,1,0,0,0,1.23
стена,кирпич,5,0,9,0,0,0,7,0,0,1,0,0,3,1.92
рожок,барабан,0,0,0,0,0,0,5,0,0,3,0,0,0,0.62
орган,печень,5,0,9,0,3,10,5,0,0,3,1,5,0,3.15
сила,мощь,10,4,9,10,4,0,10,10,10,8,6,10,10,7.77
фраза,слово,5,0,5,0,0,9,5,0,0,0,0,0,2,2.00
оркестр,парад,7,0,4,0,4,0,5,0,0,0,0,0,0,1.54
желудок,талия,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
туча,буря,7,0,8,0,1,0,5,0,10,0,0,0,0,2.38
радость,гордость,9,0,6,0,0,0,0,0,0,0,0,0,8,1.77
шум,грохот,9,4,10,0,6,8,10,10,10,10,7,5,10,7.62
дождь,изморось,7,5,9,10,5,7,10,10,10,3,6,5,8,7.31
пиво,напиток,7,0,9,0,1,7,8,0,10,1,1,5,3,4.00
мужчина,дядя,7,5,7,0,7,10,7,0,0,0,5,5,4,4.38
яблоко,сок,4,0,3,0,0,2,5,0,0,1,0,0,3,1.38
интеллект,логика,9,0,10,10,0,4,7,0,0,0,7,5,4,4.31
общение,язык,8,0,9,10,1,4,0,0,10,3,0,0,5,3.85
норка,мех,6,0,2,0,0,0,5,0,0,1,1,5,0,1.54
орава,толпа,10,3,0,10,3,0,10,10,10,10,7,10,10,7.15
берег,побережье,9,0,9,10,0,10,10,10,10,9,8,5,9,7.62
провод,шнур,8,8,10,10,8,8,10,10,0,10,9,5,7,7.92
птица,индейка,8,0,9,0,0,10,7,0,10,3,1,5,0,4.08
кровать,кроватка,8,10,10,10,10,10,10,10,10,9,5,5,10,9.00
компетенция,способность,8,0,10,0,0,0,0,0,0,0,5,0,10,2.54
облако,дымка,8,0,9,0,2,7,5,0,0,8,3,0,2,3.38
ужин,трапеза,10,5,9,0,5,9,10,10,10,9,1,10,6,7.23
пруток,клетка,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08
вода,соль,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
чувство,интуиция,8,0,10,10,0,0,10,10,10,9,8,5,9,6.85
ситуация,состояние,8,0,8,0,0,0,0,0,0,8,2,0,8,2.62
преступлениe,кража,8,0,9,10,0,10,9,0,0,5,1,5,8,5.00
стиль,мода,8,7,10,10,7,6,10,0,10,9,7,5,10,7.62
рубеж,граница,9,9,10,10,9,10,10,10,10,10,10,10,10,9.77
рука,тело,3,0,6,0,0,0,5,0,0,1,0,0,0,1.15
судно,автомобиль,0,0,0,0,1,1,3,0,3,1,0,0,2,0.85
бутерброд,обед,5,0,6,1,2,0,3,0,7,2,0,1,1,2.15
невеста,принцесса,0,0,1,0,5,0,7,0,1,5,0,0,0,1.46
героиня,герой,10,10,1,7,5,9,4,10,8,10,0,5,6,6.54
автомобиль,датчик,0,6,0,0,1,0,5,0,2,7,0,0,0,1.62
насекомое,пчела,10,8,6,5,5,1,8,10,8,9,4,3,7,6.46
кроватка,колыбель,8,9,8,3,9,8,8,10,8,10,8,5,6,7.69
животное,человек,0,10,5,0,3,0,2,0,1,5,0,0,7,2.54
марихуана,трава,10,9,8,1,1,5,10,10,8,3,5,1,5,5.85
койка,больница,4,0,1,1,2,1,6,5,5,6,0,0,0,2.38
щека,язык,2,6,0,1,2,1,4,5,5,6,0,3,0,2.69
диск,компьютер,0,0,5,1,1,0,7,5,4,5,0,3,2,2.54
изгиб,угол,8,6,2,1,4,5,7,5,7,6,5,5,0,4.69
трава,мох,8,4,7,1,4,3,6,9,5,7,3,3,5,5.00
факультет,юриспруденция,0,0,4,1,5,0,5,0,2,7,0,1,0,1.92
ступня,голова,0,0,0,0,2,0,1,0,5,8,0,0,2,1.38
мать,опекунша,0,4,5,0,5,4,10,7,6,4,0,5,0,3.85
ортодонт,дантист,0,5,8,3,8,6,9,8,7,10,6,10,9,6.85
алкоголь,виски,10,6,6,1,5,1,9,10,8,9,7,3,7,6.31
рот,зуб,5,2,0,1,2,0,6,10,5,7,0,3,0,3.15
завтрак,бекон,5,2,0,2,3,0,6,0,5,8,0,0,0,2.38
ванная,спальня,5,4,1,0,1,0,0,0,1,1,0,1,0,1.08
тарелка,миска,10,9,9,4,8,9,6,10,9,10,5,10,9,8.31
мясо,бекон,10,7,6,1,6,1,6,10,8,10,5,3,5,6.00
воздух,гелий,0,0,1,1,1,5,2,5,5,4,0,0,0,1.85
работник,работодатель,0,0,0,0,0,0,3,5,5,3,0,5,2,1.77
тело,грудь,8,4,0,0,2,1,7,5,7,8,0,0,5,3.62
сын,отец,0,0,0,1,0,0,4,0,7,6,0,1,0,1.46
сердце,операция,0,0,0,0,1,0,5,0,1,6,0,0,0,1.00
женщина,секретарь,0,0,5,0,1,2,7,0,2,3,0,0,0,1.54
мужчина,отец,5,7,6,1,4,3,9,10,7,5,3,0,6,5.08
пляж,остров,5,8,1,3,6,4,7,10,3,8,0,1,2,4.46
история,тема,0,0,7,1,2,0,2,5,0,7,0,0,0,1.85
игра,веселье,8,1,6,0,5,5,9,9,7,8,0,5,5,5.23
выходной,неделя,4,0,4,0,1,1,4,8,7,5,0,1,3,2.92
чета,пара,10,0,10,7,8,8,7,10,9,9,8,10,9,8.08
женщина,жена,5,1,5,1,6,1,10,5,7,9,5,5,0,4.62
овца,скот,10,7,7,0,4,6,7,10,8,6,6,5,3,6.08
сумочка,сумка,10,10,10,7,8,10,10,10,10,10,7,10,10,9.38
потолок,собор,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08
боб,кофе,5,0,4,1,0,4,7,7,5,1,0,0,2,2.77
дерево,бумага,0,6,7,0,1,1,7,0,4,7,0,1,3,2.85
верх,бок,0,4,0,0,1,0,3,0,7,4,0,0,0,1.46
преступление,мошенничество,5,4,7,3,5,3,6,7,8,10,4,5,7,5.69
боль,вред,0,0,4,0,6,3,6,0,5,1,0,0,3,2.15
возлюбленный,спутник,5,9,6,0,5,6,6,4,6,4,7,0,0,4.46
вечер,сумерки,10,7,7,6,6,6,5,6,7,7,8,10,9,7.23
отец,дочь,0,0,0,0,0,0,3,5,7,5,0,5,0,1.92
вино,спиртное,10,7,7,1,5,2,7,10,9,9,5,5,7,6.46
корова,коза,0,8,0,0,2,0,3,5,5,3,0,1,1,2.15
верование,мнение,0,6,0,0,6,0,1,0,0,0,0,2,2,1.31
реальность,иллюзия,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15
пакт,соглашение,10,7,8,8,9,9,10,5,9,10,10,7,9,8.54
богатство,бедность,0,1,0,0,0,1,0,0,0,0,0,1,0,0.23
происшествие,авария,1,7,6,0,8,7,4,1,0,10,7,7,6,4.92
битва,завоевание,0,8,4,6,9,1,4,3,7,0,0,8,3,4.08
друг,наставник,5,8,1,0,2,0,6,0,0,5,0,8,4,3.00
болезнь,инфекция,10,6,7,9,8,4,9,1,8,10,3,6,6,6.69
игра,сноровка,0,1,0,0,0,1,2,0,0,2,0,1,0,0.54
брат,сын,0,6,0,0,0,0,0,0,0,0,0,6,0,0.92
тетя,племянник,0,7,2,0,2,0,0,0,0,0,0,7,0,1.38
работник,механик,1,6,7,0,1,0,7,0,3,0,0,6,2,2.54
врач,ортодонт,0,6,6,0,0,6,7,0,6,10,0,6,3,3.85
дуб,клен,10,7,6,0,3,0,3,0,0,2,0,7,0,2.92
