hyperlink	link	9.12	8	10	9	4	6	10	8	8	10	10
inducted	admit	7.17	5	7	3	6	8	10	10	8	0	9
inducted	install	6.00	8	7	0	4	7	10	4	6	0	6
entrapping	capture	8.00	8	8	3	10	7	8	8	8	9	8
entrapping	deceive	6.57	5	8	4	8	7	3	9	2	7	7
alleviated	comfort	6.00	6	6	5	4	8	6	6	6	8	8
alleviated	help	6.00	6	6	5	7	6	7	4	3	8	5
radiators	beginning	0.00	0	0	0	5	4	0	0	0	0	0
radiators	system	1.00	0	2	0	6	6	1	7	0	4	0
postmodernism	genre	2.80	0	6	1	3	7	3	7	2	0	5
excavations	site	5.29	3	0	1	6	7	9	5	5	6	5
excavations	removal	7.43	3	6	0	8	8	10	9	8	5	8
comfortable	cozy	8.83	9	9	5	10	8	9	7	9	9	10
unfeathered	unfledged	7.14	6	6	9	9	4	8	8	3	0	10
unfeathered	plucked	8.00	10	8	9	9	7	7	9	7	10	6
assigned	regiment	3.80	1	6	0	7	6	0	2	0	4	8
assigned	allow	3.50	1	5	0	7	9	0	5	0	3	7
listeners	eavesdropper	8.14	8	6	5	7	10	8	9	8	8	9
unheralded	unexpected	7.57	3	6	5	9	8	9	10	8	8	3
inabilities	insufficiency	7.38	6	8	1	8	8	3	8	6	8	7
inabilities	incomprehension	4.33	2	7	3	6	0	6	4	0	5	7
monocultures	culture	4.50	8	5	5	8	1	4	6	3	8	4
tricolour	flag	5.80	7	6	6	3	0	1	10	7	0	9
omnipotence	state	0.86	5	3	0	6	2	1	0	0	6	0
mingles	change	1.71	2	5	1	2	0	1	2	1	0	3
calcify	harden	8.12	10	8	3	9	6	9	8	9	7	9
calcify	change	4.83	5	7	0	5	4	5	5	0	8	5
disinheritance	discontinuance	5.67	4	6	0	8	6	4	0	0	7	7
interwove	braid	8.75	9	9	4	9	9	8	10	8	9	9
cession	relinquishment	6.67	6	7	8	8	1	6	2	5	10	0
dwarfish	small	8.38	9	7	3	10	9	9	9	7	9	8
assessments	charge	5.12	7	4	3	6	0	6	8	7	5	3
assessments	classification	6.86	4	8	1	6	8	10	9	7	0	6
prescriptions	medicine	9.11	10	5	9	9	9	10	8	9	9	9
prescriptions	direction	2.57	5	1	7	5	1	0	6	1	4	1
antipsychotic	lithium	8.17	10	8	10	8	8	7	7	8	9	8
circumferential	peripheral	7.33	7	7	7	8	0	5	8	9	6	9
roosters	cockerel	8.56	10	10	9	2	10	6	10	6	9	7
nonpublic	private	10.00	10	10	10	10	10	10	8	10	9	10
yodeling	sing	7.71	10	7	8	9	8	10	5	8	7	7
yodeling	singing	7.50	10	7	8	10	8	10	5	8	7	7
autoerotic	sexy	8.44	10	10	10	8	10	4	9	7	6	6
unisons	concurrence	7.56	7	9	8	7	0	8	9	8	6	6
unisons	agreement	7.14	7	10	8	7	7	9	9	7	7	7
disassembled	destroy	8.00	8	6	8	9	6	9	7	10	8	7
preteens	juvenile	8.40	10	8	10	8	9	10	7	9	8	7
unaccessible	pathless	7.25	6	6	10	9	0	9	7	9	5	7
monogram	symbol	7.25	4	10	9	9	6	7	9	7	7	0
opalescence	brightness	7.89	10	9	10	0	7	6	10	8	5	6
estrogenic	hormone	8.00	5	6	10	6	8	0	9	8	10	10
misleading	beat	1.25	0	3	0	0	4	0	3	6	7	0
consubstantial	considerable	5.40	7	0	7	0	4	7	0	2	8
coeducation	education	7.71	5	7	9	10	6	7	5	8	8	9
canonical	standard	6.00	9	9	8	4	0	6	5	7	1	6
galvanic	exciting	6.00	9	5	0	6	7	0	7	5
nominated	nominate	8.33	9	10	9	10	8	10	8	8	8	5
nominated	choose	8.67	7	10	10	10	7	10	8	9	7	3
exceedance	probability	5.00	7	7	0	6	5	0	6	6	2	0
confide	consign	5.14	6	6	0	6	4	0	5	5	10	4
confide	unwrap	0.67	1	0	0	0	2	1	0	2	5	0
established	initiate	5.86	0	5	8	3	7	5	6	10	7	0
condescend	act	2.20	3	3	2	1	0	2	4	0	4	0
tricycle	pedicab	6.00	8	7	9	0	4	9	5	6	7	5
discharged	spread	4.57	0	3	6	2	6	5	6	7	4	0
postmodernist	artist	6.57	8	7	7	3	9	10	5	6	7	6
ruralist	rustic	7.86	8	8	5	7	9	10	5	7	7	9
ruralist	advocate	0.67	0	2	2	2	4	0	0	0	0	0
conjurors	enchantress	7.50	9	9	7	5	6	9	9	6	3
detestable	offensive	8.75	10	9	6	9	5	10	8	9	10	6
detestable	hateful	9.62	10	9	7	9	8	10	10	9	10	10
comparing	compare	10.00	8	10	10	10	10	10	10	10	10	7
comparing	analogize	8.00	8	5	8	7	7	8	10	9	5	9
marketers	selling	8.43	9	10	7	4	9	9	8	10	9	8
hypercoaster	roller	3.25	0	7	4	0	4	9	0	8	2	3
pittance	payment	5.14	2	5	5	5	5	8	8	6	6	4
soulless	insensitive	7.17	6	7	8	5	9	8	9	7	7	5
hypermarket	supermarket	5.00	2	5	9	9	4	10	6	5	0
confluent	branch	4.20	2	3	8	7	6	5	0	5	0
confluent	convergent	6.29	4	6	7	8	8	0	8	3
anterooms	building	6.14	4	6	7	7	6	7	9	6	1	10
reasoning	deduce	8.00	7	8	9	10	8	9	8	10	7	6
reasoning	re-argue	4.00	1	6	2	3	5	7	7	4	0	4
summonings	page	5.43	6	5	9	5	4	7	7	0	8	4
summonings	demand	7.14	5	5	9	10	7	9	7	0	8	1
preordained	predetermine	8.50	7	8	9	10	8	9	9	10	8	7
antechamber	room	7.88	7	7	9	8	8	9	10	8	7	3
concavity	shape	6.67	5	6	9	7	7	6	9	7	7	4
concavity	recess	7.67	6	6	8	6	9	7	9	10	8	6
unzipping	unfasten	8.29	8	9	6	8	9	8	9	10	7	6
spoonful	containerful	4.20	4	8	3	2	7	7	5	4	0	5
partible	divisible	7.71	10	6	7	7	8	9	8	10	8	7
hypersensitive	susceptible	6.33	0	5	7	3	8	10	7	8
impurity	adulteration	6.33	10	6	4	5	8	8	6	5
impurity	waste	4.83	5	4	7	0	8	0	5	3	9	5
inscribe	engrave	8.67	10	7	9	8	9	10	10	8	9	9
virginals	harpsichord	1.86	1	3	0	8	0	4	5	0
hypertexts	database	7.00	5	8	0	8	0	1	7	9	7	7
inheritances	acquisition	6.83	10	5	7	1	8	9	3	9	0
infectious	septic	7.00	10	8	7	2	8	10	10	6	6	0
infectious	contagious	9.25	10	8	9	10	9	5	10	8	6	10
pinpointed	locate	9.22	9	9	8	7	9	10	10	8	10	10
capitalised	profit	7.60	5	7	9	2	9	10	10	8	2	0
capitalised	supply	5.17	5	7	7	0	8	0	5	6	1	0
retrace	return	7.25	8	8	8	2	8	0	8	8	5	5
deadness	quality	0.38	0	0	3	0	0	4	0	1	2	0
deadness	inelasticity	4.29	3	0	5	8	6	0	6	5	2	3
conformism	legalism	3.67	9	5	7	6	0	4	0	2	2	3
tripods	tripod	10.00	10	9	9	10	10	10	9	10	10	10
lastingly	wear	3.00	8	0	2	1	3	0	5	7	4	3
lastingly	populate	0.43	1	0	4	0	0	0	6	0	4	2
unexpected	unannounced	8.00	6	9	8	10	8	5	8	7	10	8
interlink	intercommunicate	7.00	10	5	7	7	7	0	8	9	5	8
interlink	connect	9.22	10	7	10	10	10	9	9	8	8	9
brained	kill	1.75	0	0	7	5	10	0	4	0	3	2
brained	hit	3.40	0	0	10	5	10	2	4	0	4	2
unicycles	wheel	6.88	10	5	7	8	8	0	7	5	8	7
unicycles	bicycle	6.57	9	5	8	7	8	0	7	5	6	9
preservers	cook	5.17	6	0	6	6	7	0	5	0	5	3
preservers	worker	2.80	6	1	3	3	6	0	5	0	7	2
autografts	graft	5.33	2	7	0	0	7	6	8	6	8	4
retarding	decelerate	7.88	6	8	0	8	8	9	9	2	7	8
retarding	stay	4.20	4	5	0	2	0	7	7	4	1	6
subfamily	group	8.00	7	10	7	5	10	9	6	8	8	9
encrust	coat	8.44	8	10	0	8	9	10	8	8	9	6
encrust	decorate	6.71	6	8	0	9	7	7	7	4	8	3
wingless	flightless	8.80	9	10	7	6	7	10	9	9	9	8
intraspecific	interspecies	5.50	8	4	0	0	0	7	6	8	5
tunneled	penetrate	6.33	7	9	1	5	5	9	7	1	7	7
tunneled	dig	8.71	9	10	9	7	9	10	8	8	9	9
suppressor	gene	3.75	7	0	0	2	0	4	3	6	8	8
suppressor	restrainer	9.22	8	10	7	9	10	10	10	8	9	9
expound	elaborate	8.67	9	10	8	9	10	8	7	9	9	10
expound	detail	8.88	9	9	8	9	8	0	3	9	9	10
brisker	energetic	8.33	7	9	8	9	9	8	8	2	8	9
brisker	invigorating	8.62	8	9	8	7	6	9	9	8	9	9
wealthy	rich	9.67	8	10	10	9	10	9	10	9	10	10
eventful	important	7.86	9	9	9	8	5	3	7	8	10	0
eventful	lively	7.57	7	8	8	8	3	7	9	7	8	2
edgeless	dull	7.43	8	8	7	6	10	1	7	9	7	10
clownish	humorous	7.67	9	9	7	5	7	8	9	8	8	8
inquisitor	thousand	0.29	2	0	1	1	0	0	0	2	3	0
inquisitor	inquirer	7.80	7	10	7	5	5	9	9	7	10	10
extravert	extroversive	7.83	7	10	7	8	5	9	7	9	10
finality	conclusive	8.57	8	10	7	6	8	9	9	9	9	8
gibberish	dutch	4.00	6	9	6	1	0	0	0	3	8
championship	status	4.60	5	1	5	4	3	0	8	6	7	0
championship	contest	6.22	6	10	8	5	5	5	8	6	8	5
indelicate	indecent	5.88	8	10	6	7	0	7	7	3	6	3
indelicate	tasteless	7.33	9	7	8	10	7	7	7	5	4	8
sheikhdoms	domain	6.29	7	8	6	6	1	9	6	7	4
flighted	fly	8.20	6	8	6	7	9	10	10	6	9	8
flighted	shoot	2.40	3	7	0	2	2	5	1	4	0	0
backwardness	idiocy	6.38	4	8	8	6	8	8	9	4	0	5
discontinuous	disjunct	7.80	7	9	6	8	8	8	10	5	6	8
cheapen	devalue	10.00	10	9	10	9	9	10	10	10	9	10
flatulence	physical	3.20	2	7	4	8	2	0	8	4	0	4
venomous	toxic	9.78	10	9	10	10	8	10	10	10	10	9
venomous	malicious	7.14	7	8	8	5	7	6	9	6	10	8
enshrouded	envelop	8.67	10	9	6	9	9	6	9	8	10	8
impotently	ineffective	8.67	10	9	9	9	10	8	10	7	8	9
deviationism	desertion	3.00	7	8	2	2	5	7	2	0	0	4
capitation	tax	6.00	9	6	5	8	7	5	1	0	10	5
denominate	label	5.71	8	7	7	2	7	3	0	0	6	9
illiberal	narrow-minded	8.86	9	9	8	10	9	7	9	7	9	9
periodical	nightly	5.80	1	6	1	10	5	7	6	5	10	2
periodical	publication	9.14	9	8	2	10	10	0	8	10	0	9
distillate	liquid	8.00	5	8	5	9	10	7	10	8	8	4
returning	bounce	4.17	0	8	2	0	5	5	6	5	2	7
dictatorship	state	6.75	1	9	0	8	0	10	5	6	1	8
disfavoring	prejudice	8.75	6	8	3	10	10	10	7	10	5	9
postglacial	cold	6.17	6	8	0	0	0	9	7	8	1	7
ennobled	honor	7.29	9	8	5	10	6	10	6	6	9	7
anticyclones	high	4.50	6	6	0	5	2	2	6	10	3	6
cylindrical	rounded	8.40	8	9	3	10	5	10	8	8	4	9
nonpolitical	apolitical	9.50	10	8	6	10	10	9	10	9	5	10
circumference	size	7.83	8	8	2	10	5	9	7	6	9	10
repositions	move	9.11	9	8	3	10	9	10	9	9	8	10
repositions	reduce	0.88	1	2	0	8	0	0	1	5	2	1
librarianship	position	5.40	3	0	8	6	2	5	7	8	6	2
conductive	semiconducting	4.40	5	0	7	7	5	6	0	7	3	3
bounced	skip	6.88	8	8	7	8	5	9	7	3	7	5
bounced	bounce	9.00	10	10	10	9	7	9	9	9	7	7
entreaty	request	8.50	3	10	9	10	2	10	6	10	7	6
convertible	car	7.29	7	9	8	6	5	8	6	8	8	4
convertible	security	0.38	2	0	0	0	0	0	3	5	1	0
constitutive	essential	6.00	7	3	6	0	5	6	9	6	9	6
kindergarteners	child	7.33	8	8	9	8	3	5	7	9	8	3
angrier	huffy	6.88	6	9	7	7	6	8	6	7	8	2
angrier	stormy	7.75	7	9	3	9	7	8	7	8	7	1
defiles	mar	8.00	9	8	8	7	9	8	9	7	7	8
defiles	spot	1.67	9	2	0	2	0	5	0	5	1	0
hankering	desire	8.60	10	9	9	8	8	10	6	9	6	5
hankering	longing	9.12	9	9	10	8	8	10	5	10	9	6
circumnavigate	circle	7.25	9	8	10	7	2	5	7	9	6	7
criticality	juncture	2.00	3	0	4	0	2	0	4	0	5	1
criticality	urgency	7.29	8	0	8	7	7	10	7	6	8	3
mistrustful	distrustful	7.43	7	9	10	6	8	10	8	4	8	6
presuppose	imply	7.43	9	6	9	3	8	7	10	5	8	4
presuppose	premise	6.75	5	2	9	7	7	9	9	2	0	8
mayoralty	position	6.71	8	4	8	5	3	8	9	5	8	5
companionships	friendship	9.50	10	9	9	9	9	10	10	10	10	9
primates	priest	0.50	4	0	0	3	0	0	1	0	0	5
omnipotent	powerful	9.38	10	9	7	9	10	9	10	10	5	8
postboxes	maildrop	9.78	10	10	7	9	10	10	10	10	9	10
loveable	desirable	8.83	9	7	6	9	8	10	10	9	9	9
antedating	chronologize	7.40	8	5	8	7	8	9	5	9	5	6
benefited	help	8.40	10	8	8	9	10	9	10	10	7	8
benefited	get	6.33	5	8	0	9	5	9	7	8	0	5
contrastive	different	9.33	10	10	6	9	10	10	10	9	0	10
contrastive	antonymous	5.40	7	10	3	6	9	8	1	2	3
interned	work	7.75	8	7	6	8	7	8	8	8	5	8
interned	confine	7.43	10	1	8	8	7	9	0	7	5	8
clamorous	noisy	9.44	0	8	9	9	10	10	10	10	10	9
baseness	unworthiness	4.00	4	2	0	8	0	7	0	5	10	2
serenaded	perform	7.12	6	0	9	7	10	6	4	8	8	9
snookered	play	5.00	3	1	0	5	7	3	5	7	5	9
snookered	flim-flam	8.00	9	8	9	7	10	9	0	6	5	9
immeasurable	incalculable	9.33	10	9	9	9	10	10	4	8	9	10
immeasurable	illimitable	8.43	8	7	10	9	10	9	9	8	8	8
encroachments	inroad	6.00	7	5	9	6	9	8	3	7	1	0
encroachments	entrance	2.75	3	1	8	5	10	2	1	6	3	1
deregulating	liberation	8.00	5	3	8	7	10	9	7	8	9	8
deregulating	exempt	6.62	4	2	0	8	8	4	5	8	8	8
acceptable	satisfactory	8.40	9	8	9	10	10	10	7	8	8	10
acceptable	standard	7.83	6	6	9	7	10	8	8	8	8	8
sentenced	declare	5.71	3	0	7	6	7	5	2	8	5	7
shrieks	shout	8.89	7	3	10	7	10	10	8	9	9	10
shrieks	cry	8.67	9	3	10	6	10	10	7	9	7	10
nonviable	dead	7.29	2	9	10	10	5	9	6	6	8	8
papered	cover	6.71	3	9	10	8	5	8	7	6	7	6
territorials	soldier	5.60	1	9	0	2	0	7	8	6	7	6
territorials	guard	6.29	3	9	0	3	0	8	8	7	8	7
publicise	tell	8.29	10	8	10	8	10	9	9	8	8	8
reenact	re-create	8.67	8	9	10	10	10	9	9	7	9	8
reenact	ordain	1.67	1	7	0	3	0	1	8	0	7	8
interstellar	major	7.00	0	8	0	6	0	6	8	9	0	7
scattered	separate	8.00	3	9	0	8	9	8	8	8	8	6
transmigrating	immigrate	7.22	0	6	8	8	8	8	7	7	5	8
transmigrating	born	1.12	0	0	2	0	1	6	4	5	2	0
associations	southern	0.56	0	1	0	1	0	1	5	2	0	0
associations	sociable	6.00	6	8	5	5	0	5	8	10	6	5
admiralty	department	4.50	0	4	5	7	0	4	5	8	0	0
admiralty	position	7.00	5	7	5	7	5	7	6	8	7	10
autobiographer	biographer	7.00	8	8	6	9	7	5	7	6	5
planners	schemer	7.50	10	9	8	9	6	7	8	7	6	5
planners	notebook	6.86	7	7	7	8	7	8	0	10	4	2
supplement	constitute	3.60	3	7	7	8	3	5	4	3	0
supplement	leverage	2.60	0	2	3	6	2	2	0	6	6	4
combusts	blow	7.25	9	8	7	8	9	5	0	10	4	8
combusts	ablaze	8.29	10	8	8	8	9	6	6	9	7	9
brightness	intelligence	8.38	10	8	8	9	8	8	5	8	9	9
brightness	radiance	9.50	10	9	9	10	10	9	10	10	9	9
producing	together	1.11	8	4	0	0	2	0	0	0	0	4
reserve	assign	6.43	8	3	5	9	8	3	9	1	0	10
reserve	withhold	8.62	10	7	6	10	10	9	8	3	4	9
unflagging	constant	6.33	4	8	1	10	0	9	10	5	9	3
unflagging	energetic	3.60	2	3	0	6	0	0	7	2	5	9
preschooler	child	7.75	8	6	10	9	7	9	8	8	7	4
baggers	machine	1.25	6	4	0	5	3	3	0	0	0	0
baggers	workman	6.14	8	6	5	10	7	6	5	1	0	6
willingness	wholeheartedness	7.71	8	6	6	9	7	9	0	10	0	9
unacceptable	unsatisfactory	8.89	9	7	8	10	9	9	10	10	0	8
unacceptable	unwelcome	7.00	9	7	6	8	10	5	8	6	7	7
directionless	purposeless	8.40	10	8	7	10	9	9	8	10	6	8
replications	reproduction	8.40	9	8	9	10	7	9	10	10	6	5
replications	procedure	4.40	6	5	2	7	8	5	0	4	0	0
retrials	trial	6.50	8	5	9	7	0	7	5	8	4	8
venders	selling	8.00	9	10	10	7	5	8	7	8	9	10
fantasist	creator	5.40	9	1	0	6	5	7	0	8	5	4
interlinks	intercommunicate	7.25	9	9	1	9	6	0	8	3	8	6
interlinks	connect	8.38	10	9	8	9	10	8	8	8	9	8
adversely	unfavorable	8.43	10	9	8	9	8	5	6	8	8	9
repulses	disgust	8.67	10	10	9	9	8	8	10	7	9	9
repulses	fight	3.00	5	3	2	2	6	0	7	0	6	0
humanness	quality	4.80	1	7	0	6	6	5	6	0	7	0
autofocus	optical	6.71	7	7	0	8	6	0	6	5	8
conversely	interview	0.38	8	0	0	0	0	5	2	1	0	0
conversely	proposition	0.14	6	1	0	0	0	6	0	5	0	0
ceaseless	continuous	9.33	10	10	6	9	10	8	8	10	10	9
hybridise	breed	6.86	10	9	3	8	8	0	6	4	8	5
antitumor	brain	0.71	4	0	8	0	0	6	0	0	1
parallelism	similarity	8.17	10	10	5	9	10	8	8	7	8	9
sightedness	sight	6.88	7	9	8	10	6	1	8	5	7	5
battleships	dreadnought	5.50	10	1	0	7	10	3	7	0	5
subarctic	polar	7.29	9	9	8	10	6	10	4	7	6	6
subarctic	overshoe	0.14	0	1	0	3	0	2	2	0	0	0
sufferance	self	2.29	2	5	6	0	4	3	1	3	1	2
uncomprehending	undiscerning	6.57	8	10	6	7	6	2	6	7	1	6
regretful	penitent	8.78	9	10	10	10	8	6	3	6	10	10
monoplanes	airplane	7.62	8	8	8	7	10	8	8	0	8	6
steepen	change	3.83	4	2	4	0	7	4	5	4	7	0
transfuse	breathe	3.00	1	0	7	0	5	2	4	5	1	6
transfuse	pour	4.89	5	6	4	6	6	4	3	6	1	4
hyperextension	extension	6.25	7	0	0	8	7	7	4	8	2	7
amazings	surprise	4.67	4	6	8	0	7	3	2	6	5	4
amazings	stump	2.25	1	0	2	0	3	4	3	4	5	0
perished	change	2.00	1	2	0	1	5	3	0	3	0	5
hilarity	gaiety	7.71	5	8	7	8	4	6	9	8	8	10
appearance	apparition	4.71	5	8	1	9	5	4	4	5	5	5
transmissible	infectious	8.00	10	9	0	3	9	7	7	9	7	8
transmissible	inheritable	6.50	6	9	3	0	6	4	8	8	7	10
wheaten	source	2.40	0	2	0	3	3	0	4	2	0	2
magnetize	charm	5.00	8	5	6	3	7	5	0	8	1	4
magnetize	change	3.00	0	3	1	6	4	0	4	0	6	3
militarize	change	3.17	1	1	0	7	4	0	3	4	6	8
circumspect	prudent	6.00	8	5	5	0	0	4	1	8	6	10
translocate	transfer	6.86	10	1	5	8	5	7	8	7	8	10
macroevolution	evolution	7.00	8	8	8	7	6	6	7	7	7	8
circumvented	attack	0.57	0	7	0	0	3	1	7	0	10	0
circumvented	surpass	6.86	6	0	6	8	1	4	8	8	0	8
adventism	christianity	6.75	5	5	7	8	7	7	6	5	8
breather	submarine	1.25	1	8	6	0	5	0	0	4	0	0
breather	respite	8.62	10	9	9	8	7	0	7	2	10	9
disabused	inform	4.40	4	7	3	4	0	0	5	6
contravene	deny	6.33	7	6	7	5	7	0	6	2	2
contravene	transgress	8.00	8	8	8	2	6	0	9	9
transducers	device	6.29	5	7	9	6	7	6	0	5	8	10
icelandic	scandinavian	7.50	5	8	9	7	8	8	8	5	6	10
uncertainty	speculativeness	8.00	4	7	9	8	9	8	7	5	8	10
disengages	unclog	5.00	4	8	1	8	8	6	5	2	2
painkillers	hydrochloride	3.33	0	2	9	3	7	1	5	0	3	6
associational	legion	4.40	1	2	9	9	9	5	7	0	5	3
associational	affiliation	9.00	8	8	9	10	10	8	9	9	10	4
luxuriance	abundance	8.86	9	9	10	0	9	2	9	8	8	1
vacations	spend	6.00	0	6	0	6	7	0	7	9	0	4
chooses	compare	7.33	6	8	0	9	0	8	8	6	0	8
chooses	decide	9.78	10	10	9	10	8	10	10	10	9	10
enunciated	state	6.00	1	10	0	10	3	9	2	5	9	8
cosponsoring	sponsor	8.12	8	7	9	9	9	8	8	7	5	2
impeded	obstruct	9.11	10	10	8	9	10	9	5	8	10	8
impeded	dam	6.40	8	10	5	8	10	3	0	7	10	4
irremovable	tenured	6.50	7	9	4	8	10	2	5	7	5	7
strangers	person	1.00	5	0	0	7	7	1	0	7	0	1
utilitarianism	doctrine	0.71	0	0	8	8	3	0	7	0	0	2
puffery	flattery	7.40	7	8	9	10	7	5	6	8	7
noncitizens	traveler	6.14	7	6	0	7	8	5	0	6	7	5
monsignori	priest	8.75	9	10	4	9	10	9	6	9	3	8
refered	apply	1.00	8	0	1	9	9	0	0	6	0	0
refered	remember	2.12	0	9	1	7	10	4	0	4	0	1
macrocosmic	large	7.38	9	3	8	10	6	8	6	6	7	9
functionality	practicality	8.11	8	9	1	9	10	9	5	8	10	5
spoonfuls	containerful	4.80	6	8	0	7	8	2	5	4	8	0
instructorship	position	0.86	0	5	0	7	10	1	0	7	0	0
approved	authorize	8.89	10	10	6	9	10	9	0	8	10	8
approved	rubberstamp	5.40	0	10	4	10	8	2	0	7	0	6
recorders	box	0.00	0	0	0	7	0	0	0	6	0	0
recorders	official	0.29	0	7	1	7	0	1	0	6	0	0
headship	position	5.40	8	2	3	9	3	2	9	8	5	10
credentials	document	6.20	7	6	4	6	6	4	6	9	8	8
credentials	certificate	7.50	7	8	5	6	9	6	8	9	9	7
enunciating	state	7.88	8	8	3	3	8	6	9	7	8	9
enunciating	round	0.14	3	5	0	3	1	0	0	0	0	0
caramelize	convert	3.29	5	6	2	4	5	2	6	0	3	2
cosigns	validate	7.17	7	7	3	8	6	4	8	7	3	9
cosigns	endorse	8.50	7	6	9	9	10	10	9	8	5	9
deformity	appearance	5.00	5	6	5	3	1	2	9	5	6	8
responsible	causative	6.00	5	8	9	0	6	9	0	10	0	5
undisputable	undeniable	9.25	9	9	9	9	6	9	10	9	5	10
reassess	measure	7.14	6	9	3	6	7	8	8	7	4	8
colonise	settle	9.11	8	9	8	10	6	9	10	8	10	10
subserve	help	7.00	5	8	8	7	5	6	10	8	9	2
religionist	person	5.33	3	6	5	4	6	3	8	6	5	9
sanctioned	empower	5.71	8	9	4	6	6	1	4	7	9	5
sanctioned	back	5.00	0	8	0	9	7	9	1	2	3	9
suggestible	susceptible	5.33	9	7	0	3	8	6	9	9	3	5
warmness	protectiveness	6.00	9	7	0	4	6	5	8	9	6	2
warmness	hotness	8.57	8	6	10	8	8	9	10	9	9	9
relates	focus	5.00	6	6	0	0	5	6	5	4	3	9
relates	remember	5.57	7	7	5	0	0	8	3	7	3	7
cardinality	number	5.86	6	10	1	5	6	6	6	3	4	10
rotational	transformation	4.29	4	3	10	0	8	4	5	3	7	4
