word1,word2,mean,ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,tag,mecab,form1,form2,ambiguity
おわる,無くなる,6.6,5,8,10,7,3,8,7,3,3,5,verb,yes,dict,dict,no
おわる,消える,6.8,5,9,10,7,3,7,7,2,3,5,verb,yes,dict,dict,no
かき乱さ,揺らし,3.8,3,0,3,6,7,7,4,6,5,1,verb,yes,conj,conj,yes
かき乱さ,揺れ動い,5.8,6,5,4,7,7,7,3,8,4,6,verb,yes,conj,conj,yes
かざっ,つけ,7.6,6,7,10,7,8,6,1,6,3,6,verb,yes,conj,conj,yes
かたる,名乗る,7.0,5,8,7,10,5,9,9,8,2,7,verb,yes,dict,dict,no
くばら,分け,6.6,8,5,5,8,7,10,7,8,7,7,verb,yes,conj,conj,yes
くばら,分け与える,8.4,8,9,9,7,9,8,5,7,7,6,verb,yes,conj,dict,yes
こじらせ,患っ,5.4,5,4,7,5,6,7,6,8,6,4,verb,yes,conj,conj,yes
こじらせ,うつさ,3.0,2,1,3,3,6,8,6,7,0,0,verb,yes,conj,conj,yes
こじらせ,ひい,6.8,5,8,10,6,5,8,1,4,3,0,verb,yes,conj,conj,yes
こじら,罹る,3.2,3,3,1,3,6,7,5,8,2,2,verb,yes,conj,dict,yes
こすっ,拭っ,6.8,6,10,9,7,2,9,5,3,3,4,verb,yes,conj,conj,yes
ごたつい,言い合っ,5.2,5,3,7,3,8,6,2,8,2,6,verb,yes,conj,conj,yes
こんがらがっ,込み入っ,7.4,8,8,5,8,8,8,5,7,5,1,verb,yes,conj,conj,yes
ささくれる,荒れる,5.2,5,5,6,4,6,8,4,7,4,7,verb,yes,dict,dict,no
さまよっ,浮かん,5.4,5,9,4,7,2,6,2,4,1,0,verb,yes,conj,conj,yes
さまよっ,揺れ動い,6.2,6,8,7,7,3,8,1,4,3,0,verb,yes,conj,conj,yes
しける,荒れる,8.6,7,8,10,9,9,8,6,7,5,6,verb,yes,dict,dict,no
しばっ,着け,2.0,0,1,0,3,6,5,2,5,3,4,verb,yes,conj,conj,yes
しめ,閉じ,8.4,10,9,5,10,8,10,8,8,10,9,verb,yes,conj,conj,yes
しめ,着け,5.8,6,5,9,6,3,5,4,3,3,1,verb,yes,conj,conj,yes
しめる,冷やす,2.6,0,1,3,3,6,2,1,7,4,1,verb,yes,dict,dict,no
しゃくにさわる,怒る,6.8,5,8,8,7,6,8,6,3,7,2,verb,yes,dict,dict,no
すたれ,廃れ,10.0,10,10,10,10,10,10,10,10,10,10,verb,yes,conj,conj,yes
たぐっ,なぞっ,5.8,5,9,6,5,4,4,7,2,3,0,verb,yes,conj,conj,yes
たどる,行く,5.6,5,9,5,6,3,1,5,3,3,1,verb,yes,dict,dict,no
たらし,広げ,2.0,0,4,0,2,4,5,2,0,0,0,verb,yes,conj,conj,yes
たらし,入れ,2.6,1,4,0,5,3,7,3,3,0,0,verb,yes,conj,conj,yes
つかまっ,入っ,4.4,4,7,6,2,3,0,2,2,1,0,verb,yes,conj,conj,yes
つかまっ,巻き込ま,6.0,5,8,9,5,3,0,1,5,3,1,verb,yes,conj,conj,yes
つかん,挟ん,5.2,7,6,4,3,6,6,6,7,4,7,verb,yes,conj,conj,yes
つかん,持っ,7.2,7,6,8,8,7,9,7,4,7,8,verb,yes,conj,conj,yes
つかん,掴ん,9.4,9,8,10,10,10,10,10,10,10,10,verb,yes,conj,conj,yes
つけ,飾っ,7.6,6,8,10,8,6,5,1,6,3,6,verb,yes,conj,conj,yes
つけ,添え,7.6,7,9,8,8,6,7,4,6,3,6,verb,yes,conj,conj,yes
つまみ,挟ん,4.8,5,8,3,2,6,5,7,5,8,7,verb,yes,conj,conj,yes
つむっ,つぶっ,9.4,10,9,9,10,9,10,9,9,9,9,verb,yes,conj,conj,yes
とらわれ,入っ,2.4,0,4,0,2,6,9,2,4,1,2,verb,yes,conj,conj,yes
とらわれ,陥っ,5.4,5,6,6,3,7,8,3,5,6,6,verb,yes,conj,conj,yes
とらわれ,飲み込ま,6.8,7,6,8,7,6,7,1,5,2,1,verb,yes,conj,conj,yes
とらわれ,はまっ,7.2,7,7,9,7,6,5,1,3,2,3,verb,yes,conj,conj,yes
なおし,表し,1.2,2,0,0,2,2,0,2,0,0,0,verb,yes,conj,conj,yes
なおし,示し,2.4,0,8,2,0,2,0,1,2,0,0,verb,yes,conj,conj,yes
なくし,除い,5.4,4,9,5,3,6,7,5,9,8,6,verb,yes,conj,conj,yes
なくなっ,終わっ,5.2,5,8,4,3,6,10,3,8,8,6,verb,yes,conj,conj,yes
なくなる,消える,7.2,4,8,9,8,7,10,6,9,9,8,verb,yes,dict,dict,no
なくなる,去る,6.2,7,8,5,4,7,10,5,8,9,7,verb,yes,dict,dict,no
なぞっ,調べ,2.6,3,2,0,3,5,8,4,4,0,6,verb,yes,conj,conj,yes
なぞっ,読み返し,5.2,5,7,5,4,5,9,6,4,0,7,verb,yes,conj,conj,yes
なぞる,歩む,2.4,1,4,0,3,4,9,2,0,0,6,verb,yes,dict,dict,no
なぞる,追う,4.8,3,6,3,6,6,10,3,5,2,6,verb,yes,dict,dict,no
なぞる,探し求める,3.6,1,4,3,5,5,9,5,6,0,6,verb,yes,dict,dict,no
なぞる,行く,1.6,0,0,0,4,4,6,3,3,0,0,verb,yes,dict,dict,no
にじみ出る,浮かび上がる,6.0,5,6,7,4,8,9,4,8,6,6,verb,yes,dict,dict,no
にじみ出る,映る,5.2,5,9,5,4,3,4,1,6,0,0,verb,yes,dict,dict,no
にじみ出る,出る,6.8,7,9,7,6,5,4,5,4,3,4,verb,yes,dict,dict,no
のせ,付け加え,7.2,6,9,8,7,6,7,3,5,3,3,verb,yes,conj,conj,yes
のせる,添える,5.8,5,6,4,7,7,9,6,7,8,6,verb,yes,dict,dict,no
はさみこん,つかん,5.2,5,8,5,2,6,2,5,6,5,0,verb,yes,conj,conj,yes
はさみこん,掴ん,3.8,3,1,3,6,6,10,3,1,3,6,verb,yes,conj,conj,yes
はさみこん,はさん,8.4,8,9,8,8,9,10,3,9,9,8,verb,yes,conj,conj,yes
はさん,つかん,3.8,0,2,4,6,7,9,4,3,7,6,verb,yes,conj,conj,yes
はずす,抜く,7.4,6,8,9,8,6,2,3,5,3,4,verb,yes,dict,dict,no
はだける,乱れる,5.0,6,4,7,2,6,9,5,7,9,6,verb,yes,dict,dict,no
はまっ,埋もれ,6.2,6,4,7,7,7,9,3,7,9,6,verb,yes,conj,conj,yes
はまっ,入り込ん,6.0,5,6,9,3,7,10,3,8,8,6,verb,yes,conj,conj,yes
はまる,合う,6.4,5,6,5,8,8,9,4,8,9,6,verb,yes,dict,dict,no
はまる,いく,1.2,0,0,0,3,3,5,2,0,0,0,verb,yes,dict,dict,no
はまれ,当たれ,6.2,6,8,7,1,9,5,1,6,0,2,verb,yes,conj,conj,yes
はめこむ,着ける,3.8,5,1,3,4,6,8,3,4,4,5,verb,yes,dict,dict,no
はめこむ,はめる,8.0,10,6,8,7,9,10,8,9,8,8,verb,yes,dict,dict,no
はめこむ,通す,2.2,0,0,0,5,6,5,1,3,1,4,verb,yes,dict,dict,no
はめこむ,つける,6.4,6,7,8,8,3,7,1,5,3,4,verb,yes,dict,dict,no
はめ,陥っ,6.4,8,5,5,6,8,10,3,9,6,6,verb,yes,conj,conj,yes
はめ,入っ,5.0,6,7,3,7,2,1,3,3,3,4,verb,yes,conj,conj,yes
はめる,つける,7.4,9,7,7,8,6,7,3,8,7,6,verb,yes,dict,dict,no
はめる,通す,6.2,5,8,7,6,5,1,1,4,3,3,verb,yes,dict,dict,no
ひい,広げ,2.4,0,2,0,4,6,5,2,1,0,0,verb,yes,conj,conj,yes
ひい,貰っ,1.8,0,1,0,2,6,6,1,0,0,0,verb,yes,conj,conj,yes
ひい,書い,2.2,0,1,0,3,7,3,1,0,0,6,verb,yes,conj,conj,yes
ひい,敷いた,7.2,7,9,9,8,3,8,1,2,5,7,verb,yes,conj,conj,yes
ひい,入れ,4.8,2,9,4,6,3,0,1,3,0,6,verb,yes,conj,conj,yes
ひい,受け継い,3.8,3,0,0,8,8,10,5,7,9,0,verb,yes,conj,conj,yes
ひく,引き継ぐ,7.8,8,9,8,8,6,9,1,6,3,4,verb,yes,dict,dict,no
ひく,砕く,6.0,6,8,8,6,2,0,2,2,5,5,verb,yes,dict,dict,no
ひく,なくなる,4.8,6,7,8,0,3,5,1,3,0,1,verb,yes,dict,dict,no
ふき取っ,ふい,8.4,8,9,8,8,9,10,8,9,9,8,verb,yes,conj,conj,yes
ふき取っ,拭い,8.4,8,7,8,10,9,10,8,9,9,8,verb,yes,conj,conj,yes
ほほえむ,笑う,6.8,8,5,6,8,7,9,6,5,5,8,verb,yes,dict,dict,no
ほほえむ,微笑む,10.0,10,10,10,10,10,10,10,10,10,10,verb,yes,dict,dict,no
まとまっ,荒れ,0.6,0,0,0,0,3,0,1,1,0,0,verb,yes,conj,conj,yes
みごもら,身ごもら,10.0,10,10,10,10,10,10,10,10,10,10,verb,yes,conj,conj,yes
むしばん,病ん,6.2,7,6,5,6,7,9,4,6,8,7,verb,yes,conj,conj,yes
もめ,争っ,8.4,7,9,10,9,7,9,8,7,7,7,verb,yes,conj,conj,yes
もめる,言い争う,7.8,7,7,8,9,8,10,6,9,8,7,verb,yes,dict,dict,no
やめ,辞め,10.0,10,10,10,10,10,10,10,10,10,10,verb,yes,conj,conj,yes
やめる,除く,3.4,2,5,2,3,5,6,2,7,5,6,verb,yes,dict,dict,no
やめる,欠く,6.0,5,8,8,6,3,3,5,3,2,0,verb,yes,dict,dict,no
わずらっ,弱め,0.2,0,0,0,1,0,2,2,0,2,3,verb,yes,conj,conj,yes
上回る,超える,9.0,8,9,9,10,9,9,9,7,8,8,verb,yes,dict,dict,no
与え,出し,3.0,5,1,2,5,2,1,1,5,5,5,verb,yes,conj,conj,yes
乗せ,持っ,1.8,4,0,2,0,3,0,6,1,3,3,verb,yes,conj,conj,yes
乱れ,荒れ,6.8,8,7,6,7,6,7,3,6,3,7,verb,yes,conj,conj,yes
乱れ,廃れ,2.2,5,2,3,0,1,6,1,3,2,0,verb,yes,conj,conj,yes
乱れ,壊れ,3.0,5,2,3,3,2,6,1,3,2,0,verb,yes,conj,conj,yes
付い,納まっ,2.0,3,2,3,2,0,5,1,3,0,3,verb,yes,conj,conj,yes
付け,使っ,2.4,3,3,1,5,0,5,3,5,2,1,verb,yes,conj,conj,yes
付け加え,つけ,7.8,8,9,9,7,6,8,3,3,5,3,verb,yes,conj,conj,yes
付け足す,つける,5.8,7,3,6,7,6,9,4,5,5,6,verb,yes,dict,dict,no
付け足す,付ける,5.8,7,3,6,7,6,9,4,4,5,7,verb,yes,dict,dict,no
付け足す,付け加える,8.6,9,8,9,8,9,9,8,8,8,10,verb,yes,dict,dict,no
伝え,称し,2.6,2,4,2,2,3,1,4,2,0,6,verb,yes,conj,conj,yes
伺える,あふれる,1.6,0,1,0,3,4,0,4,5,3,3,verb,yes,dict,dict,no
似合う,目立つ,0.8,0,0,0,0,4,4,3,5,6,3,verb,yes,dict,dict,no
似合っ,あっ,5.0,6,5,2,4,8,8,7,5,8,7,verb,yes,conj,conj,yes
似合っ,合っ,6.0,6,5,8,7,4,9,3,6,3,7,verb,yes,conj,conj,yes
偽っ,演じ,4.8,6,7,2,4,5,4,5,8,3,7,verb,yes,conj,conj,yes
元気づける,励ます,6.6,5,8,5,7,8,9,8,8,9,8,verb,yes,dict,dict,no
入っ,落ち,3.0,5,2,5,1,2,2,1,3,0,5,verb,yes,conj,conj,yes
出る,見える,5.2,6,4,4,6,6,5,5,3,3,2,verb,yes,dict,dict,no
出る,見,4.0,4,3,3,5,5,5,4,3,3,5,verb,yes,dict,conj,yes
分け与える,分ける,7.6,9,8,6,7,8,6,6,6,7,8,verb,yes,dict,dict,no
割り当て,分け,6.6,8,7,7,6,5,8,4,8,9,6,verb,yes,conj,conj,yes
動い,浮い,0.6,0,0,2,0,1,0,2,2,0,2,verb,yes,conj,conj,yes
動かす,操る,6.6,8,7,9,2,7,5,3,7,3,3,verb,yes,dict,dict,no
勝つ,優れる,6.4,7,7,6,8,4,9,6,1,6,7,verb,yes,dict,dict,no
勝てる,勝る,5.8,3,7,6,9,4,9,9,8,3,5,verb,yes,dict,dict,no
勝る,超える,7.6,7,9,6,8,8,9,9,5,4,7,verb,yes,dict,dict,no
匂う,出る,2.0,2,0,3,2,3,3,1,2,0,3,verb,yes,dict,dict,no
匂わす,あふれる,1.2,1,2,0,0,3,0,3,3,0,0,verb,yes,dict,dict,no
匂わす,感じる,4.0,6,7,6,0,1,0,2,2,3,2,verb,yes,dict,dict,no
取りいれ,合わせ,5.0,6,5,4,5,5,7,3,6,3,6,verb,yes,conj,conj,yes
取りざた,上がっ,3.4,5,0,6,2,4,7,3,7,0,6,verb,yes,conj,conj,yes
取り入れ,飾っ,1.8,2,1,0,3,3,5,5,4,2,3,verb,yes,conj,conj,yes
取り出す,採る,3.4,6,0,2,5,4,7,2,6,0,3,verb,yes,dict,dict,no
取り合わせ,取り,5.4,8,5,3,8,3,6,8,6,7,3,verb,yes,conj,conj,yes
取り合わせ,飾りつけ,5.0,6,4,6,7,2,5,6,1,6,2,verb,yes,conj,conj,yes
取り繕っ,偽っ,5.8,7,2,7,6,7,9,5,4,5,8,verb,yes,conj,conj,yes
取り除い,消し,5.2,3,7,4,7,5,8,5,5,6,7,verb,yes,conj,conj,yes
取り除い,なくし,5.0,3,6,6,6,4,8,7,5,7,8,verb,yes,conj,conj,yes
取り除く,除く,7.8,7,9,9,9,5,8,10,5,6,7,verb,yes,dict,dict,no
取り除く,なくす,7.4,8,8,9,9,3,8,7,5,6,8,verb,yes,dict,dict,no
受け入れ,引き受け,7.6,8,9,6,9,6,9,7,7,8,7,verb,yes,conj,conj,yes
受け入れ,認め,7.4,7,8,9,8,5,9,7,6,6,7,verb,yes,conj,conj,yes
受け継い,継い,8.6,8,9,9,9,8,9,8,5,7,8,verb,yes,conj,conj,yes
合わせ,飾っ,1.6,3,0,0,0,5,0,4,1,3,2,verb,yes,conj,conj,yes
名乗っ,伝え,4.8,6,5,3,6,4,7,1,4,3,3,verb,yes,conj,conj,yes
名乗り出,称し,5.4,8,4,5,4,6,7,4,4,5,8,verb,yes,conj,conj,yes
告げ,言っ,7.4,8,5,9,7,8,9,10,9,5,7,verb,yes,conj,conj,yes
告げ,称し,6.2,6,8,6,8,3,4,3,3,5,1,verb,yes,conj,conj,yes
告げ,称し,7.6,6,9,8,8,7,4,3,3,5,1,verb,yes,conj,conj,yes
埋もれ,入り込ん,2.8,4,2,0,6,2,2,3,3,2,2,verb,yes,conj,conj,yes
塞ぎ込ん,病ん,5.2,5,3,7,6,5,3,5,2,2,5,verb,yes,conj,conj,yes
塞ぎ込ん,傷つい,3.4,5,5,2,0,5,3,4,1,2,4,verb,yes,conj,conj,yes
壊れ,痛め,5.0,7,7,7,4,0,8,2,6,3,7,verb,yes,conj,conj,yes
壊れる,崩れる,6.0,6,7,8,5,4,10,4,8,8,7,verb,yes,dict,dict,no
壊れる,終わる,4.6,6,6,5,6,0,5,2,6,1,5,verb,yes,dict,dict,no
外す,なくす,5.4,6,4,7,5,5,8,6,8,3,0,verb,yes,dict,dict,no
寂れ,荒れ,5.4,4,5,6,8,4,8,6,8,6,7,verb,yes,conj,conj,yes
富む,あふれる,7.0,7,7,8,7,6,7,5,8,5,2,verb,yes,dict,dict,no
富ん,満ち,7.0,7,6,8,8,6,8,6,7,5,9,verb,yes,conj,conj,yes
富ん,溢れる,7.2,7,6,8,7,8,8,6,7,5,8,verb,yes,conj,dict,yes
富ん,あふれ,5.6,6,6,4,7,5,8,1,7,5,6,verb,yes,conj,conj,yes
尽き,途絶え,7.4,8,7,8,5,9,8,8,6,3,7,verb,yes,conj,conj,yes
尽きる,途切れる,7.0,8,6,7,6,8,7,7,6,3,7,verb,yes,dict,dict,no
尽きる,止む,5.4,6,5,7,4,5,7,5,6,5,7,verb,yes,dict,dict,no
崩れ,跳ね,0.0,0,0,0,0,0,2,1,1,0,0,verb,yes,conj,conj,yes
広げ,入れ,4.0,3,8,6,0,3,0,1,3,0,0,verb,yes,conj,conj,yes
引き,あっ,4.4,2,8,8,1,3,1,3,2,3,5,verb,yes,conj,conj,yes
引き,合っ,4.8,5,7,8,1,3,1,3,2,3,5,verb,yes,conj,conj,yes
引き,似合っ,5.0,5,7,7,2,4,5,2,7,3,5,verb,yes,conj,conj,yes
引き立つ,合う,2.4,0,3,2,2,5,2,4,7,3,4,verb,yes,dict,dict,no
引き立つ,栄える,3.8,7,5,5,2,0,9,2,9,10,0,verb,yes,dict,dict,no
引き立つ,映える,5.8,5,7,5,5,7,9,6,9,10,7,verb,yes,dict,dict,no
引き立つ,目立つ,5.0,7,5,6,4,3,10,6,9,6,7,verb,yes,dict,dict,no
引き立つ,見える,6.6,6,8,8,8,3,3,3,2,3,5,verb,yes,dict,dict,no
引き立っ,映え,6.0,7,5,6,5,7,9,6,8,10,7,verb,yes,conj,conj,yes
引き締める,冷やす,3.6,4,4,9,0,1,0,1,1,3,3,verb,yes,dict,dict,no
待ちかねる,待ちきれない,6.8,8,7,7,4,8,6,8,8,3,7,verb,yes,dict,conj,no
待ちわびる,待ちきれない,6.6,8,5,7,7,6,4,8,7,3,7,verb,yes,dict,conj,no
待ち焦がれ,待ちきれない,7.2,7,7,7,7,8,3,8,4,5,7,verb,yes,conj,conj,yes
待ち焦がれる,待ちきれない,7.2,9,6,7,7,7,3,8,4,5,7,verb,yes,dict,conj,no
微笑む,笑う,5.8,2,7,6,7,7,4,5,8,9,7,verb,yes,dict,dict,no
忍ば,秘める,6.8,8,8,5,6,7,4,8,6,5,5,verb,yes,conj,dict,yes
忍ば,潜ま,6.0,8,5,7,4,6,8,3,4,3,7,verb,yes,conj,conj,yes
応じる,認める,6.2,8,6,8,5,4,10,7,9,7,6,verb,yes,dict,dict,no
応じる,受け入れる,7.8,9,8,9,6,7,10,7,9,9,7,verb,yes,dict,dict,no
悶える,乱れる,5.0,6,7,6,6,0,7,1,3,5,2,verb,yes,dict,dict,no
惑う,乱れる,5.0,6,5,3,3,8,8,1,2,5,3,verb,yes,dict,dict,no
感じ,する,1.4,1,3,0,3,0,2,2,0,0,0,verb,yes,conj,dict,yes
感じ,ある,1.8,2,3,1,3,0,5,2,1,0,5,verb,yes,conj,dict,yes
感じる,する,1.6,1,4,0,3,0,5,2,0,0,0,verb,yes,dict,dict,no
感じる,あふれる,1.4,0,1,0,4,2,3,1,0,1,0,verb,yes,dict,dict,no
成りすます,真似る,5.2,6,6,5,5,4,7,3,2,3,5,verb,yes,dict,dict,no
戦っ,臨ん,6.2,5,6,5,7,8,4,5,6,4,6,verb,yes,conj,conj,yes
戦っ,挑ん,7.0,6,6,7,8,8,5,5,6,4,8,verb,yes,conj,conj,yes
戸惑う,困る,6.8,8,7,5,7,7,8,6,3,7,5,verb,yes,dict,dict,no
戸惑っ,迷っ,6.6,9,8,6,5,5,8,8,5,8,4,verb,yes,conj,conj,yes
手繰る,行く,1.8,5,0,3,0,1,0,3,2,2,2,verb,yes,dict,dict,no
打ち勝つ,優れる,5.6,4,8,6,2,8,4,3,5,0,5,verb,yes,dict,dict,no
打ち勝つ,勝てる,5.6,7,6,4,6,5,6,5,3,3,5,verb,yes,dict,dict,no
打ち勝つ,勝つ,8.2,7,9,9,7,9,9,5,6,8,8,verb,yes,dict,dict,no
払っ,消し,5.6,2,6,7,5,8,7,3,3,2,5,verb,yes,conj,conj,yes
抜かす,欠かす,3.4,7,2,3,2,3,8,3,4,2,6,verb,yes,dict,dict,no
担い,持っ,6.2,6,5,7,6,7,9,6,6,5,8,verb,yes,conj,conj,yes
担い,載せ,4.8,6,3,3,5,7,6,6,3,5,6,verb,yes,conj,conj,yes
拭う,拭く,7.6,4,6,9,10,9,10,8,6,8,8,verb,yes,dict,dict,no
拭き取る,ふく,7.8,8,6,8,8,9,9,8,8,9,8,verb,yes,dict,dict,no
拭き取る,拭く,8.0,8,7,8,8,9,9,8,7,9,8,verb,yes,dict,dict,no
拭っ,消し,4.2,6,2,4,5,4,9,3,3,2,7,verb,yes,conj,conj,yes
拭っ,除い,4.8,5,2,7,6,4,8,3,6,2,7,verb,yes,conj,conj,yes
持ち上げ,担い,6.0,6,6,7,4,7,8,5,5,3,8,verb,yes,conj,conj,yes
持ち上げ,背負っ,4.4,5,5,6,3,3,0,3,7,1,4,verb,yes,conj,conj,yes
持ち上げ,持っ,7.0,6,6,5,9,9,5,3,4,5,7,verb,yes,conj,conj,yes
持っ,挟ん,2.2,2,1,0,3,5,1,5,5,5,4,verb,yes,conj,conj,yes
捕まえ,採ら,3.8,0,5,3,5,6,6,3,3,2,4,verb,yes,conj,conj,yes
捕らえ,採ら,5.4,6,6,7,5,3,7,5,6,5,7,verb,yes,conj,conj,yes
授かる,はらむ,7.2,7,8,8,6,7,5,5,7,8,8,verb,yes,dict,dict,no
採っ,取っ,7.2,9,7,8,4,8,4,7,9,5,6,verb,yes,conj,conj,yes
採ら,取ら,6.4,9,6,8,4,5,7,6,4,3,3,verb,yes,conj,conj,yes
採ら,捕まっ,7.8,7,8,8,8,8,8,5,6,1,8,verb,yes,conj,conj,yes
探し求める,遡る,3.6,6,0,7,0,5,5,3,2,2,3,verb,yes,dict,dict,no
掴ん,挟ん,6.0,6,5,4,6,9,5,3,6,7,5,verb,yes,conj,conj,yes
掴ん,はさん,6.4,8,8,4,2,10,10,7,5,0,5,verb,yes,conj,conj,yes
掴ん,取っ,7.0,7,6,7,7,8,5,5,6,3,5,verb,yes,conj,conj,yes
掴ん,持っ,7.6,7,7,8,8,8,7,5,6,2,5,verb,yes,conj,conj,yes
揉ん,した,0.4,0,1,0,1,0,0,0,2,0,0,verb,yes,conj,conj,yes
揉ん,もん,10.0,10,10,10,10,10,10,10,10,10,10,verb,yes,conj,conj,yes
揺れ動い,浮かん,2.8,5,2,3,4,0,2,3,3,3,5,verb,yes,conj,conj,yes
揺れ動い,浮い,3.8,5,5,3,4,2,2,3,3,3,5,verb,yes,conj,conj,yes
揺れ動く,惑う,5.0,6,2,3,5,9,9,3,6,5,7,verb,yes,dict,dict,no
散らかっ,荒れ,5.0,5,4,6,5,5,7,5,5,5,5,verb,yes,conj,conj,yes
映え,似合っ,2.8,0,3,0,5,6,9,6,7,7,5,verb,yes,conj,conj,yes
映え,あっ,2.0,0,0,0,4,6,4,5,7,6,5,verb,yes,conj,conj,yes
映える,合う,7.8,7,9,9,6,8,8,5,7,5,6,verb,yes,dict,dict,no
映し出す,表す,7.0,6,7,6,8,8,9,4,8,8,5,verb,yes,dict,dict,no
映し出す,示す,7.2,6,8,8,7,7,8,3,3,7,3,verb,yes,dict,dict,no
映る,見える,6.8,6,5,9,7,7,10,3,7,3,0,verb,yes,dict,dict,no
望む,臨む,0.0,0,0,0,0,0,0,7,2,0,0,verb,yes,dict,dict,no
栄える,合う,1.6,0,3,0,5,0,9,6,8,4,0,verb,yes,dict,dict,no
欠かす,取り除く,4.8,4,8,7,0,5,8,2,1,3,3,verb,yes,dict,dict,no
欠く,劣る,3.8,7,5,2,1,4,5,8,1,5,2,verb,yes,dict,dict,no
欠く,なくす,5.6,6,5,8,4,5,8,5,3,3,8,verb,yes,dict,dict,no
欠く,取り除く,6.0,6,8,6,7,3,8,3,3,0,3,verb,yes,dict,dict,no
止まる,消える,3.8,7,2,5,0,5,5,2,1,2,3,verb,yes,dict,dict,no
止む,なくなる,4.6,4,7,5,0,7,5,3,1,5,7,verb,yes,dict,dict,no
決まる,争う,0.6,0,0,0,0,3,0,0,1,1,1,verb,yes,dict,dict,no
決まる,合う,5.8,6,9,5,4,5,7,1,4,0,2,verb,yes,dict,dict,no
波立つ,荒れる,5.8,7,5,5,6,6,3,8,6,3,3,verb,yes,dict,dict,no
流し入れ,ひい,2.4,6,0,3,0,3,5,1,4,0,8,verb,yes,conj,conj,yes
流し入れ,広げ,2.0,4,2,2,0,2,0,1,3,0,5,verb,yes,conj,conj,yes
流し込む,敷く,1.0,3,2,0,0,0,0,1,2,0,5,verb,yes,dict,dict,no
流し込む,入れる,6.2,6,5,6,6,8,8,2,6,3,7,verb,yes,dict,dict,no
浮かび上がっ,浮かん,7.6,8,9,7,8,6,6,5,6,7,8,verb,yes,conj,conj,yes
浮かび上がる,表れる,5.4,5,7,6,7,2,7,3,6,3,5,verb,yes,dict,dict,no
浮かん,上がっ,6.0,7,6,8,5,4,8,3,3,5,5,verb,yes,conj,conj,yes
消え,なくなっ,8.8,8,9,10,8,9,9,9,4,7,7,verb,yes,conj,conj,yes
消える,止む,5.8,8,9,7,3,2,6,5,2,2,8,verb,yes,dict,dict,no
消える,なくす,6.8,7,5,7,8,7,9,3,4,2,5,verb,yes,dict,dict,no
消える,去る,6.2,7,6,6,7,5,9,2,3,3,7,verb,yes,dict,dict,no
消え去る,消える,8.2,9,9,7,9,7,8,7,5,5,6,verb,yes,dict,dict,no
添え,付け足し,6.8,7,6,7,7,7,8,6,6,5,5,verb,yes,conj,conj,yes
添え,交え,4.4,6,2,4,6,4,0,3,2,3,0,verb,yes,conj,conj,yes
添え,使っ,1.6,4,0,3,0,1,5,1,3,3,3,verb,yes,conj,conj,yes
添え,付け加え,6.6,8,7,7,6,5,2,6,4,3,5,verb,yes,conj,conj,yes
添える,付ける,6.8,9,8,8,4,5,3,8,3,2,5,verb,yes,dict,dict,no
満ちる,溢れる,6.0,5,8,4,6,7,8,7,6,5,1,verb,yes,dict,dict,no
満ちる,あふれる,6.6,8,5,7,6,7,9,7,8,5,1,verb,yes,dict,dict,no
満ちる,ある,2.8,3,5,2,2,2,1,1,3,0,1,verb,yes,dict,dict,no
