word1,word2,mean,sub1,sub2,sub3,sub4,sub5
きつきつな,狭い,6.8,4,8,6,8,8
きめ細かく,細かく,5.8,3,7,3,8,8
くやしい,不甲斐ない,6.4,6,6,10,4,6
くやしい,情けない,7,6,9,8,6,6
けたたましい,凄い,4.8,6,6,2,3,7
けたたましい,すさまじい,7,7,8,10,3,7
けたたましい,やかましい,8,6,8,8,10,8
けたたましい,ものすごい,6.2,5,7,6,6,7
けたたましい,物凄い,6.4,6,7,6,6,7
けたたましい,うるさい,8.8,8,9,9,10,8
けたたましい,騒がしい,8.8,8,9,9,10,8
けたたましい,すごい,5.2,5,5,5,4,7
けたたましい,騒々しい,8.8,9,9,9,9,8
けたたましい,甲高い,6.8,8,8,8,2,8
けたたましく,激しく,7.2,8,6,10,5,7
けたたましく,やかましく,8.4,7,8,10,9,8
けたたましく,大きく,6,8,6,9,2,5
けたたましく,慌ただしく,6.2,8,8,10,2,3
けたたましく,騒がしく,8.6,7,9,9,10,8
けたたましく,うるさく,8.4,8,9,9,8,8
さびしい,寂しい,10,10,10,10,10,10
しける,激しくなる,4.6,3,4,3,6,7
しょぼい,あっけない,6.8,7,5,10,5,7
しんどい,難しい,5.4,5,6,2,8,6
しんどい,つらい,7.6,7,9,5,9,8
しんどい,苦しい,7.2,6,8,5,9,8
しんどい,辛い,8,7,9,6,10,8
しんどい,厳しい,5.8,4,6,3,8,8
しんどい,きつい,8.2,9,7,7,10,8
しんどかった,きつかった,9,8,9,10,10,8
しんどかった,厳しかった,7.6,7,8,7,8,8
しんどかった,辛かった,8.8,9,9,8,10,8
すがすがしい,輝かしい,4,5,1,5,3,6
すがすがしい,素晴らしい,5.4,4,7,7,3,6
すがすがしい,すばらしい,6.4,7,7,9,3,6
すごい,すばらしい,6.4,7,7,5,6,7
すごかった,物凄かった,8.2,7,7,10,8,9
すごかった,激しかった,7.4,7,7,8,7,8
すごかった,早かった,5,5,6,6,3,5
すごく,大きく,4.8,3,6,5,4,6
すごく良い,輝かしい,6.4,8,6,5,6,7
すごく良い,すばらしい,8.2,9,8,8,8,8
すさまじい,すごい,6.8,3,7,8,8,8
すさまじい,すばらしい,3.8,0,5,3,4,7
すさまじい,甲高い,2.6,0,4,2,2,5
すさまじい,凄い,6.6,9,7,5,4,8
すさまじい,凄まじい,10,10,10,10,10,10
すさまじかった,すごかった,8.8,8,9,10,9,8
すさまじかった,激しかった,8,9,8,9,7,7
すさまじかった,物凄かった,8.8,8,9,9,10,8
すさまじかった,凄まじかった,10,10,10,10,10,10
すさまじく大きい,すさまじい,6.4,5,6,5,9,7
すばやく,素早く,10,10,10,10,10,10
すばらしい,よい,7.4,8,6,8,7,8
すばらしい,良い,7.2,8,6,7,7,8
ダッシュする,速く走る,8,6,10,8,8,8
たまらない,心地よい,5.4,5,8,3,5,6
たまらない,ちょうど良い,3.6,2,6,2,2,6
たやすく,ひとたまりもなく,6.4,9,7,6,4,6
つつましやか,小さな,5,5,7,5,2,6
つらい,きつい,8.2,10,7,6,10,8
つらい,厳しい,7.4,9,6,5,10,7
つらい,難しい,5.8,3,6,7,6,7
つらかった,辛かった,9.6,8,10,10,10,10
つらかった,厳しかった,8.2,9,8,7,10,7
つらかった,しんどかった,9.2,9,10,10,9,8
つらく,寂しく,4,4,5,4,2,5
つらく,切なく,4.8,4,5,5,4,6
つらく,辛く,10,10,10,10,10,10
とげとげしいかった,厳しかった,5.6,7,6,6,3,6
とてつもない,すさまじい,6,3,7,5,8,7
とてつもない,恐ろしい,5,2,5,5,7,6
とてつもない,ひどい,4.8,2,5,4,7,6
とても暑く,厳しい暑さ,8.2,10,8,6,9,8
ない,無い,10,10,10,10,10,10
はかなく,壊れやすく,7.8,8,8,7,9,7
はかなく,もろく,8.6,8,9,9,10,7
はかなく,弱く,7.4,8,8,8,6,7
バツが悪く,気まずく,7,9,6,4,8,8
バツが悪く,居づらく,8,9,7,7,10,7
ひどい,恐ろしい,6.4,6,7,7,6,6
ひとたまりもなく,苦労なく,5.6,8,5,7,2,6
ふさわしい,正しい,5.4,7,5,5,4,6
ふさわしい,好ましい,6.6,6,6,7,7,7
ふさわしい,良い,7.2,7,7,7,8,7
ふさわしい,いい,7.2,7,7,7,8,7
ほしかった,望ましい,5.2,3,7,6,3,7
みっともなかた,恥ずかしかった,8,7,9,8,9,7
みっともなかた,嘆かわしかった,6,7,7,7,3,6
むなしい,かなしい,6.4,5,8,8,5,6
むなしい,寂しい,6.8,6,7,8,7,6
むなしい,さびしい,5.6,4,6,5,7,6
むなしい,悲しい,6.2,6,7,6,6,6
むなしい,虚しい,10,10,10,10,10,10
むなしく,儚く,5.8,3,6,7,7,6
むなしく,寂しく,5.8,4,7,5,7,6
むなしく,悲しく,5.6,4,6,5,7,6
めんどくさい,込み入って煩わしい,8,6,9,8,9,8
めんどくさい,ややこしい,7,6,8,5,9,7
ものすごい,素晴らしい,5.2,1,6,5,7,7
ものすごい,とてつもない,6.8,3,7,8,8,8
ものすごい,凄い,7.4,4,8,7,9,9
ものすごい,すごい,7.4,4,8,7,9,9
ものすごい,すばらしい,6.4,7,5,7,6,7
もの凄い,すごい,7.6,5,8,8,8,9
もの凄い,凄い,7.8,9,6,7,8,9
もの凄い,激しい,7.4,7,7,9,7,7
もの凄い,すさまじい,8.8,9,8,10,9,8
もの凄い,ひどい,6.2,6,6,7,6,6
もの凄い,ものすごい,10,10,10,10,10,10
もろい,崩れやすい,6.8,3,7,7,9,8
もろい,割れやすい,5.2,3,7,4,4,8
もろい,壊れやすい,7,5,8,5,9,8
もろい,弱い,7,9,7,6,6,7
もろく,壊れやすく,6.6,3,7,6,9,8
もろく,儚く,6,5,8,7,3,7
もろく,崩れやすく,7.6,9,8,6,7,8
もろく,弱く,6.2,5,7,5,7,7
もろく,あっけなく,5.8,5,6,7,4,7
やかましい,騒々しい,7.8,6,7,8,10,8
やかましく,慌ただしく,6.6,8,6,10,3,6
やかましく,甲高く,6.8,8,6,10,3,7
やかましく,うるさく,8.6,8,8,10,9,8
やかましく,激しく,6.2,7,7,6,4,7
やかましく,騒がしく,8.6,8,8,9,10,8
やかましく,騒々しく,9,9,9,9,10,8
ややこしい,煩わしい,6.6,5,9,5,8,6
ややこしい,紛らわしい,5.4,4,8,5,2,8
ややこしい,難しい,6.6,9,6,5,8,5
ややこしい,複雑である,7.6,5,8,7,10,8
ややこしい,わかりにくい,7.2,5,8,7,9,7
ややこしい,細かい,5,4,7,5,3,6
ややこしい,面倒くさい,5.8,5,7,5,7,5
やるせない,切ない,7.6,8,8,10,4,8
やるせない,辛い,6,6,8,6,3,7
やるせない,つらい,7.6,8,9,7,7,7
やるせない,心苦しい,7,7,8,7,7,6
やるせない,悲しい,6.2,6,6,7,5,7
やるせない,苦しい,5.4,7,6,7,4,3
ゆるくして,緩くして,10,10,10,10,10,10
よい,ふさわしい,6.6,9,8,5,6,5
よい,正しい,7.2,8,6,8,7,7
よい,願わしい,6.8,8,8,6,6,6
よそよそしく,居心地悪く,6,8,8,7,2,5
わずらわしい,邪魔くさい,7,8,10,10,4,3
わずらわしい,煩わしい,10,10,10,10,10,10
わずらわしかった,うっとうしかった,7,8,9,8,5,5
わずらわしかった,煩わしかった,10,10,10,10,10,10
わずらわしく,めんどくさく,7.8,8,9,9,6,7
意気地なし,根性無し,8,9,7,9,7,8
鋭かった,厳しかった,3,4,0,3,5,3
鋭かった,とげとげしいかった,6.2,8,6,9,3,5
煙たく,居心地悪く,5.6,6,9,4,4,5
煙たく,気分悪く,5.2,7,7,4,3,5
汚れの無い,清い,7,8,7,6,7,7
汚れの無い,美しい,7,7,8,9,7,4
可笑しい,面白い,7,5,9,7,8,6
苛立たしげ,いまいましげ,7,9,6,8,6,6
華々しい,すごく良い,3.4,2,6,3,4,2
華々しい,素晴らしい,5,3,7,5,5,5
華々しい,良い,3.4,4,6,2,4,1
華々しい,すばらしい,4.8,4,6,4,5,5
華々しい,輝かしい,6.4,6,7,7,5,7
回した,甘くした,0.2,0,0,0,1,0
回りくどい,ややこしい,7.4,7,9,9,6,6
回りくどい,難しい,6.6,8,7,7,5,6
回りくどい,紛らわしい,7,8,9,9,5,4
快い,気持ちよい,8.2,9,9,9,8,6
快い,心地よい,8.2,9,9,9,8,6
快い,心地いい,8.2,9,9,9,8,6
快い,気持ち良い,8.2,9,9,9,8,6
快い,気持ちいい,8.2,9,9,9,8,6
快い,心地良い,8.2,9,9,9,8,6
快かった,気分よかった,6.2,9,5,4,7,6
快かった,気持ちよかった,8.2,9,9,9,8,6
快く,良く,6.4,9,8,5,5,5
快く,いい,6.4,8,9,5,5,5
快く,気前よく,5.6,5,8,7,5,3
快く,気分よく,7,9,8,8,6,4
快く,気持よく,7,8,7,8,7,5
拡大された,広くなった,6.6,8,7,6,6,6
拡張された,広くなった,6.4,8,8,4,6,6
楽しく,おもしろおかしく,7,9,8,8,5,5
楽しそう,おもしろおかしく,5.8,7,7,6,4,5
緩くした,甘くした,6.2,8,6,4,7,6
緩ませた,緩くした,6.2,7,3,6,8,7
緩めた,緩くした,7.8,9,9,6,8,7
緩めた,ゆるくした,7.6,9,8,6,8,7
緩めた,甘くした,6.4,8,6,5,7,6
緩める,緩くする,8,7,10,9,8,6
関係が悪く,気まずく,6.6,8,6,7,7,5
喜ばしい,好ましい,5.2,3,7,4,7,5
喜ばしい,うれしい,6.6,6,9,7,5,6
喜ばしい,良い,5.6,4,7,6,6,5
喜ばしい,望ましい,6.2,5,7,7,6,6
喜ばしい,願わしい,7,6,8,7,7,7
喜ばしい,いい,5.8,7,6,5,5,6
喜ばしい,嬉しい,6.8,8,7,7,5,7
喜ばしく,めでたく,7.4,7,8,9,6,7
嬉しい,望ましい,5.6,8,6,4,5,5
嬉しい,いい,4.4,4,6,3,5,4
嬉しい,良い,6,6,6,8,5,5
嬉しく,快く,4.4,4,8,4,4,2
嬉しく,良く,4,2,6,3,5,4
気まずい,苦しい,4.4,2,6,5,5,4
気まずい,居づらい,6.6,9,7,6,6,5
気まずい,気不味い,10,10,10,10,10,10
気まずく,気分悪く,4.8,5,7,2,4,6
気まずく,居づらく,7.2,9,9,6,6,6
気まずく,煙たく,3.8,6,5,3,3,2
気まずく,居心地悪く,7.6,8,9,9,7,5
気まずくない,不快ではない,4.8,5,6,6,5,2
気まずそう,居づらそう,7.2,7,8,10,6,5
気まずそう,ばつの悪そう,7.2,9,7,7,7,6
気まずそう,居心地の悪そう,6.6,6,8,7,7,5
気まずそう,居辛そう,6.8,7,8,8,6,5
気まずそう,バツの悪そう,7.8,8,9,9,7,6
気持ちいい,たまらない,5.6,3,7,5,6,7
気持ちいい,心地良い,7.4,6,9,8,7,7
気持ちいい,心地いい,7.4,6,9,8,7,7
気持ちいい,ちょうど良い,4.8,4,7,5,5,3
気持ちがいい,気持ち良い,9.2,9,10,10,9,8
気持ちがいい,快い,7.8,8,8,8,7,8
気持ちが良い,心地よい,8,9,9,7,7,8
気持ちが良い,気持ちいい,9.4,9,10,10,9,9
気持ちのいい,清々しい,6.6,8,7,6,5,7
気持ちのいい,気持ちよい,9.4,9,10,10,9,9
気持ちのいい,快い,7.6,8,8,7,7,8
気持ちのいい,気持ち良い,9.4,9,10,10,9,9
気持ちのいい,心地良い,8.2,9,9,9,7,7
気持ちのよい,気持ちいい,8,8,9,6,8,9
気持ちのよい,清々しい,7.2,9,7,8,5,7
気持ちのよい,心地よい,7.8,9,8,7,7,8
気持ちのよい,気持ち良い,9.4,9,10,10,9,9
気持ちのよい,快い,7.8,9,8,8,7,7
気持ちのよい,気持ちよい,9.4,9,10,10,9,9
気持ちのよい,心地良い,8.2,9,9,9,7,7
気持ちの良い,快い,7.2,8,8,6,7,7
気持ちの良い,気持ちよい,9.4,9,10,10,9,9
気持ちの良い,清々しい,7,8,8,7,5,7
気持ちの良い,ちょうど良い,5,5,6,6,5,3
気持ちの良い,気持ち良い,9.4,9,10,10,9,9
気持ちの良い,心地良い,8,9,8,9,7,7
気持ちの良い,気持ちいい,9.4,9,10,10,9,9
気持ちよい,たまらない,5,4,7,3,5,6
気持ちよい,ちょうど良い,6,6,8,8,5,3
気持ちよい,心地よい,8.2,9,8,10,7,7
気持ちよい,心地良い,8,9,9,8,7,7
気持ちよい,気持ちいい,9.4,10,10,10,9,8
気持ちよい,心地いい,8.2,9,9,9,7,7
気持ちよかった,心地よかった,8,8,9,9,7,7
気持ちよく,快く,6.6,4,9,6,7,7
気持ちよく,気前よく,4.4,2,6,4,5,5
気持ちよく,気分よく,7,9,9,6,5,6
気持ちよく,心地よく,7.4,6,9,8,7,7
気持ち良い,気持ちよい,9.4,10,10,7,10,10
気持ち良い,たまらない,6.2,6,9,7,5,4
気持ち良い,ちょうど良い,6,7,9,6,5,3
気持ち良い,心地良い,8,8,9,9,7,7
気持ち良い,心地よい,8,9,9,8,7,7
気持ち良い,気持ちいい,9.6,10,10,10,9,9
気持ち良く,快く,7,8,8,5,7,7
気持ち良く,気分よく,6.6,7,8,5,6,7
気持ち良く,心地よく,8,9,9,8,7,7
気持ち良く,気持ちよく,9.8,10,9,10,10,10
気持ち良く,気持よく,10,10,10,10,10,10
気持よかった,気分よかった,7.8,9,8,9,6,7
気持よく,気分よく,7.8,9,9,7,7,7
気前よく,気分よく,6.6,8,7,5,6,7
気難しい,難しそう,5.4,9,4,6,3,5
気難しい,険しい,5.2,5,7,5,5,4
気難しい,厳しい,5.4,5,7,5,5,5
気不味い,良くない,4.2,6,5,1,4,5
気不味い,苦しい,3.4,4,5,1,5,2
気分が悪く,居心地悪く,5.8,8,5,7,4,5
気分が悪く,気分悪く,8.8,9,8,10,8,9
気分のいい,快い,7.4,9,7,8,6,7
気分のいい,気持ちよい,8.4,9,9,8,7,9
気分のいい,清々しい,7.4,9,8,8,5,7
気分のいい,心地良い,7.8,9,8,8,7,7
気分のいい,気持ち良い,8.4,9,9,10,7,7
気分のよい,気持ちいい,7.4,8,9,6,7,7
気分のよい,快い,7.8,9,9,7,7,7
気分のよい,気持ち良い,8.4,9,9,10,7,7
気分のよい,気持ちよい,8.4,9,10,9,7,7
気分のよい,心地良い,8,9,8,9,7,7
気分のよい,心地よい,8.2,9,9,9,7,7
気分のよい,清々しい,7.2,8,8,8,5,7
気分の悪い,苦しい,6.8,9,6,9,6,4
気分の悪い,良くない,6.2,9,6,7,5,4
気分の悪い,気不味い,4.2,5,4,4,4,4
気分の悪い,気まずい,4.8,6,5,5,4,4
気分の悪い,うっとうしい,5.8,7,7,8,5,2
輝かしい,すごい,5.4,7,6,2,5,7
輝かしい,良い,5.4,8,6,4,4,5
輝かしい,よい,5.4,8,5,5,4,5
輝かしい,すばらしい,7.2,9,6,7,6,8
輝かしい,明るい,6.4,9,7,7,4,5
輝かしい,素晴らしい,7,8,7,6,6,8
輝かしく,華々しく,7,7,7,8,7,6
疑わしい,怪しい,7.6,9,7,8,6,8
疑わしく,怪しく,6.6,4,8,7,6,8
疑わしそう,いぶかしげ,6.4,8,6,6,4,8
疑わしそう,あやしそう,7.8,8,9,9,5,8
疑わしそう,怪しそう,8,9,9,9,5,8
久しい,懐かしい,6.2,6,9,5,6,5
久しい,長い,6.2,5,7,8,4,7
久しい,長くなる,5.6,5,7,6,4,6
久しく,長く,6.4,5,7,8,5,7
居づらそう,ばつの悪そう,6.2,4,7,7,6,7
居づらそう,居心地の悪そう,7.4,6,8,8,7,8
居づらそう,居辛そう,10,10,10,10,10,10
居心地がわるい,良くない,3,0,4,2,5,4
居心地がわるい,気まずい,6.8,9,6,7,5,7
居心地が悪い,良くない,5.6,8,5,6,5,4
居心地が悪い,居づらい,8,9,7,10,6,8
居心地が悪い,苦しい,6.2,8,8,6,4,5
居心地が悪い,気まずい,7.4,9,7,8,6,7
居心地が悪く,よそよそしく,5,7,7,5,2,4
居心地が悪く,気まずく,7.2,9,7,8,5,7
居心地が悪く,居づらく,7.8,9,8,9,6,7
居心地の悪い,良くない,5.4,8,5,5,5,4
居心地の悪い,気まずい,7.4,9,7,8,6,7
居心地悪く,気分悪く,5.8,9,5,7,4,4
居辛そう,ばつの悪そう,6,4,7,7,5,7
居辛そう,バツの悪そう,6.8,9,7,6,5,7
虚しい,しょぼい,4.6,7,5,8,0,3
虚しい,あっけない,6,6,5,8,4,7
虚しい,さびしい,6.2,6,6,8,5,6
虚しい,侘しい,7,7,8,9,5,6
虚しい,寂しい,6.6,7,7,8,5,6
強い,激しい,4.6,8,5,3,2,5
強い,強すぎる,6,6,7,8,3,6
強ばらせる,厳つくする,4,6,6,3,2,3
強ばらせる,恐ろしくする,2.2,3,1,4,0,3
強ばらせる,いかつくする,5,7,6,7,2,3
恐ろしくする,怖くする,5.6,6,8,4,4,6
狭苦しい,きつい,6,5,7,6,5,7
狭苦しそうな,小さな,5.6,7,4,7,4,6
狭苦しそうな,狭い,6.8,8,8,8,4,6
苦しい,つらい,7,9,8,5,6,7
苦しい,難しい,5.2,3,6,7,5,5
苦しい,厳しい,5.8,8,6,6,3,6
苦しい,悲しい,4.2,6,5,4,0,6
苦しい,良くない,4.8,5,6,6,2,5
苦しく,切なく,5.6,4,6,7,4,7
苦労なく,たやすく,6.6,9,6,5,6,7
激しかった,早かった,2,0,5,2,0,3
激しく,大きく,4.6,5,5,8,0,5
激しく,強く,5.8,8,7,6,2,6
隙間なく,余すところなく,7.6,9,7,9,5,8
堅苦しげな,堅苦しい,7.8,9,9,9,4,8
堅苦しげな,息苦しい,6.2,7,7,7,4,6
肩身の狭い,堅苦しげな,4,3,7,7,0,3
肩身の狭い,息苦しい,5,7,7,6,0,5
賢い,正しい,5.4,7,3,6,4,7
賢い,良い,6.4,8,6,6,5,7
険しい,難しい,5.2,7,6,4,3,6
険しい,きつい,6.8,8,8,6,5,7
険しい,厳しい,6.8,7,7,8,5,7
険しかった,とげとげしいかった,6,8,7,6,4,5
険しく,厳しく,5.8,4,8,5,5,7
険しく,怖く,3.2,3,6,2,1,4
険しくする,厳しくする,4.6,5,6,3,4,5
厳しい,激しい,5.4,8,5,8,1,5
厳しく,厳しくて,8,9,8,9,5,9
厳しくする,厳つくする,5.6,4,8,6,5,5
厳つくする,恐ろしくする,6.6,8,6,8,5,6
厳つくする,怖くする,6.2,8,8,7,3,5
厳つくする,険しくする,6.6,8,8,8,4,5
言うまでもなく,いうまでもなく,10,10,10,10,10,10
胡散臭い,怪しい,7,5,9,7,6,8
胡散臭い,疑わしい,6.4,5,8,6,5,8
後退した,おかしくなった,1.2,2,1,0,0,3
好ましい,よい,6.6,8,6,8,6,5
好ましい,正しい,5.2,6,6,4,5,5
好ましい,良い,6.4,7,6,8,6,5
広がった,広くなった,6.6,7,10,5,5,6
広くなった,大きくされた,7.4,9,7,8,7,6
広げた,緩くした,4.8,6,3,6,4,5
広げた,ゆるくした,5.8,7,6,7,4,5
慌ただしく,うるさく,5.4,6,7,9,0,5
慌ただしく,騒がしく,6,8,7,8,2,5
甲高い,うるさい,4.8,4,8,4,3,5
甲高い,すごい,1.4,2,1,0,0,4
甲高く,慌ただしく,1.8,4,0,3,0,2
甲高く,大きく,4.6,4,7,8,0,4
甲高く,激しく,4.8,5,6,8,0,5
甲高く,騒々しく,6.2,8,8,7,3,5
甲高く,うるさく,5.8,7,7,7,3,5
甲高く,騒がしく,6.4,8,8,8,3,5
荒々しい,丁寧ではない,4.2,4,7,3,4,3
荒々しい,危ない,3,3,5,2,1,4
荒々しい,荒い,6.8,6,8,8,5,7
荒々しい,激しい,7,9,7,7,5,7
荒々しい,荒っぽい,6.6,6,8,7,6,6
荒々しく,怖く,2.2,1,5,1,0,4
荒々しく,厳しく,2.4,1,5,3,0,3
荒々しく,激しく,5.4,5,8,5,4,5
荒々しく,険しく,4.8,4,6,6,4,4
荒い,丁寧ではない,6.4,9,6,8,5,4
荒っぽい,激しい,5,5,8,5,0,7
荒っぽい,危ない,3.4,5,5,2,0,5
荒っぽい,荒い,6,6,8,5,5,6
荒っぽく,激しく,6.4,5,8,7,5,7
荒っぽく,荒々しく,7.2,8,8,7,5,8
香ばしい,芳しい,6.8,4,9,7,5,9
香ばしい,美味しそうな,5.2,5,7,3,6,5
香ばしい,香り高い,7,9,8,7,4,7
香ばしく,芳しく,8,9,10,7,5,9
香ばしく,かぐわしく,7.6,8,9,8,5,8
香ばしく,香り良く,7.8,8,9,9,6,7
香ばしく,香り高く,8,9,9,9,5,8
香ばしく,香りよく,8,9,9,9,6,7
香ばしくて,芳ばしくて,8.4,8,10,9,6,9
根性無し,いくじなし,8.2,9,7,9,8,8
細かく,余すところなく,5.4,8,6,3,5,5
細かく,隙間なく,5.4,5,6,4,6,6
細かく,詳しく,7.4,8,7,8,6,8
邪魔くさい,煩わしい,8.8,7,8,10,9,10
邪魔くさい,うとましい,7.6,8,9,9,3,9
弱々しい,情けない,3,0,4,2,6,3
弱々しい,貧しい,4,4,6,7,1,2
弱々しい,少ない,4,4,6,6,1,3
弱々しい,細い,4.6,3,5,3,5,7
弱々しい,小さい,3.2,2,4,3,3,4
弱々しい,弱い,6.4,6,5,4,9,8
弱々しい,乏しい,5.2,7,6,6,6,1
弱々しい,か弱い,7.6,6,7,7,9,9
弱い,壊れやすい,7.2,6,7,9,8,6
弱い,あまりない,4.2,5,4,5,5,2
弱い,割れやすい,5.6,6,6,7,6,3
弱くなった,弱体化した,8.4,8,9,7,9,9
弱弱しい,弱い,7,6,5,9,7,8
弱弱しい,割れやすい,4,5,6,2,5,2
弱弱しい,小さい,5.8,7,6,9,4,3
弱弱しい,細い,5.8,6,6,8,5,4
弱弱しい,力ない,7.8,7,9,8,9,6
弱弱しい,か弱い,8.4,8,9,8,8,9
弱弱しい,もろい,8,8,8,9,8,7
弱弱しい,崩れやすい,7.4,7,7,7,8,8
弱弱しい,弱々しい,10,10,10,10,10,10
手加減のない,厳しい,7.2,9,8,6,8,5
手厚く,礼儀正しく,3.8,4,6,2,5,2
手荒い,荒々しい,6.6,8,7,3,8,7
手荒い,荒っぽい,8.2,8,9,9,8,7
手早く,早く,7.2,9,5,7,9,6
手早く,すばやく,7,4,7,7,9,8
手早く,手際よく,7.6,6,8,6,9,9
手早く,素早く,7.2,7,6,7,9,7
所狭しと,隙間なく,8.2,9,8,7,10,7
暑苦しく,じゃまくさく,4.8,7,7,6,2,2
暑苦しく,うっとうしく,5.2,7,7,7,3,2
小さい,弱い,5.6,6,5,7,6,4
小さな,つつましやかな,4.4,6,7,5,1,3
小高い,高い,4.4,4,6,4,6,2
少し高い,高い,4.2,1,6,5,6,3
少ない,貧しい,4.6,4,6,8,3,2
少ない,乏しい,7.2,6,7,9,7,7
少ない,弱い,4.2,5,4,6,3,3
上手に早く,手際よく,8.2,9,8,7,7,10
情けない,恥ずかしい,5,3,6,7,2,7
情けない,根性無し,5.8,7,9,7,3,3
情けなかった,みっともなかた,6.8,8,9,5,3,9
情けなかった,悲しい,4.8,6,9,6,0,3
情けなかった,意気地なしだった,5.4,6,9,6,3,3
情けなかった,恥ずかしかった,5.4,6,8,8,2,3
情けなかった,かっこわるかった,6.8,7,8,9,3,7
情けなかった,不甲斐なかった,6.2,7,6,7,4,7
情けなかった,嘆かわしかった,7,7,8,7,7,6
情けなかった,いくじなかった,6.4,7,8,7,3,7
情けなく,恥ずかしく,4,7,3,4,2,4
情けなく,みっともなく,6.4,6,8,8,3,7
情けなく,虚しく,5,6,6,8,2,3
情けなく,不甲斐なく,6.2,7,8,6,4,6
色濃くなる,強く出る,7.2,7,7,6,8,8
侵された,弱くなった,3.4,4,5,3,2,3
心苦しい,苦しい,5.8,7,5,3,8,6
心苦しい,心憂い,6.6,7,4,7,9,6
心苦しい,しんどい,5,6,8,5,3,3
心苦しい,きつい,5,5,7,8,3,2
心苦しい,つらい,5.6,6,7,9,3,3
心苦しい,切ない,5.6,6,6,8,5,3
心苦しい,辛い,5.6,6,8,8,3,3
心苦しく,寂しく,4.2,4,4,7,4,2
心苦しく,悲しく,5,5,7,7,4,2
心苦しく,切なく,5.4,6,6,8,5,2
心苦しく,辛く,5.2,6,8,7,3,2
心苦しく,つらく,5.4,7,8,7,3,2
心地の悪い,居づらい,8.4,9,7,7,10,9
心地の悪い,気まずい,6.4,7,7,8,3,7
心地よい,気持ちいい,8,5,9,8,10,8
心地よい,ちょうど良い,6,5,6,3,9,7
心地よかった,気分よかった,8.4,9,9,8,8,8
心地よかった,気持よかった,9.4,9,9,9,10,10
心地よく,気分よく,8.4,9,9,8,8,8
