word1,word2,mean,ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,tag,mecab,ambiguity
プロフィール,実態,5,5,0,8,9,3,3,8,8,5,6,noun,yes,no
プロフィール,身上,7.4,5,7,8,8,9,8,9,8,5,9,noun,yes,no
プロフィール,身分,6.8,9,3,6,9,7,3,6,8,8,2,noun,yes,no
プロフィール,正体,7,4,6,8,9,8,8,6,5,8,3,noun,yes,no
プロフィール,素性,8,7,7,9,9,8,8,7,7,6,6,noun,yes,no
ベース,メインカラー,6.4,6,6,8,7,5,8,7,9,3,2,noun,no,n/a
ベース,基礎,9,9,9,10,9,8,9,10,9,9,10,noun,yes,no
ベース,背骨,7.2,7,5,8,9,7,7,4,6,8,2,noun,yes,no
ベース,基盤,8.2,5,9,9,10,8,10,7,7,9,7,noun,yes,no
ベース,軸,6.8,5,7,6,9,7,10,6,6,9,6,noun,yes,no
ベース,地色,8.4,9,8,8,9,8,10,6,5,8,5,noun,yes,no
ベース,骨格,6.8,2,7,8,9,8,10,8,7,9,3,noun,yes,no
ベース,骨組み,7.6,6,8,8,10,6,6,6,8,6,7,noun,yes,no
ほほえみ,微笑み,10,10,10,10,10,10,10,10,10,10,10,noun,yes,yes
まとめ,概略,8.8,7,10,10,9,8,8,7,9,9,9,noun,yes,no
まとめ,要旨,8.6,8,10,10,8,7,9,9,9,9,9,noun,yes,no
まとめ,大筋,7.6,10,5,6,9,8,6,8,8,9,7,noun,yes,no
まとめ,あらまし,7.2,6,4,8,9,9,4,7,7,8,6,noun,yes,no
まとめ,概要,8.4,9,10,8,9,6,5,8,7,9,6,noun,yes,no
まとめ,要点,9,8,10,9,9,9,9,6,9,8,7,noun,yes,no
みんな,人民,6.4,5,4,9,6,8,4,9,9,8,8,noun,yes,no
みんな,人々,6.6,5,7,5,9,7,8,7,6,8,6,noun,yes,no
みんな,国民,7.4,10,5,4,10,8,7,4,4,9,6,noun,yes,no
みんな,民,7,6,6,6,10,7,7,6,4,9,6,noun,yes,no
みんな,市民,7.4,6,7,7,9,8,7,6,6,9,2,noun,yes,no
みんな,大衆,8.2,6,10,8,10,7,9,6,9,7,6,noun,yes,no
みんな,民衆,8.4,6,10,8,10,8,9,7,9,6,5,noun,yes,no
メインカラー,基調,7.4,6,6,9,8,8,6,6,9,7,0,noun,no,n/a
メインカラー,地色,8.4,9,9,9,8,7,8,7,8,9,7,noun,no,n/a
メインカラー,軸,4.8,5,1,4,8,6,6,3,5,8,2,noun,no,n/a
メインカラー,基本,4.8,4,3,4,9,4,3,4,7,3,5,noun,no,n/a
もと,基盤,6.2,8,2,9,8,4,5,6,9,8,9,noun,yes,no
もと,基礎,8.6,10,8,9,9,7,8,7,6,9,6,noun,yes,no
もと,基調,7.4,10,7,5,9,6,3,6,4,9,4,noun,yes,no
もの,物,9.8,10,10,10,9,10,10,10,10,10,10,noun,yes,no
モノ,物体,8.6,8,8,10,8,9,8,8,9,9,10,noun,yes,no
モノ,物,9.8,10,10,10,9,10,10,10,10,10,10,noun,yes,no
モノ,もの,9.6,10,10,10,8,10,10,10,10,10,10,noun,yes,no
モノ,物質,7.8,8,8,10,5,8,8,7,9,8,9,noun,yes,no
もの,物体,8.8,10,6,9,10,9,9,8,7,9,7,noun,yes,no
もの,物質,8.8,10,7,9,10,8,7,7,8,9,7,noun,yes,no
やり方,道筋,7,8,2,9,8,8,7,6,8,8,7,noun,yes,no
やり方,術,7.6,8,5,8,9,8,9,8,9,8,9,noun,yes,no
やり方,手段,8.2,6,9,10,10,6,8,9,8,9,7,noun,yes,no
やり方,道,5.6,0,7,6,9,6,7,6,4,8,6,noun,yes,no
やり方,方法,9.4,9,10,9,10,9,9,9,7,8,7,noun,yes,no
やり方,すべ,8.8,7,10,9,10,8,8,7,9,7,5,noun,yes,no
ユニフォーム,衣装,7.6,8,6,10,5,9,9,9,8,8,10,noun,yes,no
ユニフォーム,衣服,7.4,8,5,9,7,8,6,9,8,8,8,noun,yes,no
ユニフォーム,コスチューム,7.8,8,7,8,9,7,8,7,5,7,6,noun,yes,no
よりどころ,慰め,6,10,6,4,6,4,1,6,3,8,2,noun,no,n/a
リーダー,総統,8,6,8,8,10,8,9,8,7,9,7,noun,yes,no
リーダー,頭,7.6,8,5,9,9,7,8,7,10,8,1,noun,yes,no
リーダー,ホープ,3.6,0,1,6,7,4,8,3,4,5,1,noun,yes,no
リムジン,大型高級車,6.6,8,6,8,9,2,8,3,2,9,4,noun,no,n/a
リムジン,大型高級乗用車,8.2,8,9,8,10,6,6,3,7,7,7,noun,no,n/a
リムジン,高級外車,7.6,7,7,9,9,6,6,3,8,6,6,noun,no,n/a
一番,第一番,9,10,9,10,7,9,8,6,9,10,10,noun,no,n/a
一番,一番手,7.8,8,9,8,9,5,7,7,8,8,8,noun,no,n/a
一番,先頭,6.2,7,0,9,7,8,6,9,9,8,10,noun,yes,no
一番,筆頭,6.4,3,7,5,9,8,9,5,4,9,6,noun,yes,no
一番手,第一番,7,7,3,9,8,8,7,2,9,9,9,noun,no,n/a
一番手,筆頭,8.4,8,8,9,10,7,5,6,8,8,7,noun,no,n/a
一番手,先頭,7.2,7,7,6,8,8,9,6,8,8,7,noun,no,n/a
一続き,全行程,5.6,0,4,7,9,8,3,6,4,7,4,noun,no,n/a
一般人,一般市民,8.8,8,8,10,9,9,7,10,9,10,9,noun,yes,no
一般人,民,7.8,8,6,9,8,8,7,9,9,9,8,noun,yes,no
一般人,民衆,7.8,7,6,8,10,8,8,7,6,9,7,noun,yes,no
一般人,大衆,7.4,5,7,7,10,8,8,6,9,8,7,noun,yes,no
一般市民,国民,7.6,6,6,10,8,8,9,9,9,8,8,noun,yes,no
一般市民,大衆,7.6,6,7,7,10,8,8,8,6,8,7,noun,yes,no
一般市民,人々,7.4,6,6,7,10,8,7,7,8,7,7,noun,yes,no
一般市民,民,7.8,6,7,8,10,8,9,6,10,7,7,noun,yes,no
一通り,全行程,7,7,5,9,8,6,5,6,8,9,6,noun,no,n/a
一通り,一続き,6.8,3,7,7,9,8,4,7,6,8,4,noun,no,n/a
一通り,ひとまとまり,7.8,5,10,7,9,8,6,6,8,6,3,noun,no,n/a
一通り,全て,6.2,5,6,4,9,7,7,6,6,7,5,noun,yes,no
一通り,一連,8,7,8,9,9,7,10,6,9,7,7,noun,yes,no
一通り,全部,7.4,7,6,9,7,8,9,6,9,7,6,noun,yes,no
一連,全行程,7,7,2,9,9,8,6,9,8,9,7,noun,no,n/a
一連,一続き,5.2,2,2,7,7,8,10,3,7,9,3,noun,no,n/a
一連,ひとまとまり,8.4,10,7,8,9,8,4,6,3,8,0,noun,no,n/a
一連,全部,6.2,5,3,6,9,8,2,6,3,6,6,noun,yes,no
一連,全て,7.6,7,6,9,8,8,7,6,6,4,6,noun,yes,no
上司,役員,6.4,5,6,8,7,6,7,8,7,7,8,noun,yes,no
上司,上層部,7.4,7,6,9,9,6,9,6,5,8,2,noun,yes,no
上司,幹部,6.8,7,7,6,8,6,6,6,5,8,3,noun,yes,no
上層部,重役,8.2,7,8,9,9,8,6,7,9,9,8,noun,yes,no
上層部,重鎮,7.6,6,8,8,9,7,8,6,8,7,3,noun,yes,no
上層部,幹部,7.8,7,8,7,9,8,6,7,9,8,6,noun,yes,no
上役,幹部,7.6,7,6,8,9,8,8,8,8,9,6,noun,yes,no
上役,重役,8.4,7,9,9,9,8,8,7,8,8,6,noun,yes,no
世間,市井,6.6,8,3,9,5,8,4,3,9,7,8,noun,yes,no
世間,皆,7.4,7,4,10,8,8,6,9,9,7,8,noun,yes,no
世間,聴衆,6.2,5,3,8,9,6,9,6,7,4,2,noun,yes,no
世間,群衆,7.6,6,7,8,9,8,9,6,9,7,5,noun,yes,no
中,境内,6,6,5,3,8,8,6,5,4,5,2,noun,yes,no
中,敷地内,4.4,6,1,3,7,5,8,4,5,6,1,noun,yes,no
中心,基盤,6.4,6,5,9,7,5,5,6,8,7,8,noun,yes,no
中心,ベース,5.4,4,3,5,9,6,5,7,5,8,5,noun,yes,no
中心,基調,6.8,8,4,8,9,5,8,6,9,6,2,noun,yes,no
中心人物,重役,5.6,5,0,7,9,7,5,6,8,8,2,noun,yes,no
中心人物,主要人物,7.4,8,3,8,10,8,9,7,6,9,7,noun,yes,no
中心人物,幹部,7.6,7,6,8,9,8,6,6,6,8,5,noun,yes,no
主要,要旨,7.8,8,5,10,9,7,6,6,9,8,8,noun,yes,no
人,群衆,7.6,8,6,9,7,8,6,9,9,7,7,noun,yes,no
人,一般市民,6.6,6,4,6,9,8,7,6,5,8,8,noun,yes,no
人,大衆,7,5,5,7,10,8,8,6,7,9,6,noun,yes,no
人,市民,7.2,6,6,7,9,8,8,6,5,9,7,noun,yes,no
人,民,7.8,6,7,8,10,8,7,6,9,9,8,noun,yes,no
人,一般人,6.8,6,5,5,10,8,8,6,9,7,7,noun,yes,no
人々,皆,7.2,6,5,9,9,7,7,8,9,7,8,noun,yes,no
人々,民衆,8.4,8,7,10,9,8,6,8,9,7,8,noun,yes,no
人々,人民,8.4,8,7,10,9,8,6,9,9,8,8,noun,yes,no
人々,一般人,5.8,5,3,3,10,8,7,7,4,8,7,noun,yes,no
人々,大衆,6.8,5,5,6,10,8,7,6,7,8,7,noun,yes,no
人々,市民,7,6,5,6,10,8,8,7,7,9,7,noun,yes,no
人々,聴衆,7.2,7,6,7,9,7,5,6,7,9,6,noun,yes,no
人々,庶民,7.4,5,7,8,10,7,9,6,9,8,8,noun,yes,no
人々,世間,6.4,6,2,7,10,7,6,6,9,8,8,noun,yes,no
人々,民,7.4,5,7,7,10,8,8,6,9,7,7,noun,yes,no
人々,群衆,7.8,6,7,8,10,8,8,6,9,8,6,noun,yes,no
人々,市井,6.8,6,3,8,10,7,6,6,6,7,6,noun,yes,no
人々,人,8.2,7,7,9,10,8,10,8,8,9,7,noun,yes,no
人民,庶民,8,7,7,10,8,8,8,9,9,9,8,noun,yes,no
人民,大衆,7.2,7,4,7,10,8,5,7,7,8,6,noun,yes,no
人民,群衆,7,5,5,7,10,8,8,7,9,8,7,noun,yes,no
人民,民,7.8,8,5,8,10,8,9,8,9,8,8,noun,yes,no
人民,民衆,7.6,6,5,9,10,8,9,6,9,7,6,noun,yes,no
任務,職質,5,2,6,3,6,8,2,2,0,7,2,noun,no,n/a
任務,職分,6.4,7,2,9,7,7,7,7,9,8,10,noun,yes,no
任務,役回り,8.2,8,8,9,9,7,8,6,9,6,9,noun,yes,no
任務,職務,7.8,5,8,8,10,8,4,8,8,9,6,noun,yes,no
任務,業務,8,7,6,9,10,8,7,7,7,8,3,noun,yes,no
任務,業種,4.4,0,2,8,8,4,6,6,7,7,5,noun,yes,no
任務,責務,7,8,2,8,9,8,8,7,8,8,3,noun,yes,no
体,姿勢,5,6,2,7,5,5,3,9,7,5,8,noun,yes,no
体,上半身,4.8,6,3,6,7,2,5,2,4,4,5,noun,yes,no
体,体勢,5,2,3,5,8,7,9,4,8,4,6,noun,yes,no
体勢,体位,8,8,6,9,8,9,6,9,9,9,9,noun,yes,no
体勢,現状,3.8,3,0,4,7,5,4,7,0,3,8,noun,yes,no
体勢,上半身,2.8,0,1,5,6,2,4,2,3,4,3,noun,yes,no
作戦,手口,7.4,7,6,8,9,7,8,7,9,7,8,noun,yes,no
俺,己,8.4,10,4,10,9,9,9,8,9,10,9,noun,yes,no
俺,僕,9.8,10,10,10,10,9,9,10,9,10,9,noun,yes,no
俺,私,9.2,8,9,10,10,9,10,9,10,9,7,noun,yes,no
傾向,色彩,3,0,0,3,7,5,0,3,1,6,0,noun,yes,no
傾向,基調,5.8,7,2,5,8,7,7,6,7,5,5,noun,yes,no
傾向,雰囲気,4.8,0,2,8,8,6,6,3,4,4,7,noun,yes,no
僕,私,9.4,10,8,10,10,9,9,9,9,10,8,noun,yes,no
僕,己,8.2,10,4,10,8,9,9,9,9,10,8,noun,yes,no
元気,気休め,2.4,4,1,0,5,2,3,3,0,4,0,noun,yes,no
元気,救い,2.8,4,0,4,5,1,3,3,0,6,5,noun,yes,yes
元気,慰め,2.8,4,0,3,5,2,3,6,0,5,5,noun,yes,no
元気,気晴らし,3.2,1,4,3,5,3,3,2,3,0,0,noun,yes,no
元気,慰安,3.2,0,2,5,5,4,7,3,2,2,0,noun,yes,no
元気付け,気遣い,4.2,4,3,3,7,4,3,2,3,7,6,noun,no,n/a
元気付け,慰め,6.2,7,5,8,3,8,9,7,7,7,6,noun,no,n/a
先頭,端緒,4,1,3,3,8,5,0,4,4,5,6,noun,yes,no
先頭,皮切り,5.2,1,0,8,10,7,6,6,7,2,6,noun,yes,no
先頭,始まり,6,5,6,6,5,8,9,6,6,9,7,noun,yes,yes
先頭,トップ,8.6,9,7,9,9,9,9,8,8,9,8,noun,yes,no
先頭,皮きり,7.6,8,4,9,10,7,8,7,9,8,7,noun,yes,no
先頭,頂点,3.6,6,2,5,1,4,9,6,5,6,4,noun,yes,no
先頭,筆頭,7,7,5,6,9,8,9,6,8,8,5,noun,yes,no
全て,ひとつながり,7,7,10,7,5,6,4,5,7,8,6,noun,no,n/a
全て,ひとまとまり,7.4,10,1,9,9,8,3,7,7,8,5,noun,no,n/a
全て,ひととおり,8,10,5,8,9,8,8,5,4,8,6,noun,no,n/a
全て,全部,9.4,8,10,10,10,9,9,10,9,10,10,noun,yes,no
全て,すべて,10,10,10,10,10,10,10,10,9,10,10,noun,yes,no
全容,概略,6.8,7,5,9,4,9,7,8,9,6,10,noun,yes,no
全容,あらまし,9,9,10,9,9,8,7,9,9,8,9,noun,yes,no
全容,要旨,5.8,4,4,7,7,7,6,8,7,6,8,noun,yes,no
全容,概要,7.6,8,7,7,9,7,8,7,9,7,7,noun,yes,no
全行程,ひとつながり,8.2,7,10,8,9,7,6,6,7,6,5,noun,no,n/a
全部,ひとまとまり,8.8,8,10,9,9,8,8,9,9,9,9,noun,no,n/a
全部,ひとつながり,6.4,2,10,6,9,5,8,6,7,6,2,noun,no,n/a
内容,議事,5.6,7,4,8,4,5,5,6,0,8,9,noun,yes,no
内容,全容,6.6,5,5,7,8,8,7,9,8,8,8,noun,yes,no
内容,テーマ,7.2,6,6,10,7,7,7,5,7,6,8,noun,yes,no
内容,主要,5.4,6,4,4,6,7,4,6,6,8,5,noun,yes,no
内容,要旨,7.8,7,7,8,9,8,8,6,7,7,6,noun,yes,no
内容,あらまし,8.6,7,10,8,10,8,6,7,8,6,7,noun,yes,no
内容,大筋,7.4,7,8,6,9,7,4,7,8,6,7,noun,yes,no
内容,要点,5.4,3,6,5,7,6,8,4,3,4,5,noun,yes,no
内容,概要,7.2,7,8,5,9,7,9,7,8,7,6,noun,yes,no
内容,概略,5.6,6,2,6,7,7,8,7,7,6,7,noun,yes,no
内容,おおすじ,7.8,6,10,6,9,8,9,7,9,4,6,noun,yes,no
最初,第一番,8,8,6,10,8,8,6,6,9,9,10,noun,no,n/a
最初,一番手,7.4,8,7,9,8,5,7,9,9,7,9,noun,no,n/a
最初,筆頭,6,3,2,9,8,8,7,5,9,6,10,noun,yes,no
最初,先頭,7.4,7,5,9,8,8,7,10,9,9,10,noun,yes,no
最初,端緒,5.6,2,5,4,9,8,7,4,6,7,5,noun,yes,no
最初,皮切り,6.8,2,7,7,10,8,8,7,4,9,6,noun,yes,no
最初,手始め,7.8,8,6,8,9,8,6,7,7,8,7,noun,yes,no
最初,一番,8.6,8,9,9,9,8,8,6,8,9,6,noun,yes,no
出身,素性,5.8,6,3,9,3,8,4,7,9,9,9,noun,yes,no
出身,身元,6.8,8,3,9,6,8,7,8,9,9,9,noun,yes,no
出身,正体,5.6,7,0,10,6,5,6,6,8,8,6,noun,yes,no
出身,情報,2.6,0,2,3,6,2,4,3,1,5,0,noun,yes,no
出身,経歴,5.2,0,2,8,9,7,9,6,1,4,7,noun,yes,no
出身,生い立ち,6.4,3,3,9,9,8,6,6,9,6,4,noun,yes,yes
制服,コスチューム,7.4,7,5,10,7,8,7,9,9,8,10,noun,yes,no
制服,衣服,7.4,5,8,9,8,7,6,8,8,7,8,noun,yes,no
制服,ユニフォーム,8.4,9,7,9,9,8,10,8,8,9,5,noun,yes,no
制服,衣装,7.6,8,8,6,9,7,8,4,4,7,7,noun,yes,no
務め,職務,7.8,8,6,10,8,7,8,6,9,9,8,noun,yes,no
務め,任務,7.6,5,7,8,10,8,3,7,7,9,6,noun,yes,no
