word1,word2,mean,ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,tag,mecab,form1,form2,ambiguity
いかにも,まさに,7.2,9,8,9,4,6,4,8,6,3,5,adverb,yes,,,no
いかにも,まったく,4.8,8,0,7,5,4,2,0,3,1,5,adverb,yes,,,no
いかにも,あたかも,5.4,0,8,3,8,8,8,6,9,7,2,adverb,yes,,,no
いかにも,まさしく,8.2,10,8,5,9,9,8,6,8,7,6,adverb,yes,,conj_adj,no
いかにも,まことに,5.6,5,3,3,9,8,5,6,0,7,7,adverb,yes,,,no
いかにも,明らかに,7,7,6,9,7,6,5,9,6,2,5,adverb,yes,,,yes
いかにも,あからさまに,5.6,8,3,8,5,4,7,1,2,7,3,adverb,yes,,,yes
いささか,わずかばかり,7,8,9,4,8,6,7,5,9,8,4,adverb_phrase,no,,,n/a
いささか,結構,4,3,5,5,7,0,3,7,6,9,3,adverb,yes,,,no
いささか,若干,5.6,3,6,7,8,4,9,6,7,9,6,adverb,yes,,,no
いささか,なかなか,2.2,2,0,3,1,5,5,4,3,2,6,adverb,yes,,,no
いささか,ちょっと,7.6,6,8,8,9,7,7,6,8,8,5,adverb,yes,,,no
いささか,まあまあ,3.4,2,5,5,4,1,4,6,7,3,5,adverb,yes,,,no
いささか,いくばくか,6.8,4,8,8,8,6,7,9,6,8,5,adverb,yes,,,yes
いっせいに,大量に,5.4,6,6,2,8,5,2,5,6,2,6,adverb,yes,,,yes
いっせいに,盛大に,5.8,7,6,3,6,7,7,7,2,2,6,adverb,yes,,,yes
いっそう,一層,10,10,10,10,10,10,10,10,10,10,9,adverb,yes,,,no
いっそう,一段と,7.6,6,9,5,9,9,8,6,9,7,7,adverb,yes,,,no
いっぱい,多数,8.4,10,9,8,8,7,8,8,7,8,7,adverb,yes,,,no
いっぱい,いっせいに,3,5,0,0,5,5,3,0,7,4,5,adverb,yes,,,no
いっぱい,盛大に,8.2,10,7,8,9,7,5,7,4,5,6,adverb,yes,,,yes
いっぱい,窮屈そうに,6.6,9,7,8,7,2,8,8,3,3,1,adverb,yes,,,yes
いっぱい,大量に,8,9,8,5,9,9,7,8,9,8,7,adverb,yes,,,yes
いっぱいに,たくさん,8.8,10,9,8,10,7,9,9,7,9,8,adverb,yes,,,yes
いっぱいに,ずらりと,7.4,9,5,8,8,7,4,7,6,6,3,adverb,yes,,,yes
いっぱいに,ぎっしり,8.2,8,8,7,9,9,8,8,9,8,9,adverb,yes,,,yes
いっぱいに,ぎゅうぎゅうに,7.6,6,7,6,9,10,6,7,9,8,7,adverb,yes,,,yes
いっぱいに,びっしりと,8.2,7,8,8,9,9,6,7,9,8,7,adverb,yes,,,yes
いっぱいに,ぎっしりと,7.4,7,6,7,8,9,6,7,9,8,6,adverb,yes,,,yes
いっぱいに,びっしり,7.2,7,7,4,9,9,6,8,7,8,6,adverb,yes,,,yes
いまや,もはや,7.2,8,6,7,8,7,5,4,7,8,3,adverb,yes,,,no
いまや,よもや,3.6,4,0,7,0,7,7,0,8,0,1,adverb,yes,,,no
おおむね,概して,8.8,10,10,9,10,5,8,9,9,9,5,adverb,yes,,,no
おおむね,全般的に,7.6,8,5,8,9,8,6,8,8,9,8,adverb,yes,,,yes
かすかに,少しばかり,7.6,9,7,7,9,6,7,7,4,8,7,adverb,no,,,n/a
かすかに,若干,7.2,5,7,7,8,9,6,8,8,8,7,adverb,no,,,n/a
かすかに,少々,6.4,6,5,6,7,8,6,7,4,8,5,adverb,yes,,,yes
かすかに,いささか,3.8,0,5,7,4,3,9,7,3,7,7,adverb,yes,,,yes
かすかに,多少,4.4,2,4,7,3,6,8,6,6,8,3,adverb,yes,,,yes
かなり,少しばかり,1,0,0,1,0,4,1,0,3,0,5,adverb_phrase,no,,,n/a
かなり,まあまあ,2.2,3,5,3,0,0,7,6,5,0,5,adverb,yes,,,no
かなり,一段と,6.8,8,6,8,9,3,6,7,7,9,6,adverb,yes,,,no
かなり,少々,0.8,0,3,1,0,0,1,2,2,0,0,adverb,yes,,,no
かなり,いささか,2.4,7,0,1,0,4,1,0,3,1,1,adverb,yes,,,no
かなり,結構,8.6,10,8,8,10,7,9,9,7,8,6,adverb,yes,,,no
かなり,ぐんと,8,8,9,9,8,6,6,9,7,7,7,adverb,yes,,,no
かなり,少し,0.2,0,0,0,1,0,2,0,0,0,5,adverb,yes,,,no
かなり,いっそう,3.6,0,5,1,4,8,6,7,8,6,5,adverb,yes,,,no
かなり,ずっと,5.2,5,7,0,5,9,4,7,5,5,7,adverb,yes,,,no
かなり,しっかりと,4,6,1,5,6,2,8,1,4,0,5,adverb,yes,,,yes
かなり,非常に,8.2,10,7,9,8,7,9,8,6,8,6,adverb,yes,,,yes
かなり,急に,5.2,8,6,4,2,6,7,4,6,0,5,adverb,yes,,,yes
ぎっしり,ぎっしりと,9.8,10,10,10,10,9,10,10,7,10,9,adverb,no,,,n/a
ぎっしり,いっぱい,9,10,9,9,10,7,8,9,8,7,6,adverb,yes,,,no
ぎっしり,たくさん,9,10,9,9,9,8,7,9,6,3,5,adverb,yes,,,no
ぎっしり,ぎゅうぎゅうと,7.8,8,6,7,9,9,7,9,8,8,8,adverb,yes,,,yes
ぎっしり,ぎゅうぎゅうに,7.8,8,6,7,9,9,7,9,8,8,8,adverb,yes,,,yes
ぎっしり,細密に,7.6,8,6,8,9,7,9,8,6,6,3,adverb,yes,,,yes
ぎっしり,大量に,8.4,10,7,9,9,7,7,8,5,3,5,adverb,yes,,,yes
ぎっしり,窮屈そうに,5.6,5,5,4,6,8,4,6,7,4,6,adverb,yes,,,yes
ぎっしりと,びっしりと,9,10,9,9,10,7,10,8,8,8,5,adverb,yes,,,yes
ぎっしりと,細密に,4.6,1,6,0,7,9,6,6,3,5,3,adverb,yes,,,yes
ぎっしりと,大量に,6.6,6,6,3,9,9,6,7,7,8,5,adverb,yes,,,yes
きっぱり,きっぱりと,8.8,9,8,9,9,9,10,10,6,9,10,adverb,no,,,n/a
きっぱり,断固,6,8,5,8,9,0,8,8,7,9,7,adverb,yes,,,no
きっぱり,頑として,8.2,10,9,8,8,6,9,7,8,1,2,adverb,yes,,,no
きっぱり,断じて,8.2,8,9,8,10,6,9,9,7,8,5,adverb,yes,,,no
きっぱり,断然,7.2,2,10,9,8,7,10,9,7,5,5,adverb,yes,,,no
きっぱり,毅然と,7.6,8,8,3,9,10,7,8,9,7,7,adverb,yes,,,no
きっぱり,絶対に,5.8,7,2,4,9,7,7,7,7,8,6,adverb,yes,,,yes
きっぱり,確実に,5.4,8,0,8,6,5,6,8,7,6,5,adverb,yes,,,yes
きっぱりと,断然として,7.4,8,6,5,9,9,5,8,6,9,8,adverb,no,,,n/a
きっぱりと,頑として,6.8,8,5,6,9,6,7,9,7,9,6,adverb,yes,,,yes
きっぱりと,断固,7.2,8,6,8,9,5,7,9,7,9,7,adverb,yes,,,yes
きっぱりと,絶対に,5,0,4,4,8,9,6,6,8,5,7,adverb,yes,,,yes
きっぱりと,断じて,6,8,2,2,9,9,7,8,9,7,6,adverb,yes,,,yes
きっぱりと,毅然と,8.2,8,8,6,9,10,7,8,9,7,7,adverb,yes,,,yes
ぎゅうぎゅうと,びっしり,9,10,10,8,10,7,9,9,6,8,3,adverb,yes,,,yes
きょうび,もはや,3.6,0,4,5,9,0,8,3,1,1,2,adverb,no,,,n/a
きょうび,現在は,6.4,8,4,7,7,6,5,9,8,9,10,adverb,no,,,yes
きょうび,現在では,7,6,8,5,9,7,8,8,9,7,6,adverb,no,,,yes
ぎりぎり,辛うじて,8.4,9,9,8,10,6,9,9,7,8,7,adverb,yes,,,no
ぎりぎり,なんとか,7.4,8,7,7,9,6,7,7,7,6,7,adverb,yes,,,no
ぎりぎり,辛くも,7.4,7,7,5,9,9,7,7,9,8,7,adverb,yes,,,no
ぎりぎりで,辛うじて,7.4,7,6,7,9,8,7,9,7,8,6,adverb,yes,,,yes
ぎりぎりで,やっと,6,5,7,4,9,5,7,5,5,7,4,adverb,yes,,,yes
ぐっと,一気に,5.6,5,3,7,8,5,7,7,7,8,5,adverb,yes,,,no
ぐっと,いっそう,4.6,3,4,8,8,0,6,6,7,9,5,adverb,yes,,,no
ぐっと,一段と,7.4,7,8,8,8,6,7,7,7,7,6,adverb,yes,,,no
ぐっと,ぐんと,8.2,10,9,9,7,6,8,0,9,8,6,adverb,yes,,,no
ぐっと,一層,7.6,9,9,7,7,6,9,9,7,6,5,adverb,yes,,,no
ぐっと,とても,5,2,6,0,9,8,3,5,8,7,5,adverb,yes,,,no
ぐっと,急に,4,3,5,8,4,0,7,5,6,1,5,adverb,yes,,,yes
ぐっと,大幅に,6.2,6,3,5,8,9,6,5,7,7,7,adverb,yes,,,yes
ぐっと,劇的に,7.8,7,7,7,9,9,7,6,8,7,7,adverb,yes,,,yes
ぐんと,急に,7.4,6,6,8,8,9,7,3,9,9,8,adverb,no,,,n/a
ぐんと,ずっと,5.2,7,5,7,7,0,5,7,3,0,5,adverb,yes,,,no
ぐんと,いっそう,4.6,7,6,5,5,0,6,8,6,7,5,adverb,yes,,,no
ぐんと,一気に,8.6,9,9,8,10,7,7,9,8,9,6,adverb,yes,,,no
ぐんと,一層,7.6,9,9,7,7,6,7,7,7,8,6,adverb,yes,,,no
ぐんと,随分,5,5,5,3,8,4,6,5,5,6,6,adverb,yes,,,no
ぐんと,一段と,7,6,7,5,8,9,7,5,9,7,6,adverb,yes,,,no
ぐんと,大幅に,7,7,6,8,8,6,7,5,6,7,5,adverb,yes,,,yes
ぐんと,劇的に,7.2,8,6,8,8,6,7,7,5,7,5,adverb,yes,,,yes
ぐんと,しっかりと,5.2,5,0,8,9,4,7,6,3,6,3,adverb,yes,,,yes
ぐんと,非常に,5.2,2,6,9,5,4,7,4,3,3,5,adverb,yes,,,yes
これぞ,正に,6.8,8,6,7,8,5,6,7,8,2,5,adverb,yes,,,no
これぞ,まさに,7,7,6,8,9,5,6,6,7,0,5,adverb,yes,,,no
これぞ,いかにも,4.6,3,7,0,9,4,6,6,0,7,7,adverb,yes,,,no
こんがり,こんがりと,9.4,9,9,9,10,10,7,10,9,9,9,adverb,no,,,n/a
こんがり,しっかり,3.4,8,4,3,2,0,0,5,4,0,2,adverb,yes,,,no
さながら,あたかも,7.6,9,5,8,9,7,10,9,7,7,5,adverb,yes,,,no
さながら,まるで,7,9,8,2,7,9,7,5,9,9,7,adverb,yes,,,no
さながら,いわば,6,1,8,3,9,9,7,5,9,4,6,adverb,yes,,,yes
さほど,大して,8,10,9,7,8,6,9,9,7,7,5,adverb,yes,,,no
さほどは,さほど,8.6,9,8,9,9,8,9,9,6,8,10,adverb,no,,,n/a
さも,まことに,3.8,7,5,4,3,0,4,5,6,0,4,adverb,yes,,,no
さも,実に,5.2,10,0,8,4,4,6,0,3,3,5,adverb,yes,,,no
さも,あたかも,8.4,9,7,8,8,10,8,5,8,5,5,adverb,yes,,,no
さらに,一段と,7.4,8,4,8,9,8,7,8,7,9,7,adverb,yes,,,no
さらに,一層,8.6,9,9,8,10,7,8,9,7,9,6,adverb,yes,,,no
さらに,ぐんと,6.4,5,6,6,7,8,7,3,8,0,5,adverb,yes,,,no
さらに,とても,4.8,0,6,1,8,9,4,8,8,0,3,adverb,yes,,,no
さらに,ずっと,2,2,1,0,5,2,2,5,0,0,4,adverb,yes,,,no
さらに,いっそう,8,7,9,6,9,9,7,8,9,8,8,adverb,yes,,,no
さらに,ぐっと,5.8,6,5,3,7,8,7,5,8,7,5,adverb,yes,,,no
さらに,大幅に,6.6,6,8,6,8,5,8,5,5,4,5,adverb,yes,,,yes
しっかり,完全に,7,8,4,7,9,7,7,9,6,1,7,adverb,no,,,n/a
しっかり,絶対,5.6,6,4,7,5,6,4,6,2,5,7,adverb,yes,,,no
しっかり,必ず,6.4,8,6,6,5,7,5,7,3,7,7,adverb,yes,,,no
しっかり,断然,6.2,5,8,7,5,6,8,7,6,2,5,adverb,yes,,,no
しっかり,断固,7.6,9,8,8,7,6,9,9,7,7,5,adverb,yes,,,no
しっかり,きっぱり,6.6,10,4,8,5,6,8,4,7,6,5,adverb,yes,,,no
しっかり,頑として,5.6,6,5,1,8,8,6,5,7,6,3,adverb,yes,,,no
しっかり,絶対に,6.8,6,7,8,7,6,8,4,4,6,5,adverb,yes,,,yes
しっかり,確実に,7.6,6,8,8,8,8,7,7,7,8,8,adverb,yes,,,yes
しっかりと,こんがりと,4.2,8,6,5,2,0,0,5,3,0,2,adverb,yes,,,yes
しっかりと,いっそう,3.2,7,5,3,1,0,3,5,3,7,7,adverb,yes,,,yes
しっかりと,十分に,7.2,8,7,6,10,5,9,4,6,8,7,adverb,yes,,,yes
しっかりと,一段と,6.2,2,8,9,6,6,4,8,3,6,3,adverb,yes,,,yes
しっかりと,ずっと,3.2,6,0,5,0,5,6,0,2,6,7,adverb,yes,,,yes
しっかりと,タップリと,5,5,1,4,8,7,6,6,4,0,4,adverb,yes,,,yes
しっかりと,思う存分に,5.8,2,6,4,9,8,6,5,1,1,3,adverb,yes,,,yes
しばしば,頻繁に,7.2,9,9,8,8,2,8,1,8,8,6,adverb,no,,,n/a
しばしば,しょっちゅう,6.8,7,7,4,9,7,7,9,8,0,8,adverb,yes,,,no
しばしば,時折,5.4,8,6,5,8,0,8,8,3,9,5,adverb,yes,,,no
しばしば,まあまあ,6.2,7,7,6,6,5,6,7,3,5,7,adverb,yes,,,no
しばしば,度々,7.8,10,5,9,8,7,2,9,8,9,6,adverb,yes,,,no
しばしば,しきりに,4.2,3,0,9,7,2,0,0,8,7,6,adverb,yes,,,no
しばしば,かなり,6.8,9,8,8,7,2,9,0,6,7,7,adverb,yes,,,no
しばしば,結構,6.8,6,7,6,8,7,6,6,7,2,5,adverb,yes,,,no
しばしば,時として,3.8,2,7,2,2,6,7,7,0,3,7,adverb,yes,,,no
しばしば,時おり,4.2,2,7,3,3,6,6,7,9,3,7,adverb,yes,,,no
しょせん,しょせんは,8.8,9,8,9,10,8,9,9,6,9,10,adverb,no,,,n/a
しょせん,結局,7.2,7,6,6,9,8,3,8,7,9,6,adverb,yes,,,no
しょせん,どだい,7.4,8,5,8,9,7,6,9,8,9,5,adverb,yes,,,no
しょせん,どうせ,8,7,7,7,9,10,6,3,9,8,7,adverb,yes,,,no
しょせん,所詮,10,10,10,10,10,10,10,10,10,10,10,adverb,yes,,,no
しょせん,結局は,6.8,6,5,8,9,6,6,4,7,9,7,adverb,yes,,,yes
しょせんは,結果的に,5.8,6,4,6,7,6,8,6,3,4,7,adverb,yes,,,yes
しょっちゅう,結構,7,7,7,8,6,7,7,8,4,7,6,adverb,yes,,,no
しょっちゅう,かなり,7.4,6,7,7,8,9,7,8,6,3,4,adverb,yes,,,no
すっかり,さも,2.4,0,1,0,8,3,3,5,0,0,3,adverb,yes,,,no
ずっと,一段と,4.2,7,4,2,8,0,1,7,4,8,5,adverb,yes,,,no
ずっと,随分,6.8,5,9,9,7,4,6,5,3,7,5,adverb,yes,,,no
ずっと,いっそう,4.8,7,2,8,2,5,5,7,3,6,6,adverb,yes,,,no
ずっと,ぐっと,3,0,2,0,8,5,2,2,7,1,2,adverb,yes,,,no
ずっと,大幅に,4,8,3,4,5,0,2,6,3,3,7,adverb,yes,,,yes
ずっと,劇的に,4,7,5,0,8,0,1,4,5,0,3,adverb,yes,,,yes
すでに,今日では,2.4,0,6,3,0,3,7,4,7,0,2,adverb,no,,,n/a
すでに,今では,7.8,9,9,8,7,6,9,8,7,7,6,adverb,no,,,n/a
すでに,現在では,5.2,6,2,3,8,7,6,3,7,4,1,adverb,no,,,n/a
すでに,今や,6.6,6,4,8,8,7,6,8,7,8,3,adverb,yes,,,no
すでに,既に,10,10,10,10,10,10,10,10,10,10,10,adverb,yes,,,no
すでに,実際,3.8,6,6,1,0,6,8,7,6,1,1,adverb,yes,,,no
すでに,すっかり,5.4,7,0,8,7,5,6,0,6,6,7,adverb,yes,,,no
すでに,現に,5.6,8,8,1,4,7,9,7,7,2,1,adverb,yes,,,no
すでに,よもや,2.4,0,5,2,5,0,7,5,0,0,5,adverb,yes,,,no
すでに,いまや,7,5,7,6,8,9,7,6,8,4,6,adverb,yes,,,no
すでに,実際に,3.6,1,8,1,0,8,8,7,7,0,2,adverb,yes,,,yes
すべて,丸々,7.6,8,5,8,9,8,7,9,6,9,8,adverb,yes,,,no
すべて,丸ごと,9.2,10,9,9,10,8,9,9,6,9,8,adverb,yes,,,no
すべて,ありのまま,6.8,8,5,9,7,5,8,8,5,2,1,adverb,yes,,,no
すべて,全て,10,10,10,10,10,10,10,10,10,10,10,adverb,yes,,,no
すべて,完全に,7.4,8,5,7,9,8,5,9,7,8,8,adverb,yes,,,yes
ずらり,びっしり,5.6,8,6,5,9,0,6,8,7,8,7,adverb,yes,,,no
ずらり,ぎっしり,7,10,7,9,2,7,4,8,5,6,6,adverb,yes,,,no
ずらり,ぎゅうぎゅうと,3.4,6,5,1,5,0,2,7,3,7,6,adverb,yes,,,yes
ずらりと,多数,5.8,7,3,5,7,7,6,8,7,8,7,adverb,yes,,,no
ずらりと,いっぱい,5,8,5,5,7,0,6,7,6,8,7,adverb,yes,,,no
ずらりと,いっせいに,6.2,6,6,1,9,9,3,3,5,3,4,adverb,yes,,,no
ずらりと,一斉に,7.2,6,6,6,9,9,3,5,8,3,6,adverb,yes,,,no
ずらりと,整然と,4.2,5,5,2,2,7,3,4,6,2,6,adverb,yes,,,no
ずらりと,盛大に,4,5,6,4,5,0,4,6,4,1,6,adverb,yes,,,yes
ずらりと,荘厳に,3,6,5,1,3,0,6,4,2,0,4,adverb,yes,,,yes
ずらりと,ぎっしりと,8.2,10,9,9,6,7,7,7,4,1,5,adverb,yes,,,yes
ずらりと,大量に,5.8,5,5,1,9,9,4,7,5,3,6,adverb,yes,,,yes
ぜひとも,なんとか,6.4,7,8,2,9,6,7,9,6,9,5,adverb,yes,,,no
ぜひとも,何とか,4,7,5,0,8,0,5,6,4,6,7,adverb,yes,,,no
ぜひとも,何とぞ,8,8,7,6,9,10,3,7,9,8,8,adverb,yes,,,no
ぜんぜん,そんなに,4.2,7,5,7,0,2,0,8,7,0,6,adverb,yes,,,no
ぜんぜん,たいして,5.8,7,2,7,5,8,3,5,7,2,6,adverb,yes,,,no
ぜんぜん,さほど,7.4,6,9,8,7,7,3,4,6,1,6,adverb,yes,,,no
ぜんぜん,さほどは,3.8,2,6,3,7,1,6,4,0,0,1,adverb,yes,,,yes
ぜんぶ,全部,10,10,10,10,10,10,10,10,10,10,10,adverb,yes,,,no
ぜんぶ,丸々,8.4,6,9,8,9,10,6,8,9,9,7,adverb,yes,,,no
そのまま,そのままを,7.6,7,6,5,10,10,7,10,9,8,9,adverb_phrase,no,,,n/a
そのまま,ありのままに,7.8,7,7,5,10,10,7,8,9,8,8,adverb_phrase,no,,,n/a
そのまま,全て,4.6,6,4,8,5,0,8,5,3,7,5,adverb,yes,,,no
そのまま,丸ごと,5.4,8,2,8,9,0,7,8,6,9,8,adverb,yes,,,no
そのまま,全部,8.2,8,9,9,8,7,8,8,6,6,2,adverb,yes,,,no
そのまま,すべて,7.4,10,6,9,6,6,8,8,7,6,5,adverb,yes,,,no
そのまま,丸々,9,10,9,9,9,8,9,5,5,9,7,adverb,yes,,,no
そのまま,何もかも,2.8,2,0,1,5,6,4,3,3,4,2,adverb,yes,,,no
そのまま,ありのまま,6.6,7,7,1,9,9,6,8,9,8,8,adverb,yes,,,no
そのままを,何もかも,5.4,7,4,8,8,0,3,8,6,6,8,adverb,no,,,n/a
そのままを,丸ごと,9.2,10,10,9,9,8,9,9,5,7,1,adverb_phrase,no,,,n/a
そのままを,ありのままに,8.4,10,9,8,9,6,9,9,6,6,0,adverb,yes,,,yes
それほど,そんなには,8.6,9,9,8,9,8,9,8,7,8,6,adverb,no,,,n/a
それほど,さほど,8.8,10,9,8,10,7,8,8,7,9,7,adverb,yes,,,no
それほど,大して,8,9,9,7,8,7,9,8,7,5,5,adverb,yes,,,no
それほど,そんなに,8.8,10,9,9,9,7,9,9,7,9,6,adverb,yes,,,no
それほど,ぜんぜん,5.8,7,1,8,6,7,2,8,7,3,6,adverb,yes,,,no
それほど,たいして,7,8,6,3,9,9,6,7,9,6,7,adverb,yes,,,no
それほど,さほどは,8.2,8,5,9,10,9,6,8,9,9,7,adverb,yes,,,yes
それほど,そんなにも,7.4,8,7,5,9,8,7,8,9,7,7,adverb,yes,,,yes
そんなに,そんなにも,7.6,10,9,8,3,8,8,7,7,9,5,adverb,no,,,n/a
そんなに,そんなには,6.2,7,0,5,9,10,7,10,9,8,9,adverb,no,,,n/a
そんなに,さほど,7.4,8,7,7,9,6,7,8,6,8,8,adverb,yes,,,no
そんなに,たいして,6.4,8,6,6,5,7,6,8,6,8,8,adverb,yes,,,no
そんなに,大して,7,6,7,8,8,6,7,8,7,9,6,adverb,yes,,,no
そんなに,あまり,8.4,9,9,8,9,7,8,9,7,7,5,adverb,yes,,,no
そんなに,さほどは,6,7,5,2,9,7,6,8,6,8,6,adverb,yes,,,yes
そんなには,たいして,8.2,9,9,8,8,7,8,9,7,7,5,adverb,no,,,n/a
そんなには,さほど,7.4,7,8,6,7,9,8,7,9,7,6,adverb,yes,,,yes
そんなにも,さほど,8.2,10,8,8,8,7,9,9,6,6,4,adverb,no,,,n/a
たいして,そんなにも,6.6,6,8,3,8,8,6,7,9,7,7,adverb,no,,,n/a
たいして,さほど,8.4,9,9,9,9,6,9,8,7,7,5,adverb,yes,,,no
たいして,大して,9.8,10,9,10,10,10,10,10,10,10,10,adverb,yes,,,no
たいして,さほどは,7.6,8,6,7,9,8,6,7,7,8,7,adverb,yes,,,yes
だいたい,多くが,6.2,7,6,7,4,7,7,8,7,8,7,adverb_phrase,no,,,n/a
だいたい,全般的に,6,7,5,2,9,7,3,8,8,9,8,adverb,no,,,n/a
だいたい,全部,4.8,7,5,0,5,7,2,8,7,0,6,adverb,yes,,,no
だいたい,全て,5.8,7,5,4,8,5,5,7,3,0,7,adverb,yes,,,no
だいたい,概ね,7.8,8,5,9,9,8,8,9,7,9,7,adverb,yes,,,no
だいたい,総じて,8.4,9,10,8,8,7,2,8,8,6,6,adverb,yes,,,no
だいたい,専ら,6.8,9,9,8,8,0,4,7,8,7,5,adverb,yes,,,no
だいたい,一般に,6.8,6,3,7,9,9,7,5,8,7,5,adverb,yes,,,no
だいたい,常に,3.8,2,8,4,5,0,7,8,0,2,7,adverb,yes,,,no
だいたい,主として,6.2,6,7,2,7,9,7,7,2,8,6,adverb,yes,,,no
だいたい,主に,7.2,8,6,6,8,8,6,8,7,9,7,adverb,yes,,,yes
だいたい,全体的に,6,4,6,3,7,10,7,8,9,8,5,adverb,yes,,,yes
だいたい,一般的に,6.2,7,6,0,9,9,7,6,9,8,6,adverb,yes,,,yes
だいぶ,しっかりと,4,7,4,5,2,2,2,7,4,0,7,adverb,yes,,,yes
だいぶ,とても,7.2,8,5,7,9,7,7,9,7,8,7,adverb,yes,,,no
だいぶ,かなり,8.4,10,9,7,9,7,7,9,7,7,7,adverb,yes,,,no
だいぶ,一段と,7.8,9,9,8,7,6,5,8,7,4,5,adverb,yes,,,no
だいぶ,ぐんと,7,7,8,8,6,6,4,3,7,7,6,adverb,yes,,,no
だいぶ,いっそう,4.4,0,8,0,7,7,7,5,7,4,2,adverb,yes,,,no
だいぶ,ずっと,4.8,5,6,0,5,8,3,5,5,5,3,adverb,yes,,,no
たくさん,いっぱい,8.6,8,7,9,10,9,9,9,8,8,8,adverb,yes,,,no
たくさん,いっせいに,3.2,6,4,1,5,0,1,7,3,7,6,adverb,yes,,,no
たくさん,多々,9,9,9,9,10,8,8,9,7,8,7,adverb,yes,,,no
たくさん,ずらりと,7,9,5,8,6,7,7,5,5,6,5,adverb,yes,,,no
たくさん,思い切り,7.6,8,7,8,9,6,6,3,4,7,6,adverb,yes,,,no
たくさん,思いっきり,4,0,2,2,8,8,4,5,5,0,2,adverb,yes,,,no
たくさん,ずらり,7,6,5,6,9,9,4,7,4,3,6,adverb,yes,,,no
たくさん,整然と,2.4,2,2,0,2,6,2,6,1,2,2,adverb,yes,,,no
たくさん,十分に,7.4,8,5,9,9,6,7,8,6,8,8,adverb,yes,,,yes
たくさん,ぎっしりと,7,8,6,6,9,6,7,8,6,8,7,adverb,yes,,,yes
たくさん,度々も,6.6,7,6,7,7,6,5,6,4,0,5,adverb,yes,,,yes
たくさん,大胆に,3.6,2,3,6,5,2,7,0,2,0,0,adverb,yes,,,yes
たくさん,思う存分に,6,7,2,7,8,6,8,6,6,2,1,adverb,yes,,,yes
たくさん,大量に,9.2,10,9,9,10,8,7,8,8,9,8,adverb,yes,,,yes
たくさん,窮屈そうに,3,7,2,4,0,2,4,7,2,0,0,adverb,yes,,,yes
たくさん,ぎゅうぎゅうと,8,10,7,9,8,6,7,9,3,3,6,adverb,yes,,,yes
たくさん,充分に,8.2,10,6,8,10,7,8,7,8,9,8,adverb,yes,,,yes
たくさん,盛大に,7.6,10,6,9,6,7,5,8,3,5,7,adverb,yes,,,yes
タップリと,思う存分に,8,9,8,8,8,7,9,8,7,8,7,adverb,yes,,,yes
たびたび,頻繁に,8,9,7,6,9,9,8,7,9,9,6,adverb,no,,,n/a
たびたび,時折,5.2,2,6,7,2,9,3,5,8,6,7,adverb,yes,,,no
たびたび,しきりに,7.6,7,5,8,9,9,7,6,7,8,7,adverb,yes,,,no
